Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,home,game_id
Guido Rodríguez,24.0,ar ARG,CM,30-289,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,AstonVilla_WestHam_20250126
Edson Álvarez,19.0,mx MEX,CM,27-094,88,63,4,17,35,11,1,63,2,0,0.0,2,100.0,41,190,68,0,3,0,3,1,43,1,False,AstonVilla_WestHam_20250126
Andy Irving,39.0,sct SCO,CM,24-258,2,10,0,1,5,4,0,10,1,1,100.0,0,0.0,4,14,8,0,0,0,0,0,5,1,False,AstonVilla_WestHam_20250126
Tomáš Souček,28.0,cz CZE,CM,29-334,90,68,4,14,42,13,9,68,1,1,100.0,0,0.0,34,116,38,1,1,1,2,1,42,3,False,AstonVilla_WestHam_20250126
Emerson Palmieri,33.0,it ITA,WB,30-176,74,35,0,7,16,12,4,35,2,0,0.0,1,50.0,25,101,44,3,1,1,0,0,27,4,False,AstonVilla_WestHam_20250126
Oliver Scarles,57.0,eng ENG,WB,19-045,16,11,1,5,6,2,0,11,0,0,,0,,8,49,33,1,0,0,0,0,5,1,False,AstonVilla_WestHam_20250126
Aaron Wan-Bissaka,29.0,cd COD,WB,27-061,90,71,2,12,30,29,1,71,6,4,66.7,2,33.3,44,277,103,4,0,1,0,2,41,10,False,AstonVilla_WestHam_20250126
Aaron Cresswell,3.0,eng ENG,CB,35-042,90,62,6,20,29,13,0,62,0,0,,0,,37,161,69,2,2,0,0,0,39,1,False,AstonVilla_WestHam_20250126
Max Kilman,26.0,eng ENG,CB,27-248,90,65,14,40,22,4,3,65,1,1,100.0,0,0.0,40,189,99,0,1,1,1,0,41,0,False,AstonVilla_WestHam_20250126
Vladimír Coufal,5.0,cz CZE,CB,32-157,90,70,6,28,32,10,1,70,0,0,,0,,42,185,104,1,0,0,0,0,46,0,False,AstonVilla_WestHam_20250126
Alphonse Areola,23.0,fr FRA,GK,31-334,90,41,29,41,0,0,0,41,0,0,,0,,23,79,41,0,0,0,0,0,21,0,False,AstonVilla_WestHam_20250126
Raúl Jiménez,7.0,mx MEX,FW,33-266,63,28,2,3,15,10,2,28,2,0,0.0,2,100.0,18,45,18,0,2,0,1,0,21,7,True,Fulham_ManchesterUtd_20250126
Rodrigo Muniz,9.0,br BRA,FW,23-267,27,11,0,0,6,5,3,11,0,0,,0,,4,4,0,0,0,0,0,1,7,2,True,Fulham_ManchesterUtd_20250126
Alex Iwobi,17.0,ng NGA,LW,28-268,90,56,0,9,22,26,6,56,5,2,40.0,3,60.0,42,286,186,7,4,4,0,2,48,4,True,Fulham_ManchesterUtd_20250126
Harry Wilson,8.0,wls WAL,RW,27-310,52,21,0,5,16,2,0,21,3,1,33.3,1,33.3,17,82,36,1,1,0,0,0,13,1,True,Fulham_ManchesterUtd_20250126
Adama Traoré,11.0,es ESP,RW,29-001,38,23,0,2,6,15,3,23,2,1,50.0,1,50.0,16,80,50,2,0,1,1,1,16,6,True,Fulham_ManchesterUtd_20250126
Emile Smith Rowe,32.0,eng ENG,AM,24-182,81,39,0,7,20,13,1,39,1,0,0.0,1,100.0,27,178,115,5,3,0,0,4,28,1,True,Fulham_ManchesterUtd_20250126
Andreas Pereira,18.0,br BRA,AM,29-025,9,8,0,0,2,6,0,8,0,0,,0,,5,7,7,0,1,0,0,0,5,0,True,Fulham_ManchesterUtd_20250126
Sander Berge,16.0,no NOR,DM,26-347,90,64,3,9,44,11,0,64,1,0,0.0,0,0.0,41,210,117,3,2,0,0,0,45,0,True,Fulham_ManchesterUtd_20250126
Saša Lukić,20.0,rs SRB,DM,28-166,81,57,1,12,38,8,1,57,0,0,,0,,31,195,132,4,3,0,2,0,33,1,True,Fulham_ManchesterUtd_20250126
Tom Cairney,10.0,sct SCO,DM,34-006,9,19,0,1,12,6,0,19,0,0,,0,,15,48,16,0,0,0,0,0,19,2,True,Fulham_ManchesterUtd_20250126
Antonee Robinson,33.0,us USA,LB,27-171,90,77,1,15,32,30,1,77,1,0,0.0,1,100.0,50,279,137,4,1,0,3,0,50,8,True,Fulham_ManchesterUtd_20250126
Calvin Bassey,3.0,ng NGA,CB,25-026,90,74,5,30,41,4,0,74,1,0,0.0,1,100.0,49,262,152,1,0,0,0,0,47,0,True,Fulham_ManchesterUtd_20250126
Joachim Andersen,5.0,dk DEN,CB,28-240,90,78,6,32,43,3,2,78,0,0,,0,,47,182,58,0,1,1,0,0,52,0,True,Fulham_ManchesterUtd_20250126
Timothy Castagne,21.0,be BEL,RB,29-052,90,49,2,19,23,8,2,49,0,0,,0,,26,78,12,0,0,0,0,0,29,2,True,Fulham_ManchesterUtd_20250126
Bernd Leno,1.0,de GER,GK,32-328,90,26,20,26,0,0,0,26,0,0,,0,,20,52,29,0,0,0,0,0,21,0,True,Fulham_ManchesterUtd_20250126
Rasmus Højlund,9.0,dk DEN,FW,21-357,57,16,0,0,11,5,1,16,1,0,0.0,1,100.0,16,33,5,0,1,0,5,2,18,6,False,Fulham_ManchesterUtd_20250126
Joshua Zirkzee,11.0,nl NED,FW,23-249,33,9,1,1,6,2,0,9,1,0,0.0,1,100.0,6,19,1,0,0,0,1,1,9,2,False,Fulham_ManchesterUtd_20250126
Alejandro Garnacho,17.0,ar ARG,AM,20-209,80,42,0,6,16,21,4,42,3,1,33.3,2,66.7,31,185,73,2,1,2,3,1,31,11,False,Fulham_ManchesterUtd_20250126
Kobbie Mainoo,37.0,eng ENG,CM,19-282,10,8,1,1,3,4,0,8,0,0,,0,,5,22,8,1,0,0,0,0,5,1,False,Fulham_ManchesterUtd_20250126
Amad Diallo,16.0,ci CIV,AM,22-199,90,49,0,7,25,17,0,49,3,1,33.3,1,33.3,39,206,75,3,3,0,3,2,38,5,False,Fulham_ManchesterUtd_20250126
Bruno Fernandes,8.0,pt POR,"CM,AM",30-140,90,86,1,11,55,22,1,86,0,0,,0,,52,240,109,2,2,0,1,1,68,3,False,Fulham_ManchesterUtd_20250126
Manuel Ugarte,25.0,uy URU,CM,23-290,75,54,1,16,32,6,0,54,2,1,50.0,0,0.0,32,113,38,0,0,0,2,0,32,1,False,Fulham_ManchesterUtd_20250126
Toby Collyer,43.0,eng ENG,CM,21-023,15,7,1,4,3,0,0,7,0,0,,0,,2,4,0,0,0,0,1,1,2,0,False,Fulham_ManchesterUtd_20250126
Noussair Mazraoui,3.0,ma MAR,WB,27-073,80,50,1,10,23,17,2,50,2,0,0.0,2,100.0,21,82,16,0,1,0,2,1,24,4,False,Fulham_ManchesterUtd_20250126
Tyrell Malacia,12.0,nl NED,WB,25-162,10,4,1,2,2,0,0,4,0,0,,0,,1,2,0,0,0,0,0,0,1,1,False,Fulham_ManchesterUtd_20250126
Diogo Dalot,20.0,pt POR,WB,25-314,90,52,1,19,18,15,0,52,0,0,,0,,30,115,43,1,1,0,1,0,33,7,False,Fulham_ManchesterUtd_20250126
Lisandro Martínez,6.0,ar ARG,CB,27-008,90,66,6,26,34,7,0,66,0,0,,0,,52,355,251,5,2,0,0,0,53,0,False,Fulham_ManchesterUtd_20250126
Harry Maguire,5.0,eng ENG,CB,31-327,90,72,13,44,27,1,1,72,0,0,,0,,44,269,81,0,0,0,0,0,43,0,False,Fulham_ManchesterUtd_20250126
Matthijs de Ligt,4.0,nl NED,CB,25-167,57,46,5,32,14,1,1,46,0,0,,0,,34,153,74,0,0,0,0,0,33,0,False,Fulham_ManchesterUtd_20250126
Leny Yoro,15.0,fr FRA,CB,19-074,33,20,4,9,11,0,0,20,0,0,,0,,10,39,20,0,0,0,0,0,9,0,False,Fulham_ManchesterUtd_20250126
André Onana,24.0,cm CMR,GK,28-299,90,43,40,43,0,0,0,43,0,0,,0,,29,142,62,0,0,0,0,0,26,0,False,Fulham_ManchesterUtd_20250126
Anthony Elanga,21.0,se SWE,"FW,LW",22-280,90,43,1,3,15,27,5,43,3,2,66.7,1,33.3,23,289,214,8,4,5,3,2,34,13,True,Nott'hamForest_Brighton_20250201
Chris Wood,11.0,nz NZL,FW,33-056,81,21,0,0,11,10,4,20,1,1,100.0,0,0.0,9,27,10,0,0,0,4,3,13,2,True,Nott'hamForest_Brighton_20250201
Taiwo Awoniyi,9.0,ng NGA,FW,27-173,9,5,0,0,2,3,2,5,1,1,100.0,0,0.0,3,8,5,0,0,0,1,0,2,0,True,Nott'hamForest_Brighton_20250201
Elliot Anderson,8.0,eng ENG,CM,22-087,81,31,2,6,19,7,1,31,1,1,100.0,0,0.0,17,87,21,0,0,0,1,1,22,2,True,Nott'hamForest_Brighton_20250201
Ibrahim Sangaré,6.0,ci CIV,CM,27-061,9,9,1,1,7,1,1,9,0,0,,0,,0,0,0,0,0,0,1,0,4,0,True,Nott'hamForest_Brighton_20250201
Danilo,28.0,br BRA,CM,23-278,64,37,3,15,21,1,0,37,1,0,0.0,1,100.0,11,47,12,0,0,0,2,0,21,0,True,Nott'hamForest_Brighton_20250201
Nicolás Domínguez,16.0,ar ARG,CM,26-218,26,22,0,2,12,8,1,22,1,0,0.0,1,100.0,4,12,5,0,0,0,0,0,10,1,True,Nott'hamForest_Brighton_20250201
Morgan Gibbs-White,10.0,eng ENG,CM,25-005,71,51,0,13,29,12,4,51,3,2,66.7,1,33.3,25,168,111,3,2,1,4,0,36,3,True,Nott'hamForest_Brighton_20250201
Jota Silva,20.0,pt POR,RW,25-184,19,13,0,3,3,7,3,13,1,1,100.0,0,0.0,9,52,18,1,0,1,0,3,7,3,True,Nott'hamForest_Brighton_20250201
Neco Williams,7.0,wls WAL,"WB,LM",23-294,90,48,5,16,16,16,3,48,3,1,33.3,2,66.7,12,84,31,1,0,0,3,1,20,7,True,Nott'hamForest_Brighton_20250201
Ola Aina,34.0,ng NGA,"WB,RM",28-116,90,56,5,22,25,10,1,56,5,3,60.0,2,40.0,18,181,91,3,1,1,3,1,25,5,True,Nott'hamForest_Brighton_20250201
Murillo,5.0,br BRA,CB,22-212,71,44,8,20,24,0,0,44,3,3,100.0,0,0.0,19,128,84,1,0,0,0,1,24,1,True,Nott'hamForest_Brighton_20250201
Willy Boly,30.0,ci CIV,CB,33-364,19,6,0,5,1,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,2,0,True,Nott'hamForest_Brighton_20250201
Nikola Milenković,31.0,rs SRB,CB,27-112,90,31,11,21,9,1,1,31,0,0,,0,,7,25,12,0,0,0,0,0,17,0,True,Nott'hamForest_Brighton_20250201
Morato,4.0,br BRA,CB,23-216,90,53,13,36,16,1,0,53,0,0,,0,,19,115,49,0,0,0,1,1,29,1,True,Nott'hamForest_Brighton_20250201
Matz Sels,26.0,be BEL,GK,32-341,90,31,24,30,1,0,0,31,0,0,,0,,13,91,42,0,0,0,0,0,7,0,True,Nott'hamForest_Brighton_20250201
Danny Welbeck,18.0,eng ENG,FW,34-067,72,23,0,0,10,13,4,23,1,1,100.0,0,0.0,13,50,25,2,1,1,4,0,16,3,False,Nott'hamForest_Brighton_20250201
Evan Ferguson,28.0,ie IRL,FW,20-105,18,13,0,1,8,5,1,13,1,0,0.0,1,100.0,7,39,15,0,0,1,2,0,7,1,False,Nott'hamForest_Brighton_20250201
Kaoru Mitoma,22.0,jp JPN,LM,27-257,45,22,1,3,5,14,2,22,2,0,0.0,2,100.0,10,101,20,1,0,1,2,1,11,7,False,Nott'hamForest_Brighton_20250201
Simon Adingra,11.0,ci CIV,LW,23-031,45,16,0,2,4,10,3,16,2,1,50.0,1,50.0,13,78,42,2,0,1,1,0,13,4,False,Nott'hamForest_Brighton_20250201
João Pedro,9.0,br BRA,CM,23-128,45,26,0,1,11,16,1,26,0,0,,0,,17,104,69,3,3,1,2,0,17,1,False,Nott'hamForest_Brighton_20250201
Diego Gómez,25.0,py PAR,CM,21-311,45,49,1,7,32,10,0,49,1,1,100.0,0,0.0,30,94,26,0,0,0,0,1,28,0,False,Nott'hamForest_Brighton_20250201
Georginio Rutter,14.0,fr FRA,"RW,CM",22-287,90,34,1,4,9,21,5,34,9,5,55.6,3,33.3,23,177,115,3,4,1,1,0,21,3,False,Nott'hamForest_Brighton_20250201
Yankuba Minteh,17.0,gm GAM,RM,20-194,90,59,2,9,12,39,11,59,11,5,45.5,6,54.5,39,222,113,2,1,2,2,3,40,20,False,Nott'hamForest_Brighton_20250201
Jack Hinshelwood,41.0,eng ENG,DM,19-296,45,40,1,9,20,11,1,40,0,0,,0,,21,132,72,0,1,0,1,0,23,0,False,Nott'hamForest_Brighton_20250201
Matt O'Riley,33.0,dk DEN,CM,24-072,45,56,1,10,34,12,0,56,1,1,100.0,0,0.0,39,148,83,1,2,0,1,0,41,1,False,Nott'hamForest_Brighton_20250201
Tariq Lamptey,2.0,gh GHA,"LM,LB",24-124,90,74,2,19,36,19,0,74,2,0,0.0,2,100.0,46,302,174,4,2,0,0,0,48,7,False,Nott'hamForest_Brighton_20250201
Lewis Dunk,5.0,eng ENG,CB,33-072,90,90,10,43,44,3,0,90,0,0,,0,,60,299,176,2,2,0,0,0,71,0,False,Nott'hamForest_Brighton_20250201
Jan Paul van Hecke,29.0,nl NED,CB,24-238,90,93,5,28,63,2,0,93,0,0,,0,,69,474,345,5,2,0,0,1,65,0,False,Nott'hamForest_Brighton_20250201
Joël Veltman,34.0,nl NED,"CB,RB",33-017,90,74,3,16,46,13,0,74,0,0,,0,,48,355,211,3,2,0,3,0,49,6,False,Nott'hamForest_Brighton_20250201
Bart Verbruggen,1.0,nl NED,GK,22-167,90,32,27,32,0,0,0,32,0,0,,0,,25,95,64,0,0,0,0,0,21,0,False,Nott'hamForest_Brighton_20250201
Beto,14.0,gw GNB,FW,27-001,87,31,2,3,12,16,6,31,0,0,,0,,21,76,37,2,0,1,3,3,23,2,True,Everton_LeicesterCity_20250201
Jack Harrison,11.0,eng ENG,LW,28-073,3,7,0,0,4,3,0,7,0,0,,0,,5,18,5,0,0,0,1,2,7,0,True,Everton_LeicesterCity_20250201
Iliman Ndiaye,10.0,sn SEN,"LW,FW",24-332,90,40,1,7,17,16,6,40,4,4,100.0,0,0.0,24,121,76,4,0,2,1,0,26,4,True,Everton_LeicesterCity_20250201
Jesper Lindstrøm,29.0,dk DEN,RW,24-338,74,39,1,8,18,13,4,39,3,0,0.0,3,100.0,27,110,21,0,2,0,1,1,28,3,True,Everton_LeicesterCity_20250201
Ashley Young,18.0,eng ENG,"RW,LB",39-207,16,10,0,2,6,2,0,10,0,0,,0,,4,10,0,0,0,0,1,0,4,0,True,Everton_LeicesterCity_20250201
Abdoulaye Doucouré,16.0,ml MLI,AM,32-031,90,44,0,1,26,17,6,44,5,3,60.0,2,40.0,31,158,57,1,0,0,0,0,38,6,True,Everton_LeicesterCity_20250201
Idrissa Gana Gueye,27.0,sn SEN,DM,35-128,90,52,1,14,32,6,0,52,0,0,,0,,29,158,30,0,0,0,0,3,37,1,True,Everton_LeicesterCity_20250201
James Garner,37.0,eng ENG,DM,23-325,81,57,2,11,31,17,3,57,0,0,,0,,34,131,50,1,2,0,2,0,31,2,True,Everton_LeicesterCity_20250201
Tim Iroegbunam,42.0,eng ENG,DM,21-216,9,12,1,5,7,0,0,12,2,1,50.0,0,0.0,5,26,11,0,0,0,0,0,6,0,True,Everton_LeicesterCity_20250201
Vitaliy Mykolenko,19.0,ua UKR,LB,25-248,87,50,2,15,23,12,3,50,2,0,0.0,0,0.0,20,131,65,3,0,0,0,1,30,3,True,Everton_LeicesterCity_20250201
Nathan Patterson,2.0,sct SCO,RW,23-108,3,2,0,0,2,0,0,2,0,0,,0,,2,12,0,0,0,0,0,0,2,1,True,Everton_LeicesterCity_20250201
Jarrad Branthwaite,32.0,eng ENG,CB,22-219,90,84,6,35,46,3,3,84,0,0,,0,,44,207,142,0,0,0,0,0,52,0,True,Everton_LeicesterCity_20250201
James Tarkowski,6.0,eng ENG,CB,32-074,90,70,14,45,23,2,1,70,0,0,,0,,35,157,63,0,0,0,1,0,43,0,True,Everton_LeicesterCity_20250201
Jake O'Brien,15.0,ie IRL,RB,23-262,90,63,3,29,22,12,0,63,2,1,50.0,0,0.0,30,81,31,0,0,0,1,0,33,1,True,Everton_LeicesterCity_20250201
Jordan Pickford,1.0,eng ENG,GK,30-331,90,33,25,33,0,0,0,33,0,0,,0,,26,104,42,0,0,0,0,0,23,0,True,Everton_LeicesterCity_20250201
Jamie Vardy,9.0,eng ENG,FW,38-021,59,6,1,2,3,1,1,6,1,0,0.0,1,100.0,1,3,1,0,0,0,0,0,3,0,False,Everton_LeicesterCity_20250201
Patson Daka,20.0,zm ZAM,FW,26-115,31,7,0,0,2,5,1,7,0,0,,0,,4,13,0,0,0,0,0,0,5,1,False,Everton_LeicesterCity_20250201
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-365,75,27,0,2,11,14,1,27,1,0,0.0,1,100.0,16,52,20,0,0,0,1,1,24,6,False,Everton_LeicesterCity_20250201
Stephy Mavididi,10.0,eng ENG,LW,26-246,15,11,0,2,2,7,0,11,0,0,,0,,7,39,26,2,1,0,1,0,8,4,False,Everton_LeicesterCity_20250201
Jordan Ayew,18.0,gh GHA,RW,33-143,90,54,0,4,31,22,3,54,6,3,50.0,3,50.0,26,194,28,1,3,1,4,1,33,6,False,Everton_LeicesterCity_20250201
Bilal El Khannouss,11.0,ma MAR,AM,20-267,90,47,1,8,26,13,3,47,1,1,100.0,0,0.0,20,205,116,3,1,0,1,0,29,7,False,Everton_LeicesterCity_20250201
Boubakary Soumaré,24.0,fr FRA,DM,25-340,90,66,4,20,37,11,3,66,0,0,,0,,27,140,71,0,0,0,2,1,43,1,False,Everton_LeicesterCity_20250201
Harry Winks,8.0,eng ENG,DM,28-365,90,64,2,12,48,4,0,64,1,0,0.0,1,100.0,34,180,83,1,0,0,0,0,43,0,False,Everton_LeicesterCity_20250201
Victor Bernth Kristiansen,16.0,dk DEN,LB,22-047,90,67,3,22,30,15,2,67,0,0,,0,,25,113,59,0,0,0,0,1,35,5,False,Everton_LeicesterCity_20250201
Jannik Vestergaard,23.0,dk DEN,CB,32-182,59,64,7,22,41,1,1,64,0,0,,0,,40,190,99,0,0,0,0,0,46,0,False,Everton_LeicesterCity_20250201
Caleb Okoli,5.0,it ITA,CB,23-203,31,29,4,16,13,0,0,29,0,0,,0,,18,144,110,0,0,0,0,2,18,0,False,Everton_LeicesterCity_20250201
Wout Faes,3.0,be BEL,CB,26-304,90,84,7,40,43,2,1,84,0,0,,0,,49,203,120,0,0,0,0,0,65,0,False,Everton_LeicesterCity_20250201
James Justin,2.0,eng ENG,RB,26-344,75,52,0,7,34,11,1,52,0,0,,0,,23,61,24,0,1,0,2,1,32,4,False,Everton_LeicesterCity_20250201
Woyo Coulibaly,25.0,ml MLI,RB,25-257,15,13,1,4,7,2,0,13,0,0,,0,,8,58,40,1,1,0,2,0,6,1,False,Everton_LeicesterCity_20250201
Mads Hermansen,30.0,dk DEN,GK,24-205,90,44,27,42,2,0,0,44,0,0,,0,,23,124,73,0,0,0,0,0,28,0,False,Everton_LeicesterCity_20250201
Alexander Isak,14.0,se SWE,FW,25-133,90,29,0,1,13,15,5,29,3,0,0.0,3,100.0,15,57,6,0,1,0,1,4,24,7,True,NewcastleUtd_Fulham_20250201
Anthony Gordon,10.0,eng ENG,LW,23-343,90,49,0,2,20,27,7,49,3,0,0.0,2,66.7,28,307,181,6,5,5,3,0,38,10,True,NewcastleUtd_Fulham_20250201
Jacob Murphy,23.0,eng ENG,RW,29-343,86,35,3,4,15,16,2,35,2,2,100.0,0,0.0,19,97,51,1,0,1,1,1,28,9,True,NewcastleUtd_Fulham_20250201
William Osula,18.0,dk DEN,RW,21-181,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,NewcastleUtd_Fulham_20250201
Joelinton,7.0,br BRA,LM,28-171,63,34,0,11,19,4,1,34,1,0,0.0,1,100.0,24,117,62,1,0,0,0,3,29,2,True,NewcastleUtd_Fulham_20250201
Joe Willock,28.0,eng ENG,LM,25-165,27,11,0,1,7,3,0,11,0,0,,0,,6,28,9,0,0,0,1,0,7,2,True,NewcastleUtd_Fulham_20250201
Sandro Tonali,8.0,it ITA,CM,24-269,90,63,0,14,36,14,4,63,0,0,,0,,35,247,149,4,1,0,1,1,45,3,True,NewcastleUtd_Fulham_20250201
Bruno Guimarães,39.0,br BRA,RM,27-077,86,45,7,17,17,12,1,45,3,1,33.3,0,0.0,24,179,64,1,0,0,2,3,28,2,True,NewcastleUtd_Fulham_20250201
Lewis Miley,67.0,eng ENG,RM,18-276,4,3,0,0,2,1,0,3,0,0,,0,,1,5,0,0,0,0,0,0,2,0,True,NewcastleUtd_Fulham_20250201
Lewis Hall,20.0,eng ENG,LB,20-146,86,55,3,16,30,10,1,55,0,0,,0,,20,68,12,0,0,0,2,0,24,3,True,NewcastleUtd_Fulham_20250201
Lloyd Kelly,25.0,eng ENG,LB,26-118,4,12,0,2,4,6,2,12,0,0,,0,,4,9,1,0,1,0,0,0,8,3,True,NewcastleUtd_Fulham_20250201
Dan Burn,33.0,eng ENG,CB,32-268,90,57,11,26,24,7,4,57,0,0,,0,,26,118,87,0,0,0,3,0,34,3,True,NewcastleUtd_Fulham_20250201
Fabian Schär,5.0,ch SUI,CB,33-043,90,65,11,36,21,8,3,65,0,0,,0,,35,253,169,2,2,0,0,0,43,3,True,NewcastleUtd_Fulham_20250201
Valentino Livramento,21.0,eng ENG,RB,22-081,63,30,3,11,18,2,1,30,1,0,0.0,1,100.0,14,105,52,2,1,0,1,1,17,1,True,NewcastleUtd_Fulham_20250201
Kieran Trippier,2.0,eng ENG,RB,34-135,27,36,1,13,16,8,0,36,0,0,,0,,13,51,29,0,0,0,2,0,23,1,True,NewcastleUtd_Fulham_20250201
Martin Dúbravka,1.0,sk SVK,GK,36-017,90,36,27,34,2,0,0,36,0,0,,0,,13,64,41,0,0,0,0,0,13,0,True,NewcastleUtd_Fulham_20250201
Raúl Jiménez,7.0,mx MEX,FW,33-272,72,44,0,3,16,26,11,44,4,4,100.0,0,0.0,25,140,89,6,0,3,5,2,33,9,False,NewcastleUtd_Fulham_20250201
Rodrigo Muniz,9.0,br BRA,FW,23-273,18,9,1,2,2,5,1,9,0,0,,0,,5,3,1,0,0,0,2,0,6,1,False,NewcastleUtd_Fulham_20250201
Alex Iwobi,17.0,ng NGA,LW,28-274,78,54,2,7,15,33,3,54,1,0,0.0,1,100.0,36,230,133,7,4,2,3,1,44,9,False,NewcastleUtd_Fulham_20250201
Ryan Sessegnon,30.0,eng ENG,"LW,LM",24-259,12,3,0,1,2,1,0,3,0,0,,0,,1,39,39,0,1,0,0,0,0,0,False,NewcastleUtd_Fulham_20250201
Adama Traoré,11.0,es ESP,RW,29-007,87,33,0,3,12,19,8,33,3,2,66.7,0,0.0,24,254,188,8,2,5,0,1,25,6,False,NewcastleUtd_Fulham_20250201
Issa Diop,31.0,fr FRA,CB,28-023,3,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,NewcastleUtd_Fulham_20250201
Emile Smith Rowe,32.0,eng ENG,AM,24-188,71,42,1,6,22,15,0,42,1,1,100.0,0,0.0,26,112,63,1,3,0,1,0,28,4,False,NewcastleUtd_Fulham_20250201
Andreas Pereira,18.0,br BRA,"AM,RM",29-031,19,11,0,3,1,7,0,11,1,0,0.0,0,0.0,6,24,6,0,0,0,1,0,7,1,False,NewcastleUtd_Fulham_20250201
Sander Berge,16.0,no NOR,"DM,CM",26-353,90,65,3,11,37,17,1,65,0,0,,0,,34,150,79,2,1,0,1,0,43,0,False,NewcastleUtd_Fulham_20250201
Saša Lukić,20.0,rs SRB,"DM,CM",28-172,90,45,3,9,19,17,1,45,2,1,50.0,0,0.0,15,38,28,0,0,0,1,0,17,4,False,NewcastleUtd_Fulham_20250201
Antonee Robinson,33.0,us USA,LB,27-177,90,76,3,20,34,24,1,76,0,0,,0,,45,228,150,3,4,0,0,0,56,7,False,NewcastleUtd_Fulham_20250201
Calvin Bassey,3.0,ng NGA,CB,25-032,90,69,9,33,34,4,1,69,2,1,50.0,1,50.0,43,233,111,1,1,0,1,1,50,0,False,NewcastleUtd_Fulham_20250201
Joachim Andersen,5.0,dk DEN,CB,28-246,90,60,11,25,32,3,1,60,0,0,,0,,25,160,88,2,0,0,0,0,31,0,False,NewcastleUtd_Fulham_20250201
Timothy Castagne,21.0,be BEL,RB,29-058,90,46,8,23,15,8,1,46,0,0,,0,,16,45,12,0,0,0,2,0,17,4,False,NewcastleUtd_Fulham_20250201
Bernd Leno,1.0,de GER,GK,32-334,90,34,28,33,1,0,0,34,0,0,,0,,21,95,60,0,0,0,0,0,19,0,False,NewcastleUtd_Fulham_20250201
Dango Ouattara,11.0,bf BFA,"FW,RW",22-356,90,32,2,4,13,16,1,32,3,1,33.3,1,33.3,17,102,52,2,0,0,1,0,20,8,True,Bournemouth_Liverpool_20250201
Antoine Semenyo,24.0,gh GHA,LW,25-025,90,65,1,8,15,43,12,65,6,3,50.0,3,50.0,34,309,185,8,4,4,4,5,43,10,True,Bournemouth_Liverpool_20250201
David Brooks,7.0,wls WAL,RW,27-208,65,27,1,2,13,12,0,27,0,0,,0,,13,61,33,2,2,0,1,1,20,4,True,Bournemouth_Liverpool_20250201
Marcus Tavernier,16.0,eng ENG,"DM,RW",25-316,25,21,2,5,8,9,0,21,0,0,,0,,10,63,27,1,0,0,1,0,11,0,True,Bournemouth_Liverpool_20250201
Justin Kluivert,19.0,nl NED,AM,25-272,90,35,0,2,14,19,6,35,7,4,57.1,3,42.9,14,105,41,1,0,0,1,0,20,5,True,Bournemouth_Liverpool_20250201
Tyler Adams,12.0,us USA,DM,25-353,90,64,3,17,33,16,0,64,4,2,50.0,2,50.0,33,143,64,2,1,0,1,0,38,2,True,Bournemouth_Liverpool_20250201
Ryan Christie,10.0,sct SCO,DM,29-345,79,39,1,7,21,12,2,39,2,1,50.0,1,50.0,19,131,70,1,0,0,2,0,23,1,True,Bournemouth_Liverpool_20250201
Daniel Jebbison,21.0,ca CAN,FW,21-172,11,5,0,0,4,1,1,5,0,0,,0,,2,2,0,0,0,0,2,0,2,0,True,Bournemouth_Liverpool_20250201
Milos Kerkez,3.0,hu HUN,LB,21-086,90,67,5,14,32,23,2,67,4,0,0.0,2,50.0,33,207,144,6,3,0,3,0,34,8,True,Bournemouth_Liverpool_20250201
Dean Huijsen,2.0,es ESP,CB,19-293,90,68,5,29,36,3,0,68,1,1,100.0,0,0.0,34,206,109,1,0,0,2,0,38,0,True,Bournemouth_Liverpool_20250201
Illia Zabarnyi,27.0,ua UKR,CB,22-153,90,69,5,28,43,1,0,69,0,0,,0,,45,364,268,1,1,0,2,0,45,0,True,Bournemouth_Liverpool_20250201
Lewis Cook,4.0,eng ENG,RB,27-364,90,57,2,10,34,13,0,57,0,0,,0,,26,101,72,1,2,0,0,0,38,1,True,Bournemouth_Liverpool_20250201
Kepa Arrizabalaga,13.0,es ESP,GK,30-121,90,31,24,31,0,0,0,31,0,0,,0,,18,85,57,0,0,0,0,0,10,0,True,Bournemouth_Liverpool_20250201
Luis Díaz,7.0,co COL,"FW,LW",28-019,90,40,1,3,20,18,3,40,3,1,33.3,1,33.3,20,125,48,2,1,0,3,2,30,6,False,Bournemouth_Liverpool_20250201
Cody Gakpo,18.0,nl NED,LW,25-270,69,23,0,3,8,12,1,23,1,1,100.0,0,0.0,11,106,49,1,1,0,4,0,16,4,False,Bournemouth_Liverpool_20250201
