Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,home,game_id
Dean Huijsen,2.0,es ESP,CB,19-125,90,78,7,40,37,2,0,78,0,0,,0,,46,248,171,0,0,0,0,0,50,0,False,Nott'hamForest_Bournemouth_20240817
Illia Zabarnyi,27.0,ua UKR,CB,21-351,90,70,10,34,35,1,0,70,1,0,0.0,0,0.0,39,321,242,0,1,0,0,0,43,0,False,Nott'hamForest_Bournemouth_20240817
Adam Smith,15.0,eng ENG,RB,33-110,62,27,1,9,12,6,0,27,2,0,0.0,0,0.0,13,68,35,0,0,0,0,0,9,0,False,Nott'hamForest_Bournemouth_20240817
Julian Araujo,28.0,mx MEX,RB,23-004,28,26,2,6,16,4,0,26,0,0,,0,,11,34,20,0,0,0,0,0,11,2,False,Nott'hamForest_Bournemouth_20240817
Neto,1.0,br BRA,GK,35-029,90,39,33,39,0,0,0,39,0,0,,0,,19,75,58,0,0,0,0,0,15,0,False,Nott'hamForest_Bournemouth_20240817
Kai Havertz,29.0,de GER,"FW,LM",25-067,90,40,3,8,13,20,9,40,3,1,33.3,2,66.7,22,86,53,3,2,1,2,0,29,11,True,Arsenal_Wolves_20240817
Gabriel Martinelli,11.0,br BRA,"LW,RW",23-060,90,34,0,2,12,21,10,34,7,2,28.6,2,28.6,22,152,67,4,1,2,2,0,22,15,True,Arsenal_Wolves_20240817
Bukayo Saka,7.0,eng ENG,RW,22-347,79,38,1,1,12,26,12,38,1,0,0.0,1,100.0,25,129,75,4,1,4,3,2,26,16,True,Arsenal_Wolves_20240817
Leandro Trossard,19.0,be BEL,LW,29-257,11,7,0,3,2,2,0,7,1,0,0.0,1,100.0,2,20,0,0,0,0,0,0,2,0,True,Arsenal_Wolves_20240817
Declan Rice,41.0,eng ENG,LM,25-216,84,39,2,6,15,18,3,39,0,0,,0,,20,107,42,1,1,0,0,1,26,4,True,Arsenal_Wolves_20240817
Gabriel Jesus,9.0,br BRA,FW,27-136,6,7,1,1,2,4,0,7,0,0,,0,,3,28,14,1,0,0,2,0,5,0,True,Arsenal_Wolves_20240817
Thomas Partey,5.0,gh GHA,CM,31-065,90,45,3,16,21,8,0,45,0,0,,0,,30,106,57,0,0,0,1,1,33,0,True,Arsenal_Wolves_20240817
Martin Ødegaard,8.0,no NOR,RM,25-244,90,41,0,5,15,23,3,41,5,3,60.0,2,40.0,28,232,95,3,0,2,0,3,27,1,True,Arsenal_Wolves_20240817
Oleksandr Zinchenko,17.0,ua UKR,LB,27-246,68,66,5,20,34,13,2,66,1,1,100.0,0,0.0,32,230,63,1,2,0,1,1,36,2,True,Arsenal_Wolves_20240817
Jurriën Timber,12.0,nl NED,LB,23-061,22,14,1,2,5,7,2,14,3,2,66.7,1,33.3,6,20,5,1,0,1,0,1,4,1,True,Arsenal_Wolves_20240817
Gabriel Magalhães,6.0,br BRA,CB,26-242,90,75,7,34,37,4,1,75,0,0,,0,,47,161,61,0,0,0,0,0,55,0,True,Arsenal_Wolves_20240817
William Saliba,2.0,fr FRA,CB,23-146,90,72,10,35,36,1,0,72,0,0,,0,,44,200,92,0,1,0,1,0,50,0,True,Arsenal_Wolves_20240817
Ben White,4.0,eng ENG,RB,26-314,90,53,0,20,24,9,0,53,1,0,0.0,1,100.0,33,154,72,0,0,0,1,0,37,2,True,Arsenal_Wolves_20240817
David Raya,22.0,es ESP,GK,28-337,90,38,30,37,1,0,0,38,0,0,,0,,26,120,53,0,0,0,0,0,24,0,True,Arsenal_Wolves_20240817
Jørgen Strand Larsen,9.0,no NOR,FW,24-193,83,19,1,2,8,9,4,19,0,0,,0,,9,38,20,1,0,1,3,1,12,1,False,Arsenal_Wolves_20240817
Chiquinho,23.0,pt POR,LM,24-194,7,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0,False,Arsenal_Wolves_20240817
Rodrigo Gomes,19.0,pt POR,"LW,LM",21-041,74,24,1,2,4,18,4,24,1,1,100.0,0,0.0,15,145,123,4,1,3,1,1,18,10,False,Arsenal_Wolves_20240817
Daniel Podence,10.0,pt POR,RM,28-301,16,6,0,0,4,2,0,6,0,0,,0,,2,6,3,0,0,0,0,0,3,1,False,Arsenal_Wolves_20240817
Hwang Hee-chan,11.0,kr KOR,"RW,RM,FW,LM",28-204,90,31,0,4,12,16,2,31,3,1,33.3,2,66.7,25,111,27,2,0,1,3,2,27,3,False,Arsenal_Wolves_20240817
Jean-Ricner Bellegarde,27.0,ht HAI,AM,26-051,56,25,0,4,14,9,0,25,3,0,0.0,2,66.7,18,100,41,0,1,0,0,1,18,3,False,Arsenal_Wolves_20240817
Matheus Cunha,12.0,br BRA,FW,25-082,34,14,2,3,4,7,1,14,1,0,0.0,0,0.0,9,54,15,2,0,1,0,1,10,0,False,Arsenal_Wolves_20240817
Mario Lemina,5.0,ga GAB,"DM,CM",30-351,90,51,9,22,27,2,0,51,0,0,,0,,26,142,71,0,1,0,1,0,30,0,False,Arsenal_Wolves_20240817
João Gomes,8.0,br BRA,"DM,CM",23-187,83,42,2,7,27,9,0,42,2,2,100.0,0,0.0,27,186,113,2,1,0,1,0,25,0,False,Arsenal_Wolves_20240817
Pablo Sarabia,21.0,es ESP,CM,32-098,7,10,0,1,5,4,1,10,3,2,66.7,1,33.3,8,31,14,0,0,0,0,0,8,0,False,Arsenal_Wolves_20240817
Rayan Aït-Nouri,3.0,dz ALG,LB,23-072,83,55,3,11,29,15,0,55,2,0,0.0,2,100.0,34,153,38,0,3,0,3,1,36,1,False,Arsenal_Wolves_20240817
Craig Dawson,15.0,eng ENG,CB,34-103,7,5,1,3,1,1,0,5,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,0,0,False,Arsenal_Wolves_20240817
Toti Gomes,24.0,pt POR,"CB,LB",25-214,90,60,4,38,20,3,1,60,0,0,,0,,43,209,83,1,1,0,1,3,45,1,False,Arsenal_Wolves_20240817
Yerson Mosquera,14.0,co COL,CB,23-107,90,53,7,25,27,2,0,53,0,0,,0,,32,136,55,0,0,0,1,0,32,0,False,Arsenal_Wolves_20240817
Matt Doherty,2.0,ie IRL,RB,32-214,90,53,7,16,25,13,2,53,1,1,100.0,0,0.0,27,97,21,0,0,0,2,0,27,4,False,Arsenal_Wolves_20240817
José Sá,1.0,pt POR,GK,31-213,90,42,31,41,1,0,0,42,1,1,100.0,0,0.0,30,199,109,0,0,0,0,0,25,0,False,Arsenal_Wolves_20240817
Michail Antonio,9.0,jm JAM,FW,34-142,72,20,0,2,8,10,2,20,0,0,,0,,11,100,60,3,1,0,4,1,12,2,True,WestHam_AstonVilla_20240817
Niclas Füllkrug,11.0,de GER,FW,31-190,18,6,1,1,3,2,0,6,0,0,,0,,2,6,6,0,0,0,1,0,1,0,True,WestHam_AstonVilla_20240817
Mohammed Kudus,14.0,gh GHA,"LM,WB,RM",24-015,90,46,0,7,20,19,7,46,6,3,50.0,2,33.3,31,235,154,5,4,4,3,5,39,12,True,WestHam_AstonVilla_20240817
Lucas Paquetá,10.0,br BRA,CM,26-356,72,66,2,12,45,9,1,65,0,0,,0,,38,114,49,0,2,0,1,5,52,1,True,WestHam_AstonVilla_20240817
James Ward-Prowse,8.0,eng ENG,CM,29-290,18,16,0,3,11,2,0,16,0,0,,0,,6,38,30,1,0,0,0,0,8,0,True,WestHam_AstonVilla_20240817
Tomáš Souček,28.0,cz CZE,CM,29-172,90,24,2,5,10,10,7,24,0,0,,0,,7,22,12,0,0,0,0,1,16,5,True,WestHam_AstonVilla_20240817
Jarrod Bowen,20.0,eng ENG,RM,27-241,72,24,1,5,7,12,0,24,2,0,0.0,2,100.0,10,31,3,0,0,0,1,2,13,3,True,WestHam_AstonVilla_20240817
Crysencio Summerville,7.0,nl NED,"CM,LM",22-292,18,15,0,1,7,7,2,15,1,0,0.0,1,100.0,12,91,36,3,0,1,0,2,11,3,True,WestHam_AstonVilla_20240817
Guido Rodríguez,24.0,ar ARG,DM,30-127,84,53,1,14,33,6,0,53,0,0,,0,,26,153,65,0,1,0,1,0,36,0,True,WestHam_AstonVilla_20240817
Danny Ings,18.0,eng ENG,FW,32-025,6,5,0,1,1,3,1,5,0,0,,0,,4,16,6,0,0,0,0,0,4,1,True,WestHam_AstonVilla_20240817
Emerson Palmieri,33.0,it ITA,"LB,WB",30-014,90,59,1,22,29,9,1,59,0,0,,0,,27,249,154,4,1,1,1,0,35,0,True,WestHam_AstonVilla_20240817
Max Kilman,26.0,eng ENG,CB,27-086,90,86,14,55,28,6,1,86,0,0,,0,,59,246,130,2,0,0,1,0,63,0,True,WestHam_AstonVilla_20240817
Konstantinos Mavropanos,15.0,gr GRE,CB,26-250,90,63,9,32,29,2,0,63,0,0,,0,,40,287,186,1,0,0,1,0,38,0,True,WestHam_AstonVilla_20240817
Vladimír Coufal,5.0,cz CZE,RB,31-361,84,42,6,14,20,8,0,42,0,0,,0,,23,145,31,1,2,0,0,2,23,3,True,WestHam_AstonVilla_20240817
Jean-Clair Todibo,25.0,fr FRA,CB,24-231,6,11,0,8,2,1,0,11,2,1,50.0,1,50.0,9,62,32,0,0,0,2,0,8,0,True,WestHam_AstonVilla_20240817
Alphonse Areola,23.0,fr FRA,GK,31-172,90,35,29,35,0,0,0,35,0,0,,0,,22,92,34,0,0,0,0,0,13,0,True,WestHam_AstonVilla_20240817
Ollie Watkins,11.0,eng ENG,FW,28-231,61,13,0,0,8,5,1,13,3,0,0.0,3,100.0,9,50,14,1,1,1,2,1,10,3,False,WestHam_AstonVilla_20240817
Jáder Durán,9.0,co COL,FW,20-248,29,21,0,1,9,11,3,21,3,1,33.3,2,66.7,12,25,6,0,0,0,1,1,17,4,False,WestHam_AstonVilla_20240817
John McGinn,7.0,sct SCO,LW,29-304,61,24,1,1,14,9,5,24,0,0,,0,,7,42,28,2,0,0,1,0,14,1,False,WestHam_AstonVilla_20240817
Jacob Ramsey,41.0,eng ENG,LW,23-081,29,16,0,0,11,5,2,16,1,1,100.0,0,0.0,11,92,64,2,1,1,1,0,10,1,False,WestHam_AstonVilla_20240817
Leon Bailey,31.0,jm JAM,RW,27-008,73,35,0,2,7,27,3,35,2,2,100.0,0,0.0,24,237,146,5,1,2,2,2,28,3,False,WestHam_AstonVilla_20240817
Jaden Philogene Bidace,19.0,eng ENG,RW,22-191,17,12,2,2,2,8,1,12,0,0,,0,,3,10,5,0,0,0,0,0,4,2,False,WestHam_AstonVilla_20240817
Morgan Rogers,27.0,eng ENG,AM,22-022,90,35,3,8,14,15,3,35,2,1,50.0,1,50.0,13,187,163,4,4,0,0,1,16,4,False,WestHam_AstonVilla_20240817
Youri Tielemans,8.0,be BEL,DM,27-102,90,64,3,16,39,9,0,64,2,1,50.0,1,50.0,43,204,99,2,0,0,2,1,49,1,False,WestHam_AstonVilla_20240817
Amadou Onana,24.0,be BEL,DM,23-001,90,48,4,13,28,8,1,48,1,1,100.0,0,0.0,25,147,87,2,0,0,1,1,23,0,False,WestHam_AstonVilla_20240817
Lucas Digne,12.0,fr FRA,LB,31-028,73,52,2,17,20,17,0,52,0,0,,0,,27,146,79,0,0,0,2,0,32,5,False,WestHam_AstonVilla_20240817
Ian Maatsen,22.0,nl NED,LB,22-160,17,13,0,5,6,2,0,13,0,0,,0,,5,46,35,1,1,0,0,0,5,1,False,WestHam_AstonVilla_20240817
Pau Torres,14.0,es ESP,CB,27-214,90,68,8,38,25,6,0,68,1,1,100.0,0,0.0,43,311,220,3,1,0,1,0,44,0,False,WestHam_AstonVilla_20240817
Ezri Konsa,4.0,eng ENG,CB,26-299,90,54,7,29,23,2,1,54,0,0,,0,,32,144,73,0,0,0,1,0,38,0,False,WestHam_AstonVilla_20240817
Matty Cash,2.0,pl POL,RB,27-010,81,55,5,18,23,14,1,55,0,0,,0,,24,100,49,1,3,0,0,0,28,0,False,WestHam_AstonVilla_20240817
Kosta Nedeljković,20.0,rs SRB,RB,18-245,9,11,2,3,7,1,0,11,0,0,,0,,4,5,0,0,0,0,1,0,5,0,False,WestHam_AstonVilla_20240817
Emiliano Martínez,23.0,ar ARG,GK,31-350,90,40,30,39,1,0,0,40,0,0,,0,,28,146,84,0,0,0,0,0,21,0,False,WestHam_AstonVilla_20240817
Yoane Wissa,11.0,cd COD,FW,27-350,83,32,0,4,17,12,5,32,2,1,50.0,0,0.0,23,146,82,1,2,0,2,0,24,2,True,Brentford_CrystalPalace_20240818
Fabio Carvalho,14.0,pt POR,FW,21-354,7,8,0,1,4,3,0,8,0,0,,0,,1,5,0,0,0,0,0,0,1,0,True,Brentford_CrystalPalace_20240818
Kevin Schade,7.0,de GER,LW,22-265,73,28,1,6,11,12,2,28,6,2,33.3,3,50.0,18,140,91,4,1,1,0,4,23,8,True,Brentford_CrystalPalace_20240818
Keane Lewis-Potter,23.0,eng ENG,"LW,LM,FW",23-178,17,6,0,1,2,3,0,6,0,0,,0,,4,20,1,0,0,0,1,1,5,0,True,Brentford_CrystalPalace_20240818
Bryan Mbeumo,19.0,cm CMR,"RW,FW",25-011,89,37,0,4,10,23,1,37,1,1,100.0,0,0.0,23,115,68,3,1,1,2,1,26,11,True,Brentford_CrystalPalace_20240818
Ben Mee,16.0,eng ENG,CB,34-332,1,2,0,0,2,0,0,2,0,0,,0,,2,5,1,0,0,0,0,0,2,0,True,Brentford_CrystalPalace_20240818
Mathias Jensen,8.0,dk DEN,LM,28-230,83,48,2,5,17,26,0,48,1,0,0.0,1,100.0,27,118,62,1,1,0,0,1,28,4,True,Brentford_CrystalPalace_20240818
Frank Onyeka,15.0,ng NGA,CM,26-230,7,2,0,0,2,0,0,2,0,0,,0,,1,2,0,0,0,0,1,0,0,0,True,Brentford_CrystalPalace_20240818
Vitaly Janelt,27.0,de GER,CM,26-100,73,41,2,14,22,7,1,41,2,0,0.0,2,100.0,27,129,53,1,2,1,0,0,28,0,True,Brentford_CrystalPalace_20240818
Mikkel Damsgaard,24.0,dk DEN,"RM,CM",24-046,17,10,0,0,6,5,0,10,1,0,0.0,0,0.0,5,46,32,1,1,0,0,0,6,0,True,Brentford_CrystalPalace_20240818
Christian Nørgaard,6.0,dk DEN,"RM,CM",30-161,90,56,3,21,30,5,0,56,0,0,,0,,29,111,37,1,1,0,0,1,34,2,True,Brentford_CrystalPalace_20240818
Kristoffer Ajer,20.0,no NOR,LB,26-123,90,43,2,20,17,8,1,43,1,1,100.0,0,0.0,30,179,127,2,3,0,2,0,29,3,True,Brentford_CrystalPalace_20240818
Ethan Pinnock,5.0,jm JAM,CB,31-081,90,58,11,34,23,1,1,58,2,0,0.0,2,100.0,28,115,30,0,0,0,0,1,27,0,True,Brentford_CrystalPalace_20240818
Nathan Collins,22.0,ie IRL,CB,23-110,90,67,10,33,28,6,1,67,0,0,,0,,31,126,55,2,0,0,0,1,31,0,True,Brentford_CrystalPalace_20240818
Mads Roerslev,30.0,dk DEN,RB,25-055,90,48,5,22,21,5,0,48,0,0,,0,,34,162,67,0,0,0,1,4,33,1,True,Brentford_CrystalPalace_20240818
Mark Flekken,1.0,nl NED,GK,31-066,90,58,51,57,2,0,0,58,0,0,,0,,38,195,108,0,0,0,0,0,30,0,True,Brentford_CrystalPalace_20240818
Jean-Philippe Mateta,14.0,fr FRA,FW,27-051,45,15,0,0,7,8,2,15,2,0,0.0,2,100.0,6,43,26,1,1,0,0,0,12,1,False,Brentford_CrystalPalace_20240818
Odsonne Édouard,22.0,fr FRA,"FW,AM",26-215,45,17,0,1,10,6,2,17,0,0,,0,,10,59,26,1,0,0,2,1,9,1,False,Brentford_CrystalPalace_20240818
Eberechi Eze,10.0,eng ENG,"AM,LM",26-050,90,58,0,1,30,27,5,58,6,2,33.3,4,66.7,41,260,177,7,4,2,2,1,43,7,False,Brentford_CrystalPalace_20240818
Daichi Kamada,18.0,jp JPN,AM,28-013,69,36,2,4,16,17,2,36,3,1,33.3,2,66.7,16,78,61,1,3,1,2,0,27,5,False,Brentford_CrystalPalace_20240818
Jordan Ayew,9.0,gh GHA,"FW,AM",32-342,21,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1,False,Brentford_CrystalPalace_20240818
Will Hughes,19.0,eng ENG,CM,29-123,83,56,0,3,37,16,2,56,0,0,,0,,29,99,62,1,1,0,1,0,39,2,False,Brentford_CrystalPalace_20240818
Cheick Doucouré,28.0,ml MLI,CM,24-223,7,11,0,1,9,1,0,11,0,0,,0,,6,15,7,0,0,0,0,0,8,0,False,Brentford_CrystalPalace_20240818
Adam Wharton,20.0,eng ENG,CM,20-194,73,44,2,5,24,16,1,44,1,0,0.0,1,100.0,26,115,70,1,2,1,0,0,31,0,False,Brentford_CrystalPalace_20240818
Jefferson Lerma,8.0,co COL,CM,29-298,17,24,0,1,23,1,0,24,0,0,,0,,13,40,21,0,0,0,0,0,19,1,False,Brentford_CrystalPalace_20240818
Tyrick Mitchell,3.0,eng ENG,"WB,LB",24-352,90,70,3,17,36,17,2,70,3,0,0.0,2,66.7,28,116,50,1,2,1,1,1,33,4,False,Brentford_CrystalPalace_20240818
Daniel Muñoz,12.0,co COL,"WB,RB",28-084,90,68,1,14,35,19,3,68,3,0,0.0,3,100.0,25,70,16,0,0,0,1,0,36,7,False,Brentford_CrystalPalace_20240818
Marc Guéhi,6.0,eng ENG,CB,24-036,90,57,7,20,32,6,0,57,0,0,,0,,27,107,56,0,2,0,0,0,35,0,False,Brentford_CrystalPalace_20240818
Joachim Andersen,5.0,dk DEN,CB,28-079,90,93,14,38,50,5,0,93,0,0,,0,,49,189,103,1,1,0,0,1,67,1,False,Brentford_CrystalPalace_20240818
Chris Richards,26.0,us USA,CB,24-143,83,50,2,21,28,3,0,50,0,0,,0,,20,87,55,1,0,0,0,0,30,0,False,Brentford_CrystalPalace_20240818
Ismaila Sarr,7.0,sn SEN,RM,26-175,7,2,0,0,1,1,0,2,0,0,,0,,1,2,0,0,0,0,0,0,1,1,False,Brentford_CrystalPalace_20240818
Dean Henderson,1.0,eng ENG,GK,27-159,90,28,24,28,0,0,0,28,0,0,,0,,14,92,71,0,0,0,0,0,10,0,False,Brentford_CrystalPalace_20240818
Nicolas Jackson,15.0,sn SEN,FW,23-059,66,21,0,2,7,12,4,21,0,0,,0,,10,38,10,0,0,0,1,0,16,3,True,Chelsea_ManchesterCity_20240818
Marc Guiu,38.0,es ESP,FW,18-227,24,5,0,1,2,2,0,5,1,0,0.0,1,100.0,2,3,1,0,0,0,0,0,3,0,True,Chelsea_ManchesterCity_20240818
Christopher Nkunku,18.0,fr FRA,LW,26-278,57,38,1,9,11,18,5,38,3,0,0.0,3,100.0,24,128,29,2,0,2,1,1,25,5,True,Chelsea_ManchesterCity_20240818
Pedro Neto,19.0,pt POR,LW,24-162,33,23,0,0,9,14,3,23,2,1,50.0,1,50.0,20,115,73,3,0,0,2,0,22,1,True,Chelsea_ManchesterCity_20240818
Cole Palmer,20.0,eng ENG,RW,22-104,90,57,0,12,21,24,1,57,3,1,33.3,2,66.7,41,302,125,6,4,0,3,3,44,3,True,Chelsea_ManchesterCity_20240818
Enzo Fernández,8.0,ar ARG,"AM,DM",23-214,90,67,1,9,37,21,6,67,0,0,,0,,44,102,45,0,0,0,2,2,58,5,True,Chelsea_ManchesterCity_20240818
Roméo Lavia,45.0,be BEL,DM,20-225,66,48,3,13,22,13,0,48,0,0,,0,,26,138,51,0,0,0,0,1,31,1,True,Chelsea_ManchesterCity_20240818
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,25-347,24,19,0,1,11,7,0,19,0,0,,0,,13,61,28,1,0,0,0,0,16,0,True,Chelsea_ManchesterCity_20240818
Moisés Caicedo,25.0,ec ECU,DM,22-290,90,61,0,10,30,21,0,61,1,1,100.0,0,0.0,34,82,41,0,0,0,1,0,47,0,True,Chelsea_ManchesterCity_20240818
Marc Cucurella,3.0,es ESP,LB,26-027,79,77,4,29,31,17,1,77,0,0,,0,,30,83,44,1,0,0,0,0,51,1,True,Chelsea_ManchesterCity_20240818
Renato Veiga,40.0,pt POR,LB,21-020,11,10,0,3,5,2,0,10,0,0,,0,,4,17,10,1,0,0,0,0,5,0,True,Chelsea_ManchesterCity_20240818
Levi Colwill,6.0,eng ENG,CB,21-174,90,56,15,30,25,1,0,56,0,0,,0,,33,132,86,0,0,0,0,0,42,0,True,Chelsea_ManchesterCity_20240818
Wesley Fofana,29.0,fr FRA,CB,23-245,90,64,11,31,31,2,1,64,0,0,,0,,49,277,170,0,1,0,0,1,54,0,True,Chelsea_ManchesterCity_20240818
Malo Gusto,27.0,fr FRA,RB,21-091,90,51,2,13,17,21,3,51,1,1,100.0,0,0.0,23,81,39,2,1,0,0,1,30,7,True,Chelsea_ManchesterCity_20240818
Robert Sánchez,1.0,es ESP,GK,26-274,90,32,27,32,0,0,0,32,0,0,,0,,17,114,75,0,0,0,0,0,15,0,True,Chelsea_ManchesterCity_20240818
Erling Haaland,9.0,no NOR,FW,24-028,90,12,1,2,1,9,2,12,1,1,100.0,0,0.0,8,33,7,0,0,0,1,3,13,1,False,Chelsea_ManchesterCity_20240818
Sávio,26.0,br BRA,"RW,LW",20-130,45,19,0,2,7,12,2,19,3,3,100.0,0,0.0,13,158,126,5,3,2,2,0,14,5,False,Chelsea_ManchesterCity_20240818
Phil Foden,47.0,eng ENG,RW,24-082,45,32,3,7,9,16,0,32,0,0,,0,,20,109,56,2,1,0,0,0,28,2,False,Chelsea_ManchesterCity_20240818
Jeremy Doku,11.0,be BEL,"LW,RW",22-083,90,51,0,3,10,43,8,51,15,6,40.0,3,20.0,39,624,462,18,14,5,3,2,39,13,False,Chelsea_ManchesterCity_20240818
Kevin De Bruyne,17.0,be BEL,CM,33-051,90,67,0,8,28,32,1,67,2,1,50.0,0,0.0,33,200,137,4,4,0,1,1,47,2,False,Chelsea_ManchesterCity_20240818
Bernardo Silva,20.0,pt POR,CM,30-008,90,63,2,12,24,27,6,63,1,0,0.0,1,100.0,34,202,122,3,2,4,0,1,50,3,False,Chelsea_ManchesterCity_20240818
Mateo Kovačić,8.0,hr CRO,DM,30-104,90,79,3,20,50,13,0,79,4,2,50.0,2,50.0,52,376,149,2,5,0,0,3,63,1,False,Chelsea_ManchesterCity_20240818
Rico Lewis,82.0,eng ENG,DM,19-271,90,58,4,19,28,11,4,58,3,1,33.3,2,66.7,29,167,85,3,0,1,0,2,36,5,False,Chelsea_ManchesterCity_20240818
Joško Gvardiol,24.0,hr CRO,LB,22-208,90,81,5,34,37,11,1,81,1,1,100.0,0,0.0,46,286,186,3,2,1,0,0,56,0,False,Chelsea_ManchesterCity_20240818
Rúben Dias,3.0,pt POR,CB,27-096,90,80,15,51,29,0,0,80,0,0,,0,,42,186,78,0,0,0,0,0,63,0,False,Chelsea_ManchesterCity_20240818
Manuel Akanji,25.0,ch SUI,RB,29-030,90,80,9,38,38,4,0,80,0,0,,0,,41,218,116,1,0,0,1,0,60,0,False,Chelsea_ManchesterCity_20240818
Ederson,31.0,br BRA,GK,31-001,90,42,34,42,0,0,0,42,0,0,,0,,28,177,96,0,0,0,0,0,27,0,False,Chelsea_ManchesterCity_20240818
Jamie Vardy,9.0,eng ENG,FW,37-221,78,18,1,2,9,7,3,18,0,0,,0,,9,49,16,0,1,0,2,1,12,3,True,LeicesterCity_Tottenham_20240819
Stephy Mavididi,10.0,eng ENG,FW,26-080,12,6,0,3,2,2,0,6,3,1,33.3,2,66.7,6,51,36,2,0,0,1,1,4,0,True,LeicesterCity_Tottenham_20240819
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-199,85,31,6,12,11,8,1,31,0,0,,0,,17,81,26,1,0,1,0,4,22,4,True,LeicesterCity_Tottenham_20240819
Kasey McAteer,35.0,ie IRL,LW,22-271,5,12,2,8,4,1,1,12,0,0,,0,,3,9,4,0,0,0,0,0,3,1,True,LeicesterCity_Tottenham_20240819
Abdul Fatawu Issahaku,7.0,gh GHA,RW,20-164,90,49,7,20,14,16,1,49,8,3,37.5,3,37.5,27,215,98,5,2,1,6,1,27,7,True,LeicesterCity_Tottenham_20240819
Facundo Buonanotte,40.0,ar ARG,AM,19-240,78,35,0,5,17,13,0,35,4,1,25.0,2,50.0,18,115,51,2,1,0,3,1,20,2,True,LeicesterCity_Tottenham_20240819
Boubakary Soumaré,24.0,fr FRA,AM,25-174,12,4,0,1,2,1,0,4,0,0,,0,,2,7,0,0,0,0,1,0,2,0,True,LeicesterCity_Tottenham_20240819
Wilfred Ndidi,6.0,ng NGA,DM,27-247,90,55,11,27,23,6,3,55,2,1,50.0,1,50.0,21,115,35,0,1,0,0,2,30,2,True,LeicesterCity_Tottenham_20240819
Harry Winks,8.0,eng ENG,DM,28-199,90,43,2,17,24,4,0,43,1,1,100.0,0,0.0,16,103,57,1,0,0,0,0,24,0,True,LeicesterCity_Tottenham_20240819
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-247,90,54,7,20,28,6,0,54,1,0,0.0,1,100.0,23,65,24,0,0,0,1,2,27,4,True,LeicesterCity_Tottenham_20240819
Wout Faes,3.0,be BEL,CB,26-138,90,40,9,27,13,0,0,40,0,0,,0,,20,66,18,0,0,0,0,1,21,0,True,LeicesterCity_Tottenham_20240819
Jannik Vestergaard,23.0,dk DEN,CB,32-016,90,29,9,21,8,0,0,29,0,0,,0,,11,31,17,0,0,0,0,0,12,0,True,LeicesterCity_Tottenham_20240819
James Justin,2.0,eng ENG,RB,26-178,90,46,5,21,16,9,1,46,0,0,,0,,18,83,49,1,0,0,0,1,19,0,True,LeicesterCity_Tottenham_20240819
Mads Hermansen,30.0,dk DEN,GK,24-039,90,32,30,32,0,0,0,32,0,0,,0,,21,138,52,0,0,0,0,0,12,0,True,LeicesterCity_Tottenham_20240819
Dominic Solanke,19.0,eng ENG,FW,26-340,90,29,0,1,11,17,8,29,3,3,100.0,0,0.0,19,101,57,3,1,2,3,1,24,5,False,LeicesterCity_Tottenham_20240819
Son Heung-min,7.0,kr KOR,"LW,LM",32-042,89,58,0,3,13,43,10,58,6,4,66.7,2,33.3,42,212,125,5,0,2,1,1,50,22,False,LeicesterCity_Tottenham_20240819
Richarlison,9.0,br BRA,LM,27-101,1,7,1,1,5,1,1,7,0,0,,0,,1,0,0,0,0,0,0,0,5,0,False,LeicesterCity_Tottenham_20240819
Brennan Johnson,22.0,wls WAL,RW,23-088,77,43,0,4,12,27,7,43,1,0,0.0,1,100.0,19,72,37,3,0,3,4,0,30,10,False,LeicesterCity_Tottenham_20240819
Timo Werner,16.0,de GER,RM,28-166,13,22,0,0,8,14,2,22,1,0,0.0,1,100.0,11,76,36,1,2,1,0,0,18,6,False,LeicesterCity_Tottenham_20240819
James Maddison,10.0,eng ENG,LM,27-270,78,78,0,6,27,45,7,78,2,2,100.0,0,0.0,46,281,124,3,2,1,2,1,57,6,False,LeicesterCity_Tottenham_20240819
Dejan Kulusevski,21.0,se SWE,CM,24-116,12,19,1,2,4,14,9,19,2,0,0.0,1,50.0,7,33,14,0,1,1,0,3,10,4,False,LeicesterCity_Tottenham_20240819
Rodrigo Bentancur,30.0,uy URU,CM,27-055,77,60,2,11,37,12,3,60,1,0,0.0,1,100.0,27,132,66,2,0,1,0,2,42,2,False,LeicesterCity_Tottenham_20240819
Archie Gray,14.0,eng ENG,DM,18-160,13,23,1,5,13,5,0,23,0,0,,0,,13,50,23,0,0,0,0,1,18,1,False,LeicesterCity_Tottenham_20240819
Pape Matar Sarr,29.0,sn SEN,RM,21-340,77,56,0,4,34,19,2,56,0,0,,0,,30,138,66,1,2,0,2,0,43,5,False,LeicesterCity_Tottenham_20240819
