Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Jacob Greaves,24.0,eng ENG,CB,24-255,90,33,40,82.5,511,147,0,0.0,0.0,0,3,0,0,6,True,IpswichTown_WestHam_20250525
Dara O'Shea,26.0,ie IRL,CB,26-082,90,33,40,82.5,642,287,0,0.0,0.0,0,4,1,0,4,True,IpswichTown_WestHam_20250525
Axel Tuanzebe,40.0,cd COD,RB,27-192,90,56,65,86.2,827,351,0,0.0,0.1,1,8,2,1,6,True,IpswichTown_WestHam_20250525
Christian Walton,28.0,eng ENG,GK,29-197,90,25,29,86.2,614,433,0,0.0,0.0,0,2,0,0,0,True,IpswichTown_WestHam_20250525
Niclas Füllkrug,11.0,de GER,FW,32-105,71,20,26,76.9,356,45,0,0.0,0.0,1,1,0,0,1,False,IpswichTown_WestHam_20250525
Mohammed Kudus,14.0,gh GHA,FW,24-296,19,9,9,100.0,167,13,0,0.0,0.0,0,0,0,0,1,False,IpswichTown_WestHam_20250525
Jarrod Bowen,20.0,eng ENG,FW,28-156,90,45,52,86.5,543,102,1,0.5,0.2,2,2,2,0,3,False,IpswichTown_WestHam_20250525
Oliver Scarles,57.0,eng ENG,LW,19-164,71,33,39,84.6,508,89,0,0.1,0.0,1,1,0,0,1,False,IpswichTown_WestHam_20250525
Vladimír Coufal,5.0,cz CZE,"WB,RW,CB",32-276,19,16,17,94.1,195,74,0,0.0,0.0,0,0,0,0,1,False,IpswichTown_WestHam_20250525
Aaron Wan-Bissaka,29.0,cd COD,"RW,WB,LW",27-180,90,76,85,89.4,946,237,1,0.0,0.0,1,3,1,0,3,False,IpswichTown_WestHam_20250525
Tomáš Souček,28.0,cz CZE,CM,30-087,90,25,30,83.3,368,59,0,0.0,0.0,0,1,0,0,3,False,IpswichTown_WestHam_20250525
James Ward-Prowse,8.0,eng ENG,CM,30-205,79,46,49,93.9,721,206,0,0.2,0.2,2,7,1,1,5,False,IpswichTown_WestHam_20250525
Guido Rodríguez,24.0,ar ARG,CM,31-043,11,10,11,90.9,149,35,1,0.1,0.0,1,0,0,0,1,False,IpswichTown_WestHam_20250525
Edson Álvarez,19.0,mx MEX,DM,27-213,79,51,62,82.3,835,294,0,0.0,0.0,0,9,1,0,9,False,IpswichTown_WestHam_20250525
Lucas Paquetá,10.0,br BRA,AM,27-271,11,11,15,73.3,118,29,0,0.0,0.0,0,0,0,0,0,False,IpswichTown_WestHam_20250525
Max Kilman,26.0,eng ENG,CB,28-002,90,58,68,85.3,969,196,0,0.0,0.0,0,2,0,0,1,False,IpswichTown_WestHam_20250525
Konstantinos Mavropanos,15.0,gr GRE,CB,27-165,90,70,75,93.3,1417,406,0,0.0,0.0,0,3,0,0,0,False,IpswichTown_WestHam_20250525
Jean-Clair Todibo,25.0,fr FRA,CB,25-146,89,64,73,87.7,1021,418,0,0.0,0.0,0,1,0,0,1,False,IpswichTown_WestHam_20250525
Aaron Cresswell,3.0,eng ENG,"WB,CB",35-161,1,2,2,100.0,22,11,0,0.0,0.0,0,0,0,0,0,False,IpswichTown_WestHam_20250525
Łukasz Fabiański,1.0,pl POL,GK,40-037,90,28,41,68.3,830,679,0,0.0,0.0,0,1,0,0,0,False,IpswichTown_WestHam_20250525
Gonçalo Guedes,29.0,pt POR,FW,28-177,64,25,31,80.6,370,113,0,0.2,0.2,3,3,0,0,5,True,Wolves_Brentford_20250525
Jørgen Strand Larsen,9.0,no NOR,FW,25-108,26,3,5,60.0,17,9,1,0.1,0.0,1,0,0,0,0,True,Wolves_Brentford_20250525
Matheus Cunha,10.0,br BRA,AM,25-363,90,35,52,67.3,467,105,0,0.1,0.1,1,1,2,0,4,True,Wolves_Brentford_20250525
Marshall Munetsi,5.0,zw ZIM,AM,28-337,86,15,20,75.0,207,50,0,0.2,0.1,1,1,1,1,1,True,Wolves_Brentford_20250525
Santiago Bueno,4.0,uy URU,"AM,CB",26-197,4,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,True,Wolves_Brentford_20250525
João Gomes,8.0,br BRA,CM,24-102,90,49,64,76.6,663,194,0,0.0,0.1,1,8,0,0,8,True,Wolves_Brentford_20250525
André,7.0,br BRA,CM,23-313,90,44,45,97.8,672,233,0,0.1,0.1,2,5,1,0,7,True,Wolves_Brentford_20250525
Rayan Aït-Nouri,3.0,dz ALG,WB,23-353,64,41,44,93.2,544,168,0,0.1,0.2,3,3,1,1,1,True,Wolves_Brentford_20250525
Rodrigo Gomes,19.0,pt POR,WB,21-322,26,5,8,62.5,56,35,0,0.0,0.0,0,0,1,0,1,True,Wolves_Brentford_20250525
Nélson Semedo,22.0,pt POR,WB,31-190,90,41,49,83.7,584,255,0,0.0,0.1,2,4,1,1,3,True,Wolves_Brentford_20250525
Toti Gomes,24.0,pt POR,CB,26-129,90,26,33,78.8,423,141,0,0.0,0.0,0,2,0,0,4,True,Wolves_Brentford_20250525
Emmanuel Agbadou,12.0,ci CIV,CB,27-342,90,29,39,74.4,708,394,0,0.0,0.0,0,2,0,0,1,True,Wolves_Brentford_20250525
Matt Doherty,2.0,ie IRL,CB,33-129,86,36,41,87.8,619,243,0,0.0,0.0,1,3,0,0,2,True,Wolves_Brentford_20250525
Jean-Ricner Bellegarde,27.0,ht HAI,"AM,CB",26-332,4,2,2,100.0,20,0,0,0.0,0.0,0,0,0,0,0,True,Wolves_Brentford_20250525
José Sá,1.0,pt POR,GK,32-128,89,23,37,62.2,562,346,0,0.0,0.0,1,3,0,0,0,True,Wolves_Brentford_20250525
Tom King,40.0,wls WAL,GK,30-077,1,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,True,Wolves_Brentford_20250525
Yoane Wissa,11.0,cd COD,FW,28-264,90,13,14,92.9,177,57,0,0.6,0.1,2,1,2,0,3,False,Wolves_Brentford_20250525
Kevin Schade,7.0,de GER,LW,23-179,79,14,19,73.7,183,51,0,0.0,0.0,1,1,1,0,2,False,Wolves_Brentford_20250525
Thiago,9.0,br BRA,LW,23-333,11,3,5,60.0,50,0,0,0.0,0.0,0,0,0,0,0,False,Wolves_Brentford_20250525
Bryan Mbeumo,19.0,cm CMR,RW,25-291,90,20,34,58.8,337,83,0,0.1,0.1,2,0,2,2,3,False,Wolves_Brentford_20250525
Mikkel Damsgaard,24.0,dk DEN,AM,24-326,79,33,45,73.3,608,257,0,0.1,0.1,1,1,2,0,6,False,Wolves_Brentford_20250525
Mathias Jensen,8.0,dk DEN,AM,29-144,11,7,11,63.6,176,70,0,0.0,0.1,0,1,0,0,1,False,Wolves_Brentford_20250525
Yehor Yarmoliuk,18.0,ua UKR,DM,21-085,90,53,56,94.6,1055,196,0,0.0,0.0,0,7,0,0,5,False,Wolves_Brentford_20250525
Christian Nørgaard,6.0,dk DEN,DM,31-076,90,47,50,94.0,809,218,1,0.3,0.1,1,3,2,0,8,False,Wolves_Brentford_20250525
Keane Lewis-Potter,23.0,eng ENG,LB,24-092,90,40,52,76.9,722,284,0,0.1,0.1,1,6,1,1,5,False,Wolves_Brentford_20250525
Sepp van den Berg,4.0,nl NED,CB,23-156,90,50,57,87.7,942,391,0,0.0,0.0,0,2,0,0,1,False,Wolves_Brentford_20250525
Nathan Collins,22.0,ie IRL,CB,24-025,90,43,49,87.8,896,345,0,0.0,0.0,0,0,0,0,1,False,Wolves_Brentford_20250525
Michael Kayode,33.0,it ITA,RB,20-319,85,39,45,86.7,670,132,0,0.0,0.0,1,3,0,0,2,False,Wolves_Brentford_20250525
Kristoffer Ajer,20.0,no NOR,RB,27-038,5,6,6,100.0,118,54,0,0.0,0.0,0,1,0,0,1,False,Wolves_Brentford_20250525
Mark Flekken,1.0,nl NED,GK,31-346,90,34,47,72.3,958,653,0,0.0,0.0,0,0,0,0,0,False,Wolves_Brentford_20250525
Ross Stewart,11.0,sct SCO,FW,28-318,69,13,17,76.5,95,8,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Paul Onuachu,32.0,ng NGA,FW,30-362,21,4,6,66.7,73,0,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Kamaldeen Sulemana,20.0,gh GHA,LM,23-099,78,14,17,82.4,217,38,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Cameron Archer,19.0,eng ENG,LM,23-308,12,4,6,66.7,26,11,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Lesley Ugochukwu,26.0,fr FRA,CM,21-060,85,23,26,88.5,390,110,0,0.0,0.0,0,2,0,0,0,True,Southampton_Arsenal_20250525
Joachim Kayi Sanda,39.0,fr FRA,CB,18-177,5,6,6,100.0,121,20,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Mateus Fernandes,18.0,pt POR,"CM,RM",20-319,90,34,41,82.9,646,224,1,0.4,0.4,3,2,3,1,5,True,Southampton_Arsenal_20250525
Jay Robinson,46.0,eng ENG,RM,18-071,78,7,15,46.7,94,48,0,0.0,0.0,0,1,0,0,0,True,Southampton_Arsenal_20250525
William Smallbone,8.0,ie IRL,CM,25-093,12,2,6,33.3,32,0,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Welington,34.0,br BRA,LB,24-095,90,20,28,71.4,329,152,0,0.0,0.0,0,1,0,0,1,True,Southampton_Arsenal_20250525
Charlie Taylor,21.0,eng ENG,CB,31-249,90,42,46,91.3,911,219,0,0.0,0.0,0,1,1,0,1,True,Southampton_Arsenal_20250525
Nathan Wood-Gordon,15.0,eng ENG,CB,22-359,90,35,38,92.1,611,167,0,0.0,0.0,0,0,0,0,0,True,Southampton_Arsenal_20250525
Flynn Downes,4.0,eng ENG,"CB,CM",26-125,90,47,50,94.0,730,143,0,0.0,0.0,0,5,0,0,2,True,Southampton_Arsenal_20250525
Yukinari Sugawara,16.0,jp JPN,RB,24-331,90,24,29,82.8,410,131,0,0.0,0.0,0,4,0,0,4,True,Southampton_Arsenal_20250525
Aaron Ramsdale,30.0,eng ENG,GK,27-011,90,14,32,43.8,534,454,0,0.0,0.0,0,3,0,0,0,True,Southampton_Arsenal_20250525
Mikel Merino,23.0,es ESP,"FW,LM",28-337,90,9,12,75.0,104,54,0,0.0,0.0,1,3,0,0,2,False,Southampton_Arsenal_20250525
Gabriel Martinelli,11.0,br BRA,"LW,RW",23-341,69,24,32,75.0,328,72,0,0.3,0.2,3,0,3,2,3,False,Southampton_Arsenal_20250525
Kai Havertz,29.0,de GER,FW,25-348,21,5,7,71.4,53,8,0,0.0,0.0,1,0,1,0,1,False,Southampton_Arsenal_20250525
Raheem Sterling,30.0,eng ENG,"RW,LW",30-168,62,17,18,94.4,237,51,0,0.0,0.0,0,0,0,0,1,False,Southampton_Arsenal_20250525
Bukayo Saka,7.0,eng ENG,RW,23-262,28,16,21,76.2,188,52,0,0.4,0.4,2,0,2,0,3,False,Southampton_Arsenal_20250525
Ethan Nwaneri,53.0,eng ENG,"AM,RM",18-065,74,35,42,83.3,476,69,0,0.2,0.1,4,1,3,0,3,False,Southampton_Arsenal_20250525
Martin Ødegaard,8.0,no NOR,RM,26-159,16,13,18,72.2,254,45,0,0.0,0.0,0,2,1,0,3,False,Southampton_Arsenal_20250525
Declan Rice,41.0,eng ENG,"DM,CM",26-131,90,50,59,84.7,790,187,0,0.1,0.1,3,9,0,0,9,False,Southampton_Arsenal_20250525
Thomas Partey,5.0,gh GHA,"DM,CB",31-346,90,63,66,95.5,917,224,0,0.0,0.1,1,12,0,0,9,False,Southampton_Arsenal_20250525
Oleksandr Zinchenko,17.0,ua UKR,LB,28-161,69,67,71,94.4,1079,243,0,0.0,0.2,1,4,4,2,11,False,Southampton_Arsenal_20250525
Myles Lewis-Skelly,49.0,eng ENG,LB,18-241,21,14,15,93.3,193,37,0,0.0,0.0,0,2,0,0,2,False,Southampton_Arsenal_20250525
Kieran Tierney,3.0,sct SCO,CB,27-354,62,48,53,90.6,804,238,0,0.5,0.2,1,6,0,0,3,False,Southampton_Arsenal_20250525
Leandro Trossard,19.0,be BEL,"LW,FW",30-172,28,12,15,80.0,181,8,1,0.1,0.0,1,0,0,0,0,False,Southampton_Arsenal_20250525
Jakub Kiwior,15.0,pl POL,CB,25-099,90,59,62,95.2,961,271,0,0.0,0.0,0,9,0,0,4,False,Southampton_Arsenal_20250525
Ben White,4.0,eng ENG,RB,27-229,90,63,73,86.3,875,209,1,0.5,0.7,2,7,1,1,8,False,Southampton_Arsenal_20250525
David Raya,22.0,es ESP,GK,29-252,90,14,17,82.4,317,249,0,0.0,0.0,0,0,0,0,0,False,Southampton_Arsenal_20250525
Luis Díaz,7.0,co COL,"FW,CM",28-132,68,16,18,88.9,291,33,0,0.0,0.0,1,0,1,0,2,True,Liverpool_CrystalPalace_20250525
Wataru Endo,3.0,jp JPN,CB,32-105,22,26,26,100.0,414,149,0,0.0,0.0,0,2,0,0,4,True,Liverpool_CrystalPalace_20250525
Cody Gakpo,18.0,nl NED,"LW,LM",26-018,90,22,30,73.3,267,14,1,0.4,0.2,3,1,0,0,0,True,Liverpool_CrystalPalace_20250525
Mohamed Salah,11.0,eg EGY,"RW,RM",32-344,90,27,47,57.4,391,130,0,0.5,0.4,2,3,2,1,4,True,Liverpool_CrystalPalace_20250525
Dominik Szoboszlai,8.0,hu HUN,AM,24-212,60,32,41,78.0,564,107,0,0.1,0.1,2,2,1,0,7,True,Liverpool_CrystalPalace_20250525
Darwin Núñez,9.0,uy URU,FW,25-335,30,5,5,100.0,78,24,0,0.0,0.0,1,0,1,1,0,True,Liverpool_CrystalPalace_20250525
Curtis Jones,17.0,eng ENG,"DM,CM,LB",24-115,90,61,65,93.8,1084,274,0,0.0,0.1,1,8,1,1,13,True,Liverpool_CrystalPalace_20250525
Ryan Gravenberch,38.0,nl NED,"DM,CB",23-009,67,37,39,94.9,637,138,0,0.2,0.2,1,7,2,1,7,True,Liverpool_CrystalPalace_20250525
Andrew Robertson,26.0,sct SCO,LB,31-075,84,64,78,82.1,1140,273,0,0.0,0.0,0,4,2,0,9,True,Liverpool_CrystalPalace_20250525
Harvey Elliott,19.0,eng ENG,CM,22-051,6,6,9,66.7,85,22,0,0.0,0.0,0,0,0,0,0,True,Liverpool_CrystalPalace_20250525
Virgil van Dijk,4.0,nl NED,CB,33-321,90,101,110,91.8,1916,651,0,0.0,0.0,0,19,0,0,16,True,Liverpool_CrystalPalace_20250525
Ibrahima Konaté,5.0,fr FRA,CB,26-000,60,57,67,85.1,1111,288,0,0.0,0.0,0,14,0,0,6,True,Liverpool_CrystalPalace_20250525
Diogo Jota,20.0,pt POR,CM,28-172,30,9,14,64.3,164,79,0,0.0,0.0,0,0,0,0,1,True,Liverpool_CrystalPalace_20250525
Conor Bradley,84.0,nir NIR,RB,21-320,45,42,49,85.7,745,99,0,0.0,0.0,0,4,0,0,5,True,Liverpool_CrystalPalace_20250525
Trent Alexander-Arnold,66.0,eng ENG,RB,26-230,45,37,56,66.1,934,318,0,0.6,0.3,2,6,1,0,4,True,Liverpool_CrystalPalace_20250525
Alisson,1.0,br BRA,GK,32-235,90,38,41,92.7,891,622,0,0.0,0.0,0,0,0,0,0,True,Liverpool_CrystalPalace_20250525
Jean-Philippe Mateta,14.0,fr FRA,FW,27-331,61,5,7,71.4,44,17,0,0.0,0.0,0,1,0,0,1,False,Liverpool_CrystalPalace_20250525
Eddie Nketiah,9.0,eng ENG,FW,25-360,29,1,3,33.3,31,0,0,0.0,0.0,0,0,0,0,0,False,Liverpool_CrystalPalace_20250525
Eberechi Eze,10.0,eng ENG,AM,26-330,61,16,24,66.7,165,9,0,0.6,0.6,1,0,1,0,1,False,Liverpool_CrystalPalace_20250525
Justin Devenny,55.0,nir NIR,"CM,AM",21-226,29,9,12,75.0,202,77,0,0.0,0.0,0,3,0,0,2,False,Liverpool_CrystalPalace_20250525
Ismaila Sarr,7.0,sn SEN,AM,27-089,90,12,19,63.2,161,32,0,0.2,0.1,1,0,1,0,2,False,Liverpool_CrystalPalace_20250525
Daichi Kamada,18.0,jp JPN,CM,28-293,90,35,44,79.5,566,185,0,0.0,0.0,0,3,0,0,4,False,Liverpool_CrystalPalace_20250525
Will Hughes,19.0,eng ENG,CM,30-038,78,20,26,76.9,339,161,0,0.0,0.0,1,3,0,0,1,False,Liverpool_CrystalPalace_20250525
Romain Esse,21.0,eng ENG,AM,20-012,11,5,6,83.3,62,3,0,0.0,0.0,0,0,0,0,0,False,Liverpool_CrystalPalace_20250525
Matheus França,11.0,br BRA,AM,21-054,1,1,1,100.0,14,10,0,0.0,0.0,0,0,0,0,1,False,Liverpool_CrystalPalace_20250525
Tyrick Mitchell,3.0,eng ENG,WB,25-266,90,28,39,71.8,422,254,1,0.5,0.0,1,4,0,0,4,False,Liverpool_CrystalPalace_20250525
Daniel Muñoz,12.0,co COL,WB,28-364,90,22,29,75.9,275,159,0,0.0,0.0,0,1,0,0,1,False,Liverpool_CrystalPalace_20250525
Jefferson Lerma,8.0,co COL,CB,30-212,90,21,28,75.0,391,158,0,0.0,0.0,0,0,0,0,1,False,Liverpool_CrystalPalace_20250525
Maxence Lacroix,5.0,fr FRA,CB,25-049,90,17,24,70.8,358,171,0,0.2,0.0,1,0,1,1,0,False,Liverpool_CrystalPalace_20250525
Chris Richards,26.0,us USA,CB,25-058,90,13,17,76.5,212,74,0,0.0,0.0,0,0,0,0,1,False,Liverpool_CrystalPalace_20250525
Dean Henderson,1.0,eng ENG,GK,28-074,90,19,40,47.5,439,296,0,0.1,0.0,1,0,0,0,0,False,Liverpool_CrystalPalace_20250525
Chris Wood,11.0,nz NZL,FW,33-169,90,9,11,81.8,149,28,0,0.0,0.0,0,0,0,0,1,True,Nott'hamForest_Chelsea_20250525
Anthony Elanga,21.0,se SWE,"FW,RW,LW",23-028,90,24,38,63.2,405,135,0,0.1,0.2,1,2,0,0,5,True,Nott'hamForest_Chelsea_20250525
Morgan Gibbs-White,10.0,eng ENG,AM,25-118,90,27,39,69.2,392,135,0,0.0,0.0,0,3,0,0,2,True,Nott'hamForest_Chelsea_20250525
Elliot Anderson,8.0,eng ENG,"LM,DM",22-200,90,47,54,87.0,865,265,0,0.0,0.0,1,6,0,0,7,True,Nott'hamForest_Chelsea_20250525
Ibrahim Sangaré,6.0,ci CIV,CM,27-174,56,28,33,84.8,471,185,0,0.0,0.0,0,3,0,0,3,True,Nott'hamForest_Chelsea_20250525
Callum Hudson-Odoi,14.0,eng ENG,"LW,LB",24-199,34,14,18,77.8,284,84,0,0.0,0.0,0,2,2,0,5,True,Nott'hamForest_Chelsea_20250525
Nicolás Domínguez,16.0,ar ARG,"RM,DM",26-331,67,27,31,87.1,486,109,0,0.0,0.0,0,1,1,0,5,True,Nott'hamForest_Chelsea_20250525
Ryan Yates,22.0,eng ENG,DM,27-185,23,17,20,85.0,298,110,0,0.0,0.0,0,1,0,0,4,True,Nott'hamForest_Chelsea_20250525
Neco Williams,7.0,wls WAL,"LB,RB",24-042,90,27,39,69.2,450,91,0,0.0,0.0,0,0,1,1,0,True,Nott'hamForest_Chelsea_20250525
Murillo,5.0,br BRA,CB,22-325,90,55,67,82.1,1217,534,0,0.1,0.0,1,12,0,0,9,True,Nott'hamForest_Chelsea_20250525
Nikola Milenković,31.0,rs SRB,CB,27-225,90,46,49,93.9,980,374,0,0.1,0.0,1,2,0,0,1,True,Nott'hamForest_Chelsea_20250525
Ola Aina,34.0,ng NGA,RB,28-229,82,34,47,72.3,547,192,0,0.3,0.3,1,5,2,2,3,True,Nott'hamForest_Chelsea_20250525
Jota Silva,20.0,pt POR,RW,25-297,8,3,5,60.0,57,4,0,0.0,0.0,0,0,0,0,0,True,Nott'hamForest_Chelsea_20250525
Matz Sels,26.0,be BEL,GK,33-088,90,26,36,72.2,591,363,0,0.4,0.2,1,1,1,0,1,True,Nott'hamForest_Chelsea_20250525
Pedro Neto,7.0,pt POR,"FW,RM",25-077,77,12,18,66.7,142,16,1,0.6,0.0,1,0,0,0,0,False,Nott'hamForest_Chelsea_20250525
Malo Gusto,27.0,fr FRA,"RB,RM",22-006,13,3,5,60.0,40,0,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20250525
Jadon Sancho,19.0,eng ENG,LW,25-061,61,20,24,83.3,222,40,0,0.0,0.0,1,2,0,0,2,False,Nott'hamForest_Chelsea_20250525
Roméo Lavia,45.0,be BEL,CM,21-139,29,7,8,87.5,111,26,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20250525
Noni Madueke,11.0,eng ENG,"RW,LM",23-076,85,28,37,75.7,352,76,0,0.0,0.1,0,2,1,0,1,False,Nott'hamForest_Chelsea_20250525
Kiernan Dewsbury-Hall,22.0,eng ENG,LM,26-261,5,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20250525
Cole Palmer,20.0,eng ENG,"AM,FW",23-019,90,27,38,71.1,409,51,0,0.4,0.3,2,2,0,0,2,False,Nott'hamForest_Chelsea_20250525
Moisés Caicedo,25.0,ec ECU,"DM,CM",23-204,90,28,33,84.8,365,97,0,0.0,0.0,0,2,1,0,1,False,Nott'hamForest_Chelsea_20250525
Enzo Fernández,8.0,ar ARG,"DM,CM,RM",24-128,90,19,28,67.9,297,74,0,0.1,0.0,1,1,0,0,1,False,Nott'hamForest_Chelsea_20250525
Marc Cucurella,3.0,es ESP,LB,26-307,90,37,41,90.2,501,204,0,0.0,0.0,0,3,0,0,4,False,Nott'hamForest_Chelsea_20250525
Levi Colwill,6.0,eng ENG,CB,22-088,90,50,56,89.3,809,326,0,0.0,0.0,0,3,0,0,2,False,Nott'hamForest_Chelsea_20250525
Tosin Adarabioyo,4.0,eng ENG,CB,27-243,90,51,59,86.4,1034,488,0,0.0,0.0,0,7,0,0,3,False,Nott'hamForest_Chelsea_20250525
Reece James,24.0,eng ENG,"RB,CB",25-168,90,51,61,83.6,785,314,0,0.0,0.0,0,2,0,0,6,False,Nott'hamForest_Chelsea_20250525
Robert Sánchez,1.0,es ESP,GK,27-188,90,14,35,40.0,316,192,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20250525
Raúl Jiménez,7.0,mx MEX,FW,34-020,90,11,13,84.6,131,18,0,0.0,0.0,0,1,0,0,1,True,Fulham_ManchesterCity_20250525
Adama Traoré,11.0,es ESP,LW,29-120,73,12,19,63.2,181,42,0,0.0,0.1,0,1,2,1,1,True,Fulham_ManchesterCity_20250525
Ryan Sessegnon,30.0,eng ENG,LW,25-007,17,9,11,81.8,155,61,0,0.1,0.3,2,1,3,1,2,True,Fulham_ManchesterCity_20250525
Harry Wilson,8.0,wls WAL,RW,28-064,60,9,15,60.0,164,47,0,0.0,0.0,0,1,1,0,1,True,Fulham_ManchesterCity_20250525
Alex Iwobi,17.0,ng NGA,RW,29-022,30,23,26,88.5,357,107,0,0.0,0.0,0,3,2,0,5,True,Fulham_ManchesterCity_20250525
Andreas Pereira,18.0,br BRA,AM,29-144,60,8,10,80.0,159,87,0,0.1,0.3,1,2,0,0,1,True,Fulham_ManchesterCity_20250525
Emile Smith Rowe,32.0,eng ENG,AM,24-301,30,22,23,95.7,280,58,0,0.1,0.1,2,2,0,0,4,True,Fulham_ManchesterCity_20250525
Saša Lukić,20.0,rs SRB,DM,28-285,85,42,46,91.3,897,281,0,0.0,0.0,0,3,1,1,4,True,Fulham_ManchesterCity_20250525
Sander Berge,16.0,no NOR,DM,27-100,5,7,9,77.8,145,89,0,0.0,0.0,0,1,1,0,4,True,Fulham_ManchesterCity_20250525
Tom Cairney,10.0,sct SCO,DM,34-125,73,42,48,87.5,786,107,0,0.1,0.0,1,3,0,0,2,True,Fulham_ManchesterCity_20250525
Joshua King,24.0,eng ENG,DM,18-142,17,4,6,66.7,92,21,0,0.0,0.0,0,1,0,0,2,True,Fulham_ManchesterCity_20250525
Antonee Robinson,33.0,us USA,LB,27-290,90,33,46,71.7,651,232,0,0.0,0.0,0,1,0,0,4,True,Fulham_ManchesterCity_20250525
Jorge Cuenca,15.0,es ESP,CB,25-189,90,42,50,84.0,704,221,0,0.0,0.0,0,0,0,0,1,True,Fulham_ManchesterCity_20250525
Joachim Andersen,5.0,dk DEN,CB,28-359,90,68,76,89.5,1424,500,0,0.1,0.0,1,4,0,0,1,True,Fulham_ManchesterCity_20250525
Kenny Tete,2.0,nl NED,RB,29-228,90,33,42,78.6,487,131,0,0.0,0.0,0,1,1,0,1,True,Fulham_ManchesterCity_20250525
Bernd Leno,1.0,de GER,GK,33-082,90,34,37,91.9,774,449,0,0.0,0.0,0,0,0,0,0,True,Fulham_ManchesterCity_20250525
Erling Haaland,9.0,no NOR,FW,24-308,84,7,9,77.8,73,9,0,0.1,0.0,1,0,1,0,1,False,Fulham_ManchesterCity_20250525
Claudio Echeverri,30.0,ar ARG,FW,19-143,6,3,3,100.0,26,18,0,0.0,0.0,0,0,0,0,1,False,Fulham_ManchesterCity_20250525
Jeremy Doku,11.0,be BEL,LW,22-363,73,19,26,73.1,280,60,0,0.1,0.2,1,0,2,0,2,False,Fulham_ManchesterCity_20250525
Sávio,26.0,br BRA,LW,21-045,17,4,5,80.0,44,14,0,0.0,0.0,0,0,0,0,1,False,Fulham_ManchesterCity_20250525
Omar Marmoush,7.0,eg EGY,RW,26-107,81,21,27,77.8,244,42,0,0.3,0.0,1,0,2,0,3,False,Fulham_ManchesterCity_20250525
Phil Foden,47.0,eng ENG,RW,24-362,9,5,7,71.4,81,16,0,0.0,0.0,0,0,0,0,0,False,Fulham_ManchesterCity_20250525
İlkay Gündoğan,19.0,de GER,AM,34-213,84,30,35,85.7,578,197,0,0.4,0.4,6,2,2,0,6,False,Fulham_ManchesterCity_20250525
Kevin De Bruyne,17.0,be BEL,AM,33-331,6,7,11,63.6,129,58,0,0.0,0.0,0,0,0,0,1,False,Fulham_ManchesterCity_20250525
Nicolás González,14.0,es ESP,DM,23-142,90,40,49,81.6,715,155,0,0.0,0.0,0,3,0,0,2,False,Fulham_ManchesterCity_20250525
Bernardo Silva,20.0,pt POR,DM,30-288,90,61,81,75.3,1065,324,0,0.6,0.3,3,6,2,0,8,False,Fulham_ManchesterCity_20250525
Joško Gvardiol,24.0,hr CRO,LB,23-122,90,41,53,77.4,705,236,0,0.1,0.0,1,5,0,0,8,False,Fulham_ManchesterCity_20250525
Manuel Akanji,25.0,ch SUI,CB,29-310,90,50,55,90.9,868,289,0,0.0,0.0,0,3,0,0,3,False,Fulham_ManchesterCity_20250525
Rúben Dias,3.0,pt POR,CB,28-011,90,65,70,92.9,1249,453,0,0.0,0.0,0,8,2,0,13,False,Fulham_ManchesterCity_20250525
Matheus Nunes,27.0,pt POR,RB,26-271,90,60,69,87.0,810,230,0,0.0,0.1,1,5,0,0,5,False,Fulham_ManchesterCity_20250525
Ederson,31.0,br BRA,GK,31-281,90,35,39,89.7,845,593,0,0.0,0.0,0,0,0,0,0,False,Fulham_ManchesterCity_20250525
Alexander Isak,14.0,se SWE,"FW,LW",25-246,90,26,29,89.7,352,70,0,0.0,0.0,0,2,2,0,4,True,NewcastleUtd_Everton_20250525
Anthony Gordon,10.0,eng ENG,LW,24-090,45,13,20,65.0,230,79,0,0.0,0.0,0,2,2,0,3,True,NewcastleUtd_Everton_20250525
Joe Willock,28.0,eng ENG,LM,25-278,45,14,14,100.0,193,23,0,0.0,0.0,0,2,0,0,1,True,NewcastleUtd_Everton_20250525
Harvey Barnes,11.0,eng ENG,"RW,LW",27-167,87,17,25,68.0,219,25,0,0.0,0.0,1,0,0,0,1,True,NewcastleUtd_Everton_20250525
