Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Abdoulaye Doucouré,16.0,ml MLI,"DM,AM",31-278,90,23,31,74.2,341,73,0,0.1,0.0,3,4,0,0,5,True,Everton_NewcastleUtd_20241005
Ashley Young,18.0,eng ENG,LB,39-088,90,26,36,72.2,473,192,0,0.1,0.0,1,2,0,0,3,True,Everton_NewcastleUtd_20241005
Michael Keane,5.0,eng ENG,CB,31-268,90,29,32,90.6,708,195,0,0.0,0.0,0,3,0,0,1,True,Everton_NewcastleUtd_20241005
James Tarkowski,6.0,eng ENG,CB,31-321,90,31,40,77.5,735,317,0,0.0,0.0,0,3,0,0,3,True,Everton_NewcastleUtd_20241005
James Garner,37.0,eng ENG,RB,23-206,90,22,34,64.7,321,207,0,0.0,0.0,0,2,0,0,0,True,Everton_NewcastleUtd_20241005
Jordan Pickford,1.0,eng ENG,GK,30-212,90,21,40,52.5,616,472,0,0.0,0.0,0,1,0,0,0,True,Everton_NewcastleUtd_20241005
Anthony Gordon,10.0,eng ENG,FW,23-224,90,24,30,80.0,319,49,0,0.2,0.1,1,0,1,0,2,False,Everton_NewcastleUtd_20241005
Harvey Barnes,11.0,eng ENG,LW,26-301,61,18,23,78.3,243,93,0,0.0,0.0,0,0,2,0,4,False,Everton_NewcastleUtd_20241005
Miguel Almirón,24.0,py PAR,RW,30-238,29,12,14,85.7,149,59,0,0.2,0.1,1,0,0,0,2,False,Everton_NewcastleUtd_20241005
Jacob Murphy,23.0,eng ENG,"RW,LW",29-224,68,24,30,80.0,384,82,0,0.0,0.1,0,1,1,1,3,False,Everton_NewcastleUtd_20241005
Joe Willock,28.0,eng ENG,LW,25-046,22,11,13,84.6,177,44,0,0.0,0.0,0,1,0,0,1,False,Everton_NewcastleUtd_20241005
Joelinton,7.0,br BRA,LM,28-052,90,48,53,90.6,701,151,0,0.5,0.2,3,6,0,0,8,False,Everton_NewcastleUtd_20241005
Bruno Guimarães,39.0,br BRA,CM,26-324,90,71,80,88.8,1214,355,0,0.0,0.0,0,8,0,0,6,False,Everton_NewcastleUtd_20241005
Sandro Tonali,8.0,it ITA,RM,24-150,70,33,47,70.2,493,71,0,0.0,0.0,0,1,0,0,1,False,Everton_NewcastleUtd_20241005
Sean Longstaff,36.0,eng ENG,RM,26-341,20,19,20,95.0,253,94,0,0.0,0.0,0,3,0,0,4,False,Everton_NewcastleUtd_20241005
Lewis Hall,20.0,eng ENG,LB,20-027,90,76,96,79.2,1368,621,0,0.1,0.1,1,5,3,1,5,False,Everton_NewcastleUtd_20241005
Dan Burn,33.0,eng ENG,CB,32-149,90,76,83,91.6,1344,473,0,0.0,0.0,0,0,0,0,2,False,Everton_NewcastleUtd_20241005
Fabian Schär,5.0,ch SUI,CB,32-290,90,66,74,89.2,1278,512,0,0.0,0.0,0,7,0,0,8,False,Everton_NewcastleUtd_20241005
Kieran Trippier,2.0,eng ENG,RB,34-016,70,71,86,82.6,1207,284,0,0.2,0.1,2,1,1,0,6,False,Everton_NewcastleUtd_20241005
Valentino Livramento,21.0,eng ENG,RB,21-328,20,17,22,77.3,263,93,0,0.0,0.0,1,1,0,0,2,False,Everton_NewcastleUtd_20241005
Nick Pope,22.0,eng ENG,GK,32-169,90,28,32,87.5,529,259,0,0.0,0.0,0,0,0,0,0,False,Everton_NewcastleUtd_20241005
Ollie Watkins,11.0,eng ENG,FW,28-281,90,11,14,78.6,132,13,0,0.1,0.1,1,1,0,0,0,True,AstonVilla_ManchesterUtd_20241006
Jaden Philogene Bidace,19.0,eng ENG,"LW,RM",22-241,90,12,17,70.6,190,48,0,0.0,0.0,0,1,1,0,2,True,AstonVilla_ManchesterUtd_20241006
Leon Bailey,31.0,jm JAM,RW,27-058,62,17,21,81.0,252,22,0,0.0,0.1,1,0,1,0,2,True,AstonVilla_ManchesterUtd_20241006
Jáder Durán,9.0,co COL,FW,20-298,28,7,11,63.6,95,24,0,0.0,0.0,0,2,0,0,2,True,AstonVilla_ManchesterUtd_20241006
Morgan Rogers,27.0,eng ENG,"AM,LM",22-072,90,19,23,82.6,203,78,0,0.0,0.0,1,2,2,0,3,True,AstonVilla_ManchesterUtd_20241006
Youri Tielemans,8.0,be BEL,"DM,CM",27-152,90,38,58,65.5,647,299,0,0.0,0.1,1,5,1,0,5,True,AstonVilla_ManchesterUtd_20241006
Ross Barkley,6.0,eng ENG,"DM,CM",30-306,90,35,44,79.5,491,183,0,0.1,0.1,2,4,2,0,9,True,AstonVilla_ManchesterUtd_20241006
Lucas Digne,12.0,fr FRA,LB,31-078,84,34,50,68.0,584,128,0,0.0,0.1,1,0,1,1,0,True,AstonVilla_ManchesterUtd_20241006
Ian Maatsen,22.0,nl NED,LB,22-210,6,7,7,100.0,128,73,0,0.1,0.1,1,1,0,0,0,True,AstonVilla_ManchesterUtd_20241006
Pau Torres,14.0,es ESP,CB,27-264,90,53,62,85.5,951,371,0,0.0,0.0,0,7,0,0,6,True,AstonVilla_ManchesterUtd_20241006
Ezri Konsa,4.0,eng ENG,CB,26-349,11,10,10,100.0,187,64,0,0.0,0.0,0,1,0,0,2,True,AstonVilla_ManchesterUtd_20241006
Diego Carlos,3.0,br BRA,CB,31-205,79,45,49,91.8,990,358,0,0.0,0.0,0,4,0,0,4,True,AstonVilla_ManchesterUtd_20241006
Matty Cash,2.0,pl POL,RB,27-060,90,44,53,83.0,689,130,0,0.0,0.0,0,2,0,0,3,True,AstonVilla_ManchesterUtd_20241006
Emiliano Martínez,23.0,ar ARG,GK,32-034,90,27,35,77.1,605,311,0,0.0,0.0,0,0,0,0,0,True,AstonVilla_ManchesterUtd_20241006
Rasmus Højlund,9.0,dk DEN,FW,21-245,63,5,6,83.3,34,3,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_ManchesterUtd_20241006
Joshua Zirkzee,11.0,nl NED,FW,23-137,27,4,7,57.1,36,3,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_ManchesterUtd_20241006
Marcus Rashford,10.0,eng ENG,LW,26-341,63,13,20,65.0,136,31,0,0.0,0.0,1,1,0,0,1,False,AstonVilla_ManchesterUtd_20241006
Antony,21.0,br BRA,RW,24-225,27,4,7,57.1,43,0,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_ManchesterUtd_20241006
Alejandro Garnacho,17.0,ar ARG,"RW,LW",20-097,90,18,21,85.7,240,15,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_ManchesterUtd_20241006
Bruno Fernandes,8.0,pt POR,AM,30-028,90,38,44,86.4,677,210,0,0.0,0.0,0,6,1,0,7,False,AstonVilla_ManchesterUtd_20241006
Christian Eriksen,14.0,dk DEN,DM,32-235,90,44,51,86.3,783,267,0,0.1,0.1,2,3,0,0,3,False,AstonVilla_ManchesterUtd_20241006
Kobbie Mainoo,37.0,eng ENG,DM,19-170,84,36,41,87.8,575,188,0,0.0,0.0,1,6,0,0,4,False,AstonVilla_ManchesterUtd_20241006
Casemiro,18.0,br BRA,DM,32-226,6,4,6,66.7,104,45,0,0.0,0.0,1,2,0,0,2,False,AstonVilla_ManchesterUtd_20241006
Diogo Dalot,20.0,pt POR,LB,25-202,90,22,29,75.9,325,128,0,0.0,0.1,1,1,0,0,1,False,AstonVilla_ManchesterUtd_20241006
Jonny Evans,35.0,nir NIR,CB,36-277,90,36,42,85.7,570,221,0,0.0,0.0,0,2,1,0,3,False,AstonVilla_ManchesterUtd_20241006
Harry Maguire,5.0,eng ENG,CB,31-215,45,19,25,76.0,307,90,0,0.0,0.0,0,1,0,0,1,False,AstonVilla_ManchesterUtd_20241006
Matthijs de Ligt,4.0,nl NED,CB,25-055,45,13,17,76.5,163,61,0,0.0,0.0,0,2,0,0,1,False,AstonVilla_ManchesterUtd_20241006
Noussair Mazraoui,3.0,ma MAR,RB,26-327,45,25,30,83.3,358,139,0,0.0,0.0,0,1,0,0,1,False,AstonVilla_ManchesterUtd_20241006
Victor Lindelöf,2.0,se SWE,RB,30-081,45,14,14,100.0,198,58,0,0.0,0.0,0,1,1,1,0,False,AstonVilla_ManchesterUtd_20241006
André Onana,24.0,cm CMR,GK,28-187,90,25,36,69.4,654,494,0,0.0,0.0,0,0,0,0,0,False,AstonVilla_ManchesterUtd_20241006
Nicolas Jackson,15.0,sn SEN,FW,23-108,80,14,16,87.5,168,26,0,0.0,0.0,0,3,0,0,1,True,Chelsea_Nott'hamForest_20241006
Christopher Nkunku,18.0,fr FRA,FW,26-327,10,3,5,60.0,33,4,0,0.0,0.0,0,0,0,0,0,True,Chelsea_Nott'hamForest_20241006
Jadon Sancho,19.0,eng ENG,LW,24-195,89,31,40,77.5,451,88,0,0.3,0.3,3,1,3,0,5,True,Chelsea_Nott'hamForest_20241006
Mykhailo Mudryk,10.0,ua UKR,LW,23-275,1,3,5,60.0,44,26,0,0.5,0.2,1,0,1,1,0,True,Chelsea_Nott'hamForest_20241006
Noni Madueke,11.0,eng ENG,RW,22-210,89,28,36,77.8,377,128,0,0.6,0.4,3,1,3,1,6,True,Chelsea_Nott'hamForest_20241006
Pedro Neto,7.0,pt POR,RW,24-211,1,8,10,80.0,163,34,0,0.2,0.1,1,0,2,2,0,True,Chelsea_Nott'hamForest_20241006
Cole Palmer,20.0,eng ENG,"AM,RM",22-153,90,50,66,75.8,937,312,1,0.6,0.1,6,9,5,0,16,True,Chelsea_Nott'hamForest_20241006
Enzo Fernández,8.0,ar ARG,DM,23-263,80,37,47,78.7,708,196,0,0.1,0.2,2,9,1,0,11,True,Chelsea_Nott'hamForest_20241006
João Félix,14.0,pt POR,LM,24-331,10,9,10,90.0,141,21,0,0.0,0.0,1,1,0,0,0,True,Chelsea_Nott'hamForest_20241006
Moisés Caicedo,25.0,ec ECU,"DM,CM",22-339,90,59,67,88.1,975,254,0,0.0,0.1,0,10,0,0,8,True,Chelsea_Nott'hamForest_20241006
Marc Cucurella,3.0,es ESP,LB,26-076,90,56,59,94.9,917,230,0,0.0,0.0,0,4,1,0,3,True,Chelsea_Nott'hamForest_20241006
Levi Colwill,6.0,eng ENG,CB,21-223,89,73,78,93.6,1391,682,0,0.0,0.0,0,5,0,0,6,True,Chelsea_Nott'hamForest_20241006
Tosin Adarabioyo,4.0,eng ENG,CB,27-012,1,8,8,100.0,98,25,0,0.0,0.0,0,0,0,0,0,True,Chelsea_Nott'hamForest_20241006
Wesley Fofana,29.0,fr FRA,CB,23-294,90,66,76,86.8,1159,436,0,0.0,0.0,0,6,0,0,2,True,Chelsea_Nott'hamForest_20241006
Malo Gusto,27.0,fr FRA,RB,21-140,90,75,89,84.3,1315,245,0,0.0,0.1,0,6,2,0,11,True,Chelsea_Nott'hamForest_20241006
Robert Sánchez,1.0,es ESP,GK,26-323,90,23,29,79.3,423,305,0,0.0,0.0,0,0,0,0,0,True,Chelsea_Nott'hamForest_20241006
Chris Wood,11.0,nz NZL,FW,32-304,81,4,7,57.1,42,8,0,0.0,0.0,0,0,0,0,0,False,Chelsea_Nott'hamForest_20241006
Anthony Elanga,21.0,se SWE,LM,22-162,9,2,6,33.3,33,3,0,0.0,0.0,0,0,0,0,0,False,Chelsea_Nott'hamForest_20241006
Elliot Anderson,8.0,eng ENG,LW,21-335,65,28,33,84.8,520,170,0,0.0,0.0,0,4,0,0,3,False,Chelsea_Nott'hamForest_20241006
Jota Silva,20.0,pt POR,"RM,RW",25-066,25,3,5,60.0,33,24,0,0.0,0.0,1,0,0,0,1,False,Chelsea_Nott'hamForest_20241006
Callum Hudson-Odoi,14.0,eng ENG,"RW,LW",23-334,81,26,27,96.3,302,51,0,0.2,0.1,3,0,1,1,0,False,Chelsea_Nott'hamForest_20241006
Morato,4.0,br BRA,CB,23-098,9,1,2,50.0,11,6,0,0.0,0.0,0,0,0,0,0,False,Chelsea_Nott'hamForest_20241006
Morgan Gibbs-White,10.0,eng ENG,AM,24-253,75,22,30,73.3,269,68,0,0.0,0.0,1,5,0,0,3,False,Chelsea_Nott'hamForest_20241006
Nicolás Domínguez,16.0,ar ARG,"CM,DM,AM",26-100,15,4,5,80.0,40,13,0,0.0,0.0,0,1,0,0,0,False,Chelsea_Nott'hamForest_20241006
James Ward-Prowse,18.0,eng ENG,DM,29-340,77,35,42,83.3,497,151,0,0.0,0.0,1,3,2,0,4,False,Chelsea_Nott'hamForest_20241006
Ryan Yates,22.0,eng ENG,"DM,CM",26-320,90,21,25,84.0,252,57,0,0.0,0.0,0,3,0,0,3,False,Chelsea_Nott'hamForest_20241006
Álex Moreno,19.0,es ESP,LB,31-120,81,17,25,68.0,274,107,0,0.0,0.1,0,0,2,1,3,False,Chelsea_Nott'hamForest_20241006
Neco Williams,7.0,wls WAL,LB,23-176,9,1,3,33.3,15,13,0,0.0,0.0,0,0,0,0,1,False,Chelsea_Nott'hamForest_20241006
Murillo,5.0,br BRA,CB,22-094,90,21,30,70.0,313,155,0,0.0,0.0,1,0,0,0,1,False,Chelsea_Nott'hamForest_20241006
Nikola Milenković,31.0,rs SRB,CB,26-360,90,11,19,57.9,169,58,1,0.2,0.1,1,0,0,0,0,False,Chelsea_Nott'hamForest_20241006
Ola Aina,34.0,ng NGA,RB,27-364,90,37,44,84.1,551,238,0,0.1,0.1,1,3,1,1,1,False,Chelsea_Nott'hamForest_20241006
Matz Sels,26.0,be BEL,GK,32-223,90,16,36,44.4,671,586,0,0.0,0.0,0,1,0,0,0,False,Chelsea_Nott'hamForest_20241006
Danny Welbeck,18.0,eng ENG,FW,33-315,90,17,20,85.0,206,50,0,0.1,0.0,2,0,1,0,3,True,Brighton_Tottenham_20241006
Kaoru Mitoma,22.0,jp JPN,LW,27-139,90,22,33,66.7,338,123,1,0.7,0.2,3,1,4,2,4,True,Brighton_Tottenham_20241006
Yankuba Minteh,17.0,gm GAM,RW,20-076,86,14,20,70.0,276,51,0,0.0,0.0,0,1,0,0,1,True,Brighton_Tottenham_20241006
Brajan Gruda,8.0,de GER,RW,20-128,4,2,3,66.7,20,0,0,0.0,0.0,0,0,0,0,0,True,Brighton_Tottenham_20241006
Georginio Rutter,14.0,fr FRA,AM,22-169,72,9,13,69.2,148,53,0,0.0,0.0,0,1,0,0,3,True,Brighton_Tottenham_20241006
Julio Enciso,10.0,py PAR,AM,20-257,18,2,3,66.7,39,35,0,0.0,0.0,0,0,0,0,0,True,Brighton_Tottenham_20241006
Jack Hinshelwood,41.0,eng ENG,DM,19-178,90,25,31,80.6,302,57,0,0.0,0.0,1,0,0,0,1,True,Brighton_Tottenham_20241006
Carlos Baleba,20.0,cm CMR,DM,20-277,73,23,26,88.5,406,55,0,0.0,0.0,1,3,0,0,4,True,Brighton_Tottenham_20241006
Mats Wieffer,27.0,nl NED,DM,24-325,17,6,7,85.7,91,53,0,0.0,0.0,0,0,0,0,1,True,Brighton_Tottenham_20241006
Ferdi Kadioglu,24.0,tr TUR,LB,24-365,45,26,31,83.9,398,128,0,0.0,0.1,1,0,4,1,4,True,Brighton_Tottenham_20241006
Pervis Estupiñán,30.0,ec ECU,LB,26-259,45,20,26,76.9,307,100,0,0.0,0.1,0,1,1,1,1,True,Brighton_Tottenham_20241006
Lewis Dunk,5.0,eng ENG,CB,32-320,90,44,50,88.0,912,386,0,0.0,0.0,0,6,0,0,7,True,Brighton_Tottenham_20241006
Adam Webster,4.0,eng ENG,CB,29-276,8,1,3,33.3,22,19,0,0.0,0.0,0,0,0,0,0,True,Brighton_Tottenham_20241006
Igor,3.0,br BRA,CB,26-242,82,55,58,94.8,921,337,0,0.0,0.0,0,2,0,0,5,True,Brighton_Tottenham_20241006
Joël Veltman,34.0,nl NED,RB,32-265,90,29,38,76.3,430,221,0,0.0,0.0,0,3,0,0,4,True,Brighton_Tottenham_20241006
Bart Verbruggen,1.0,nl NED,GK,22-049,90,24,35,68.6,591,403,0,0.0,0.0,0,0,0,0,0,True,Brighton_Tottenham_20241006
Dominic Solanke,19.0,eng ENG,FW,27-022,90,14,17,82.4,208,99,1,0.5,0.3,1,3,1,0,4,False,Brighton_Tottenham_20241006
Timo Werner,16.0,de GER,LW,28-214,78,18,28,64.3,281,83,1,0.1,0.1,1,0,3,0,6,False,Brighton_Tottenham_20241006
Pape Matar Sarr,29.0,sn SEN,RM,22-022,12,4,8,50.0,53,12,0,0.0,0.0,0,1,0,0,1,False,Brighton_Tottenham_20241006
Brennan Johnson,22.0,wls WAL,RW,23-136,90,17,22,77.3,219,86,0,0.1,0.0,2,2,0,0,5,False,Brighton_Tottenham_20241006
James Maddison,10.0,eng ENG,LM,27-318,84,29,37,78.4,438,126,0,0.0,0.0,0,3,1,0,5,False,Brighton_Tottenham_20241006
Mikey Moore,47.0,eng ENG,LW,17-056,6,2,4,50.0,30,0,0,0.0,0.0,0,0,0,0,0,False,Brighton_Tottenham_20241006
Rodrigo Bentancur,30.0,uy URU,CM,27-103,78,39,46,84.8,629,152,0,0.0,0.0,0,4,0,0,3,False,Brighton_Tottenham_20241006
Yves Bissouma,8.0,ml MLI,CM,28-037,12,8,10,80.0,126,30,0,0.0,0.0,0,0,0,0,0,False,Brighton_Tottenham_20241006
Dejan Kulusevski,21.0,se SWE,"RM,LM,LW",24-164,90,20,32,62.5,261,122,0,0.1,0.2,1,5,2,0,7,False,Brighton_Tottenham_20241006
Destiny Udogie,13.0,it ITA,LB,21-313,90,48,54,88.9,733,214,0,0.0,0.0,1,4,0,0,6,False,Brighton_Tottenham_20241006
Micky van de Ven,37.0,nl NED,CB,23-170,90,93,97,95.9,1756,455,0,0.0,0.0,0,5,0,0,6,False,Brighton_Tottenham_20241006
Cristian Romero,17.0,ar ARG,CB,26-162,90,94,98,95.9,1827,644,0,0.1,0.0,1,9,1,0,2,False,Brighton_Tottenham_20241006
Pedro Porro,23.0,es ESP,RB,25-023,90,41,58,70.7,878,401,0,0.1,0.2,1,5,3,1,6,False,Brighton_Tottenham_20241006
Guglielmo Vicario,1.0,it ITA,GK,27-365,90,58,60,96.7,943,417,0,0.0,0.0,0,0,0,0,0,False,Brighton_Tottenham_20241006
Dominic Solanke,19.0,eng ENG,FW,27-035,80,9,12,75.0,103,30,0,0.1,0.0,1,1,1,0,2,True,Tottenham_WestHam_20241019
Richarlison,9.0,br BRA,FW,27-162,10,2,4,50.0,39,18,0,0.0,0.0,0,2,0,0,2,True,Tottenham_WestHam_20241019
Son Heung-min,7.0,kr KOR,LW,32-103,70,26,34,76.5,370,137,0,0.1,0.1,2,2,3,0,8,True,Tottenham_WestHam_20241019
Timo Werner,16.0,de GER,LW,28-227,20,2,5,40.0,26,0,0,0.0,0.0,0,0,0,0,0,True,Tottenham_WestHam_20241019
Brennan Johnson,22.0,wls WAL,RW,23-149,90,15,18,83.3,196,70,0,0.0,0.0,2,0,1,0,2,True,Tottenham_WestHam_20241019
James Maddison,10.0,eng ENG,LM,27-331,45,34,42,81.0,512,153,1,0.5,0.6,5,5,2,0,5,True,Tottenham_WestHam_20241019
Pape Matar Sarr,29.0,sn SEN,LM,22-035,45,19,19,100.0,410,105,1,0.1,0.0,1,3,0,0,4,True,Tottenham_WestHam_20241019
Yves Bissouma,8.0,ml MLI,CM,28-050,80,37,40,92.5,508,120,0,0.0,0.0,1,4,1,0,7,True,Tottenham_WestHam_20241019
Rodrigo Bentancur,30.0,uy URU,CM,27-116,10,12,12,100.0,191,34,0,0.0,0.0,0,3,0,0,2,True,Tottenham_WestHam_20241019
Dejan Kulusevski,21.0,se SWE,RM,24-177,90,29,36,80.6,362,62,0,0.1,0.1,2,4,2,0,6,True,Tottenham_WestHam_20241019
Destiny Udogie,13.0,it ITA,LB,21-326,87,36,41,87.8,567,115,1,0.7,0.5,3,2,1,0,5,True,Tottenham_WestHam_20241019
Archie Gray,14.0,eng ENG,LB,18-221,3,11,13,84.6,150,29,0,0.0,0.0,0,0,0,0,1,True,Tottenham_WestHam_20241019
Micky van de Ven,37.0,nl NED,CB,23-183,90,61,67,91.0,1150,294,0,0.0,0.0,0,6,0,0,8,True,Tottenham_WestHam_20241019
Cristian Romero,17.0,ar ARG,CB,26-175,90,68,80,85.0,1365,583,0,0.0,0.1,0,14,1,1,4,True,Tottenham_WestHam_20241019
Pedro Porro,23.0,es ESP,RB,25-036,90,50,69,72.5,942,306,0,0.1,0.1,2,2,2,1,6,True,Tottenham_WestHam_20241019
Guglielmo Vicario,1.0,it ITA,GK,28-012,90,32,35,91.4,631,369,0,0.0,0.0,0,0,0,0,0,True,Tottenham_WestHam_20241019
Michail Antonio,9.0,jm JAM,FW,34-205,60,6,7,85.7,107,4,0,0.0,0.0,0,1,0,0,0,False,Tottenham_WestHam_20241019
Crysencio Summerville,7.0,nl NED,"AM,LM",22-355,30,5,6,83.3,70,10,0,0.0,0.0,0,0,0,0,1,False,Tottenham_WestHam_20241019
Mohammed Kudus,14.0,gh GHA,"LM,AM,RM",24-078,85,27,30,90.0,525,130,0,0.0,0.0,0,4,2,1,5,False,Tottenham_WestHam_20241019
Lucas Paquetá,10.0,br BRA,CM,27-053,60,14,19,73.7,289,59,0,0.0,0.0,1,0,1,0,1,False,Tottenham_WestHam_20241019
Edson Álvarez,19.0,mx MEX,CM,26-361,30,13,16,81.3,202,68,0,0.0,0.0,0,1,0,0,1,False,Tottenham_WestHam_20241019
Tomáš Souček,28.0,cz CZE,CM,29-235,60,18,22,81.8,364,72,0,0.0,0.0,0,1,1,0,2,False,Tottenham_WestHam_20241019
Carlos Soler,4.0,es ESP,CM,27-291,30,9,12,75.0,188,31,0,0.0,0.0,1,1,0,0,1,False,Tottenham_WestHam_20241019
Jarrod Bowen,20.0,eng ENG,"RM,FW",27-304,90,22,34,64.7,356,106,0,0.1,0.1,1,3,0,0,3,False,Tottenham_WestHam_20241019
Guido Rodríguez,24.0,ar ARG,DM,30-190,70,22,30,73.3,516,166,0,0.0,0.0,0,3,0,0,5,False,Tottenham_WestHam_20241019
Konstantinos Mavropanos,15.0,gr GRE,CB,26-313,20,12,14,85.7,216,50,0,0.0,0.0,0,0,0,0,0,False,Tottenham_WestHam_20241019
Emerson Palmieri,33.0,it ITA,"LB,WB",30-077,90,39,48,81.3,624,202,0,0.4,0.7,2,2,2,1,3,False,Tottenham_WestHam_20241019
Max Kilman,26.0,eng ENG,CB,27-149,90,27,28,96.4,569,189,0,0.0,0.0,1,1,0,0,2,False,Tottenham_WestHam_20241019
Jean-Clair Todibo,25.0,fr FRA,CB,24-294,90,33,36,91.7,605,226,0,0.0,0.0,1,0,0,0,0,False,Tottenham_WestHam_20241019
Aaron Wan-Bissaka,29.0,cd COD,"RB,WB",26-328,90,46,57,80.7,632,266,0,0.0,0.0,1,5,0,0,5,False,Tottenham_WestHam_20241019
Alphonse Areola,23.0,fr FRA,GK,31-235,90,24,41,58.5,783,623,0,0.0,0.0,0,1,0,0,0,False,Tottenham_WestHam_20241019
Raúl Jiménez,7.0,mx MEX,FW,33-167,90,10,18,55.6,139,9,0,0.0,0.0,0,1,0,0,0,True,Fulham_AstonVilla_20241019
Alex Iwobi,17.0,ng NGA,"LW,DM,AM",28-169,90,45,56,80.4,708,224,0,0.1,0.2,1,6,1,1,9,True,Fulham_AstonVilla_20241019
Adama Traoré,11.0,es ESP,RW,28-268,67,8,12,66.7,104,15,0,0.3,0.3,2,1,0,0,0,True,Fulham_AstonVilla_20241019
Reiss Nelson,19.0,eng ENG,LW,24-314,23,17,21,81.0,346,84,0,0.1,0.1,2,0,1,1,2,True,Fulham_AstonVilla_20241019
Emile Smith Rowe,32.0,eng ENG,"AM,RW",24-083,79,28,35,80.0,403,78,0,0.0,0.0,0,1,0,0,3,True,Fulham_AstonVilla_20241019
Tom Cairney,10.0,sct SCO,DM,33-273,11,20,21,95.2,368,81,0,0.2,0.3,1,2,1,1,3,True,Fulham_AstonVilla_20241019
Sander Berge,16.0,no NOR,DM,26-248,79,33,36,91.7,562,137,0,0.0,0.0,0,3,0,0,4,True,Fulham_AstonVilla_20241019
Harry Wilson,8.0,wls WAL,RW,27-211,11,8,11,72.7,124,32,0,0.0,0.0,0,0,0,0,1,True,Fulham_AstonVilla_20241019
Andreas Pereira,18.0,br BRA,DM,28-292,67,16,25,64.0,313,80,0,0.3,0.2,1,1,0,0,3,True,Fulham_AstonVilla_20241019
Issa Diop,31.0,fr FRA,CB,27-284,23,18,19,94.7,331,130,0,0.0,0.0,0,1,0,0,3,True,Fulham_AstonVilla_20241019
Antonee Robinson,33.0,us USA,LB,27-072,90,37,50,74.0,729,221,0,0.0,0.1,0,3,2,1,2,True,Fulham_AstonVilla_20241019
Calvin Bassey,3.0,ng NGA,CB,24-293,90,62,69,89.9,1156,548,0,0.0,0.0,0,2,0,0,3,True,Fulham_AstonVilla_20241019
Joachim Andersen,5.0,dk DEN,CB,28-141,63,36,42,85.7,813,253,0,0.0,0.0,0,7,1,0,3,True,Fulham_AstonVilla_20241019
Kenny Tete,2.0,nl NED,RB,29-010,90,33,38,86.8,655,218,0,0.0,0.0,0,5,2,1,1,True,Fulham_AstonVilla_20241019
Bernd Leno,1.0,de GER,GK,32-229,90,27,30,90.0,775,459,1,0.1,0.0,1,1,1,0,0,True,Fulham_AstonVilla_20241019
Ollie Watkins,11.0,eng ENG,FW,28-294,74,5,9,55.6,57,4,0,0.0,0.0,0,1,0,0,0,False,Fulham_AstonVilla_20241019
Jáder Durán,9.0,co COL,FW,20-311,16,3,4,75.0,31,5,0,0.0,0.0,0,0,0,0,0,False,Fulham_AstonVilla_20241019
Jacob Ramsey,41.0,eng ENG,LW,23-144,82,21,27,77.8,259,57,1,0.6,0.2,2,2,2,0,5,False,Fulham_AstonVilla_20241019
Emi Buendía,10.0,ar ARG,"AM,RW",27-299,8,7,8,87.5,130,45,0,0.0,0.0,0,1,0,0,1,False,Fulham_AstonVilla_20241019
Leon Bailey,31.0,jm JAM,RW,27-071,60,13,17,76.5,218,71,0,0.1,0.1,1,2,1,0,3,False,Fulham_AstonVilla_20241019
Jaden Philogene Bidace,19.0,eng ENG,RW,22-254,29,2,3,66.7,20,9,0,0.0,0.0,0,0,0,0,0,False,Fulham_AstonVilla_20241019
Morgan Rogers,27.0,eng ENG,AM,22-085,82,19,24,79.2,282,122,0,0.0,0.2,1,2,2,0,6,False,Fulham_AstonVilla_20241019
John McGinn,7.0,sct SCO,LW,30-001,8,4,4,100.0,50,15,0,0.0,0.0,1,0,1,0,1,False,Fulham_AstonVilla_20241019
Youri Tielemans,8.0,be BEL,DM,27-165,90,65,80,81.3,1193,447,1,0.6,0.3,4,10,1,0,9,False,Fulham_AstonVilla_20241019
Amadou Onana,24.0,be BEL,DM,23-064,74,31,33,93.9,388,80,0,0.0,0.0,1,2,0,0,3,False,Fulham_AstonVilla_20241019
Ross Barkley,6.0,eng ENG,DM,30-319,16,14,15,93.3,204,71,0,0.0,0.0,1,0,1,0,1,False,Fulham_AstonVilla_20241019
Lucas Digne,12.0,fr FRA,LB,31-091,90,29,37,78.4,436,124,0,0.0,0.0,0,1,1,0,2,False,Fulham_AstonVilla_20241019
Pau Torres,14.0,es ESP,CB,27-277,90,43,49,87.8,672,243,0,0.0,0.0,0,5,1,0,5,False,Fulham_AstonVilla_20241019
Diego Carlos,3.0,br BRA,CB,31-218,90,48,51,94.1,927,384,0,0.0,0.0,0,3,1,0,1,False,Fulham_AstonVilla_20241019
Matty Cash,2.0,pl POL,RB,27-073,90,41,50,82.0,668,219,0,0.0,0.0,0,1,0,0,4,False,Fulham_AstonVilla_20241019
Emiliano Martínez,23.0,ar ARG,GK,32-047,90,29,33,87.9,662,347,0,0.0,0.0,0,1,0,0,0,False,Fulham_AstonVilla_20241019
Liam Delap,19.0,eng ENG,FW,21-254,78,9,12,75.0,163,37,0,0.0,0.0,0,0,1,0,1,True,IpswichTown_Everton_20241019
