Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Tomáš Souček,28.0,cz CZE,DM,30-033,14,3,2,1,0,0,0,0,1,0,0,0,0,2,0,1,False,Wolves_WestHam_20250401
Lucas Paquetá,10.0,br BRA,"AM,CM",27-217,90,80,78,2,1,1,0,1,1,0,0,0,0,59,0,2,False,Wolves_WestHam_20250401
Oliver Scarles,57.0,eng ENG,"WB,LB",19-110,76,46,42,4,0,0,0,1,4,0,0,0,0,34,0,1,False,Wolves_WestHam_20250401
Emerson Palmieri,33.0,it ITA,LB,30-241,14,7,6,1,0,0,0,0,1,0,0,0,0,7,0,0,False,Wolves_WestHam_20250401
Aaron Wan-Bissaka,29.0,cd COD,"RB,WB",27-126,90,73,63,10,0,0,0,3,10,0,0,0,0,64,0,1,False,Wolves_WestHam_20250401
Aaron Cresswell,3.0,eng ENG,CB,35-107,45,38,36,2,2,0,0,1,0,0,0,0,0,35,0,0,False,Wolves_WestHam_20250401
Carlos Soler,4.0,es ESP,LW,28-089,45,23,22,1,1,0,0,1,0,0,0,0,0,22,0,0,False,Wolves_WestHam_20250401
Max Kilman,26.0,eng ENG,CB,27-313,90,79,78,1,1,0,1,0,0,0,0,0,0,74,0,0,False,Wolves_WestHam_20250401
Konstantinos Mavropanos,15.0,gr GRE,CB,27-111,90,76,70,6,2,0,0,0,3,0,0,0,0,66,0,1,False,Wolves_WestHam_20250401
Alphonse Areola,23.0,fr FRA,GK,32-033,90,40,30,10,4,0,0,0,0,0,0,0,0,33,0,0,False,Wolves_WestHam_20250401
Taiwo Awoniyi,9.0,ng NGA,FW,27-232,85,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Ibrahim Sangaré,6.0,ci CIV,CM,27-120,5,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Danilo,28.0,br BRA,LW,23-337,39,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Morato,4.0,br BRA,CB,23-275,51,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Anthony Elanga,21.0,se SWE,RW,22-339,85,28,23,4,1,0,0,3,0,3,1,1,0,19,1,1,True,Nott'hamForest_ManchesterUtd_20250401
Ramón Sosa,24.0,py PAR,"FW,RW",25-213,5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Morgan Gibbs-White,10.0,eng ENG,"AM,LW",25-064,90,45,44,1,0,0,0,1,0,0,0,0,0,35,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Elliot Anderson,8.0,eng ENG,"DM,CM",22-146,65,40,40,0,0,0,0,0,0,0,0,0,0,31,0,2,True,Nott'hamForest_ManchesterUtd_20250401
Nicolás Domínguez,16.0,ar ARG,"CM,AM",26-277,25,14,14,0,0,1,0,0,0,0,0,0,0,10,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Ryan Yates,22.0,eng ENG,"CM,DM",27-131,90,23,23,0,0,0,0,0,0,0,0,0,0,15,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Neco Williams,7.0,wls WAL,"RM,LB,WB",23-353,90,33,24,9,1,0,0,4,8,0,0,0,0,25,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Murillo,5.0,br BRA,CB,22-271,90,25,20,5,5,0,0,1,0,0,0,0,0,22,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Nikola Milenković,31.0,rs SRB,CB,27-171,90,18,17,1,1,0,0,0,0,0,0,0,0,14,0,1,True,Nott'hamForest_ManchesterUtd_20250401
Ola Aina,34.0,ng NGA,RB,28-175,38,13,11,2,0,0,0,0,2,0,0,0,0,11,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Álex Moreno,19.0,es ESP,"LM,WB",31-297,52,19,15,4,0,0,0,1,4,0,0,0,0,16,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Matz Sels,26.0,be BEL,GK,33-034,90,32,16,16,5,0,0,0,0,0,0,0,0,9,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Joshua Zirkzee,11.0,nl NED,"FW,AM",23-314,77,26,24,2,0,0,0,0,0,0,0,0,0,19,0,1,False,Nott'hamForest_ManchesterUtd_20250401
Mason Mount,7.0,eng ENG,AM,26-081,13,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Bruno Fernandes,8.0,pt POR,"CM,AM",30-205,90,86,78,7,1,1,1,9,0,6,4,2,0,64,1,4,False,Nott'hamForest_ManchesterUtd_20250401
Alejandro Garnacho,17.0,ar ARG,"AM,WB",20-274,90,61,60,1,0,1,1,7,1,0,0,0,0,50,0,6,False,Nott'hamForest_ManchesterUtd_20250401
Casemiro,18.0,br BRA,CM,33-037,58,48,46,2,2,2,0,1,0,0,0,0,0,35,0,1,False,Nott'hamForest_ManchesterUtd_20250401
Christian Eriksen,14.0,dk DEN,CM,33-046,32,33,27,6,1,0,0,5,1,4,2,2,0,28,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Manuel Ugarte,25.0,uy URU,CM,23-355,45,36,36,0,0,0,0,0,0,0,0,0,0,29,0,1,False,Nott'hamForest_ManchesterUtd_20250401
Rasmus Højlund,9.0,dk DEN,FW,22-056,45,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Patrick Dorgu,13.0,dk DEN,"WB,CB",20-157,90,69,65,4,0,0,0,5,4,0,0,0,0,56,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Diogo Dalot,20.0,pt POR,WB,26-014,90,89,79,10,0,0,0,9,10,0,0,0,0,73,0,1,False,Nott'hamForest_ManchesterUtd_20250401
Noussair Mazraoui,3.0,ma MAR,CB,27-138,90,73,72,1,0,1,0,1,1,0,0,0,0,65,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Matthijs de Ligt,4.0,nl NED,CB,25-232,90,67,65,2,1,0,0,0,1,0,0,0,0,62,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Leny Yoro,15.0,fr FRA,CB,19-139,87,81,80,1,0,2,0,0,0,0,0,0,0,75,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Harry Maguire,5.0,eng ENG,FW,32-027,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
André Onana,24.0,cm CMR,GK,28-364,90,20,16,4,1,0,0,0,0,0,0,0,0,19,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Alexander Isak,14.0,se SWE,FW,25-193,65,19,17,1,0,0,0,0,0,0,0,0,0,13,1,2,True,NewcastleUtd_Brentford_20250402
Callum Wilson,9.0,eng ENG,FW,33-034,25,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,NewcastleUtd_Brentford_20250402
Harvey Barnes,11.0,eng ENG,"LW,RW",27-114,89,31,30,1,0,1,0,2,1,0,0,0,0,27,0,1,True,NewcastleUtd_Brentford_20250402
Lewis Miley,67.0,eng ENG,RW,18-336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,NewcastleUtd_Brentford_20250402
Jacob Murphy,23.0,eng ENG,RW,30-037,65,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1,True,NewcastleUtd_Brentford_20250402
Joe Willock,28.0,eng ENG,LW,25-225,25,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,True,NewcastleUtd_Brentford_20250402
Joelinton,7.0,br BRA,LM,28-231,90,42,41,1,1,0,1,0,0,0,0,0,0,34,0,0,True,NewcastleUtd_Brentford_20250402
Sandro Tonali,8.0,it ITA,CM,24-329,90,42,40,2,0,0,0,1,2,0,0,0,0,29,0,0,True,NewcastleUtd_Brentford_20250402
Bruno Guimarães,39.0,br BRA,RM,27-137,90,49,45,3,1,0,0,1,0,1,1,0,0,33,1,0,True,NewcastleUtd_Brentford_20250402
Valentino Livramento,21.0,eng ENG,LB,22-141,90,46,41,5,0,0,0,1,5,0,0,0,0,38,0,2,True,NewcastleUtd_Brentford_20250402
Dan Burn,33.0,eng ENG,CB,32-328,90,52,51,1,0,0,1,0,1,0,0,0,0,42,0,0,True,NewcastleUtd_Brentford_20250402
Fabian Schär,5.0,ch SUI,CB,33-103,90,45,43,2,2,0,0,0,0,0,0,0,0,33,0,1,True,NewcastleUtd_Brentford_20250402
Kieran Trippier,2.0,eng ENG,RB,34-195,88,60,40,20,4,0,0,3,13,3,1,0,1,45,0,1,True,NewcastleUtd_Brentford_20250402
Emil Krafth,17.0,se SWE,RB,30-243,2,5,3,2,0,0,0,0,2,0,0,0,0,1,0,0,True,NewcastleUtd_Brentford_20250402
Nick Pope,22.0,eng ENG,GK,32-348,90,24,18,6,4,0,0,0,0,0,0,0,0,17,0,0,True,NewcastleUtd_Brentford_20250402
Yoane Wissa,11.0,cd COD,FW,28-211,90,13,11,2,0,0,0,1,0,0,0,0,0,11,0,0,False,NewcastleUtd_Brentford_20250402
Kevin Schade,7.0,de GER,LW,23-126,90,37,29,8,0,0,1,5,8,0,0,0,0,22,0,1,False,NewcastleUtd_Brentford_20250402
Bryan Mbeumo,19.0,cm CMR,RW,25-238,90,34,32,2,1,0,0,3,0,1,1,0,0,24,0,1,False,NewcastleUtd_Brentford_20250402
Yehor Yarmoliuk,18.0,ua UKR,"AM,DM",21-032,82,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0,False,NewcastleUtd_Brentford_20250402
Edmond-Paris Maghoma,32.0,eng ENG,DM,23-329,8,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,False,NewcastleUtd_Brentford_20250402
Vitaly Janelt,27.0,de GER,DM,26-327,58,29,29,0,0,0,0,0,0,0,0,0,0,24,0,2,False,NewcastleUtd_Brentford_20250402
Mikkel Damsgaard,24.0,dk DEN,AM,24-273,32,16,13,3,1,1,0,2,0,1,1,0,0,12,0,0,False,NewcastleUtd_Brentford_20250402
Christian Nørgaard,6.0,dk DEN,DM,31-023,90,44,42,2,2,0,1,0,0,0,0,0,0,39,0,0,False,NewcastleUtd_Brentford_20250402
Keane Lewis-Potter,23.0,eng ENG,LB,24-039,90,54,49,5,0,0,0,4,2,3,2,0,0,33,0,3,False,NewcastleUtd_Brentford_20250402
Ethan Pinnock,5.0,jm JAM,CB,31-308,82,32,32,0,0,0,0,0,0,0,0,0,0,30,0,0,False,NewcastleUtd_Brentford_20250402
Kristoffer Ajer,20.0,no NOR,RB,26-350,8,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,False,NewcastleUtd_Brentford_20250402
Nathan Collins,22.0,ie IRL,CB,23-337,90,54,54,0,0,0,0,0,0,0,0,0,0,39,0,0,False,NewcastleUtd_Brentford_20250402
Sepp van den Berg,4.0,nl NED,"RB,CB",23-103,90,42,38,4,1,0,0,1,3,0,0,0,0,32,0,2,False,NewcastleUtd_Brentford_20250402
Mark Flekken,1.0,nl NED,GK,31-293,90,54,34,20,8,0,0,0,0,0,0,0,0,33,0,0,False,NewcastleUtd_Brentford_20250402
Omar Marmoush,7.0,eg EGY,FW,26-054,90,20,19,0,0,0,0,0,0,0,0,0,0,17,1,0,True,ManchesterCity_LeicesterCity_20250402
Jeremy Doku,11.0,be BEL,LW,22-310,77,54,54,0,0,0,0,4,0,0,0,0,0,46,0,1,True,ManchesterCity_LeicesterCity_20250402
James Mcatee,87.0,eng ENG,AM,22-166,13,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,True,ManchesterCity_LeicesterCity_20250402
Sávio,26.0,br BRA,RW,20-357,84,43,41,2,1,0,0,2,0,1,0,0,0,38,0,0,True,ManchesterCity_LeicesterCity_20250402
Oscar Bobb,52.0,no NOR,RW,21-264,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,True,ManchesterCity_LeicesterCity_20250402
Jack Grealish,10.0,eng ENG,"AM,LW",29-204,90,55,55,0,0,0,0,0,0,0,0,0,0,51,0,1,True,ManchesterCity_LeicesterCity_20250402
İlkay Gündoğan,19.0,de GER,DM,34-160,89,103,94,9,3,0,0,6,1,4,3,0,0,90,0,0,True,ManchesterCity_LeicesterCity_20250402
Rico Lewis,82.0,eng ENG,DM,20-132,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,True,ManchesterCity_LeicesterCity_20250402
Nicolás González,14.0,es ESP,DM,23-089,90,72,71,1,1,0,0,0,0,0,0,0,0,69,0,0,True,ManchesterCity_LeicesterCity_20250402
Nico O’Reilly,75.0,eng ENG,LB,20-012,90,77,73,3,0,0,0,0,3,0,0,0,0,66,1,1,True,ManchesterCity_LeicesterCity_20250402
Joško Gvardiol,24.0,hr CRO,CB,23-069,89,111,110,1,1,1,0,0,0,0,0,0,0,110,0,0,True,ManchesterCity_LeicesterCity_20250402
Vitor Reis,22.0,br BRA,CB,19-080,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,True,ManchesterCity_LeicesterCity_20250402
Rúben Dias,3.0,pt POR,CB,27-323,90,128,127,1,1,0,0,0,0,0,0,0,0,123,0,0,True,ManchesterCity_LeicesterCity_20250402
Matheus Nunes,27.0,pt POR,RB,26-218,90,109,103,6,0,0,1,0,6,0,0,0,0,103,0,1,True,ManchesterCity_LeicesterCity_20250402
Ederson,31.0,br BRA,GK,31-228,90,26,23,3,0,0,0,0,0,0,0,0,0,26,0,0,True,ManchesterCity_LeicesterCity_20250402
Jamie Vardy,9.0,eng ENG,FW,38-081,45,5,3,2,0,0,0,0,0,0,0,0,0,3,0,0,False,ManchesterCity_LeicesterCity_20250402
Oliver Skipp,22.0,eng ENG,CM,24-198,45,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,False,ManchesterCity_LeicesterCity_20250402
Bilal El Khannouss,11.0,ma MAR,"AM,FW",20-327,59,26,25,1,0,0,1,0,0,0,0,0,0,24,0,0,False,ManchesterCity_LeicesterCity_20250402
Facundo Buonanotte,40.0,ar ARG,FW,20-100,31,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,False,ManchesterCity_LeicesterCity_20250402
Patson Daka,20.0,zm ZAM,"AM,FW",26-175,79,13,13,0,0,0,0,0,0,0,0,0,0,11,0,2,False,ManchesterCity_LeicesterCity_20250402
Jordan Ayew,18.0,gh GHA,FW,33-203,11,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,False,ManchesterCity_LeicesterCity_20250402
Boubakary Soumaré,24.0,fr FRA,CM,26-034,75,23,23,0,0,0,0,0,0,0,0,0,0,18,0,1,False,ManchesterCity_LeicesterCity_20250402
Ricardo Pereira,21.0,pt POR,CM,31-178,15,6,4,1,1,0,0,1,0,0,0,0,0,2,1,0,False,ManchesterCity_LeicesterCity_20250402
Wilfred Ndidi,6.0,ng NGA,CM,28-107,90,30,30,0,0,0,0,3,0,0,0,0,0,23,0,1,False,ManchesterCity_LeicesterCity_20250402
Victor Bernth Kristiansen,16.0,dk DEN,"WB,LB",22-107,59,17,14,3,0,0,0,1,3,0,0,0,0,13,0,0,False,ManchesterCity_LeicesterCity_20250402
Caleb Okoli,5.0,it ITA,CB,23-263,31,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0,False,ManchesterCity_LeicesterCity_20250402
James Justin,2.0,eng ENG,"RB,WB",27-038,90,27,25,2,0,0,0,0,2,0,0,0,0,20,0,0,False,ManchesterCity_LeicesterCity_20250402
Luke Thomas,33.0,eng ENG,"CB,LB",23-296,90,35,29,6,2,0,0,1,4,0,0,0,0,29,0,0,False,ManchesterCity_LeicesterCity_20250402
Conor Coady,4.0,eng ENG,CB,32-036,90,33,26,7,2,1,0,0,0,0,0,0,0,32,0,0,False,ManchesterCity_LeicesterCity_20250402
Wout Faes,3.0,be BEL,CB,26-364,90,32,28,4,4,0,0,0,0,0,0,0,0,30,0,0,False,ManchesterCity_LeicesterCity_20250402
Mads Hermansen,30.0,dk DEN,GK,24-265,90,44,35,9,3,0,0,0,0,0,0,0,0,23,0,0,False,ManchesterCity_LeicesterCity_20250402
Paul Onuachu,32.0,ng NGA,FW,30-309,89,21,21,0,0,0,0,0,0,0,0,0,0,11,0,0,True,Southampton_CrystalPalace_20250402
Yukinari Sugawara,16.0,jp JPN,"AM,FW",24-278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Southampton_CrystalPalace_20250402
Kamaldeen Sulemana,20.0,gh GHA,AM,23-046,80,21,21,0,0,0,0,2,0,0,0,0,0,17,0,0,True,Southampton_CrystalPalace_20250402
Tyler Dibling,33.0,eng ENG,AM,19-021,10,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,True,Southampton_CrystalPalace_20250402
Mateus Fernandes,18.0,pt POR,"AM,CM",20-266,90,48,42,6,4,0,1,4,0,1,1,0,0,37,0,2,True,Southampton_CrystalPalace_20250402
Lesley Ugochukwu,26.0,fr FRA,CM,21-007,70,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0,True,Southampton_CrystalPalace_20250402
Joe Aribo,7.0,ng NGA,CM,28-255,20,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,True,Southampton_CrystalPalace_20250402
Flynn Downes,4.0,eng ENG,CM,26-072,89,34,34,0,0,1,0,0,0,0,0,0,0,27,0,3,True,Southampton_CrystalPalace_20250402
Cameron Archer,19.0,eng ENG,FW,23-255,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,True,Southampton_CrystalPalace_20250402
Ryan Manning,3.0,ie IRL,WB,28-292,80,41,28,13,2,0,0,4,10,1,1,0,0,34,0,0,True,Southampton_CrystalPalace_20250402
Welington,34.0,br BRA,WB,24-042,10,9,6,3,0,0,0,0,3,0,0,0,0,5,0,1,True,Southampton_CrystalPalace_20250402
Kyle Walker-Peters,2.0,eng ENG,WB,27-354,90,36,32,4,0,0,1,3,4,0,0,0,0,29,0,1,True,Southampton_CrystalPalace_20250402
Jack Stephens,5.0,eng ENG,CB,31-065,90,47,45,1,1,0,0,0,0,0,0,0,0,39,1,1,True,Southampton_CrystalPalace_20250402
Jan Bednarek,35.0,pl POL,CB,28-355,90,33,33,0,0,0,0,0,0,0,0,0,0,31,0,0,True,Southampton_CrystalPalace_20250402
Taylor Harwood-Bellis,6.0,eng ENG,CB,23-062,90,57,52,5,0,0,0,0,5,0,0,0,0,47,0,1,True,Southampton_CrystalPalace_20250402
Aaron Ramsdale,30.0,eng ENG,GK,26-323,90,51,39,11,4,0,0,0,0,0,0,0,0,32,1,0,True,Southampton_CrystalPalace_20250402
Jean-Philippe Mateta,14.0,fr FRA,FW,27-278,58,18,15,2,0,0,0,0,0,0,0,0,0,13,1,1,False,Southampton_CrystalPalace_20250402
Eddie Nketiah,9.0,eng ENG,FW,25-307,32,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,False,Southampton_CrystalPalace_20250402
Eberechi Eze,10.0,eng ENG,AM,26-277,90,43,40,2,1,1,1,2,0,1,0,0,0,32,1,0,False,Southampton_CrystalPalace_20250402
Ismaila Sarr,7.0,sn SEN,"AM,WB",27-036,90,37,37,0,0,0,0,3,0,0,0,0,0,25,0,0,False,Southampton_CrystalPalace_20250402
Jefferson Lerma,8.0,co COL,"CM,CB",30-159,90,64,61,3,0,0,1,2,3,0,0,0,0,47,0,1,False,Southampton_CrystalPalace_20250402
Adam Wharton,20.0,eng ENG,CM,21-055,85,45,42,3,2,0,0,1,0,1,1,0,0,39,0,1,False,Southampton_CrystalPalace_20250402
Justin Devenny,55.0,nir NIR,CM,21-173,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,Southampton_CrystalPalace_20250402
Tyrick Mitchell,3.0,eng ENG,WB,25-213,58,31,30,0,0,0,0,2,0,0,0,0,0,26,1,1,False,Southampton_CrystalPalace_20250402
Ben Chilwell,25.0,eng ENG,WB,28-102,32,19,16,3,1,0,0,2,2,0,0,0,0,12,0,0,False,Southampton_CrystalPalace_20250402
Daniel Muñoz,12.0,co COL,WB,28-311,75,35,29,6,0,0,0,1,6,0,0,0,0,30,0,1,False,Southampton_CrystalPalace_20250402
Matheus França,11.0,br BRA,"AM,WB",21-001,15,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,False,Southampton_CrystalPalace_20250402
Marc Guéhi,6.0,eng ENG,CB,24-263,90,91,80,11,5,0,0,0,1,0,0,0,0,83,0,0,False,Southampton_CrystalPalace_20250402
Maxence Lacroix,5.0,fr FRA,CB,24-361,90,70,66,4,4,0,0,0,0,0,0,0,0,65,0,0,False,Southampton_CrystalPalace_20250402
Nathaniel Clyne,17.0,eng ENG,CB,33-362,58,58,55,2,1,0,0,2,1,0,0,0,0,48,1,1,False,Southampton_CrystalPalace_20250402
Daichi Kamada,18.0,jp JPN,CM,28-240,32,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0,False,Southampton_CrystalPalace_20250402
Dean Henderson,1.0,eng ENG,GK,28-021,90,23,22,1,1,0,0,0,0,0,0,0,0,19,0,1,False,Southampton_CrystalPalace_20250402
Evanilson,9.0,br BRA,FW,25-178,90,13,12,1,0,0,0,0,0,0,0,0,0,8,0,1,True,Bournemouth_IpswichTown_20250402
Antoine Semenyo,24.0,gh GHA,"LW,AM,RM",25-085,90,35,35,0,0,1,0,0,0,0,0,0,0,26,0,2,True,Bournemouth_IpswichTown_20250402
Dango Ouattara,11.0,bf BFA,"RW,LW,LM",23-050,90,36,34,2,0,1,1,5,2,0,0,0,0,18,0,1,True,Bournemouth_IpswichTown_20250402
Alex Scott,8.0,eng ENG,AM,21-224,57,33,31,2,0,0,0,0,0,1,0,0,0,30,0,0,True,Bournemouth_IpswichTown_20250402
David Brooks,7.0,wls WAL,"RW,AM,CM",27-268,33,20,19,1,1,0,0,2,0,0,0,0,0,18,0,0,True,Bournemouth_IpswichTown_20250402
Lewis Cook,4.0,eng ENG,"DM,RB",28-058,90,69,57,12,5,0,0,4,5,2,1,0,0,55,0,0,True,Bournemouth_IpswichTown_20250402
Ryan Christie,10.0,sct SCO,DM,30-039,57,40,32,8,2,1,1,7,0,5,5,0,0,25,0,0,True,Bournemouth_IpswichTown_20250402
Marcos Senesi,5.0,ar ARG,CB,27-327,33,36,35,1,1,0,0,2,0,0,0,0,0,30,0,0,True,Bournemouth_IpswichTown_20250402
Milos Kerkez,3.0,hu HUN,LB,21-146,90,53,48,5,0,0,0,7,5,0,0,0,0,37,0,1,True,Bournemouth_IpswichTown_20250402
Dean Huijsen,2.0,es ESP,"CB,RB",19-353,90,79,75,4,1,0,1,2,3,0,0,0,0,72,0,0,True,Bournemouth_IpswichTown_20250402
Illia Zabarnyi,27.0,ua UKR,CB,22-213,86,56,55,1,1,0,0,1,0,0,0,0,0,47,0,0,True,Bournemouth_IpswichTown_20250402
Daniel Jebbison,21.0,ca CAN,FW,21-232,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,True,Bournemouth_IpswichTown_20250402
Adam Smith,15.0,eng ENG,RB,33-338,45,31,26,5,1,0,0,5,4,0,0,0,0,19,0,0,True,Bournemouth_IpswichTown_20250402
Tyler Adams,12.0,us USA,"DM,CM",26-047,45,39,38,1,1,0,0,2,0,0,0,0,0,34,0,0,True,Bournemouth_IpswichTown_20250402
Kepa Arrizabalaga,13.0,es ESP,GK,30-181,90,39,31,8,2,0,0,0,0,0,0,0,0,32,0,0,True,Bournemouth_IpswichTown_20250402
Liam Delap,19.0,eng ENG,FW,22-053,71,26,26,0,0,0,0,1,0,0,0,0,0,15,0,0,False,Bournemouth_IpswichTown_20250402
George Hirst,27.0,sct SCO,FW,26-046,19,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,False,Bournemouth_IpswichTown_20250402
Julio Enciso,9.0,py PAR,LW,21-069,71,19,19,0,0,0,0,1,0,0,0,0,0,16,0,1,False,Bournemouth_IpswichTown_20250402
Jack Clarke,47.0,eng ENG,LW,24-130,19,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Bournemouth_IpswichTown_20250402
Ben Johnson,18.0,eng ENG,RW,25-068,89,24,20,4,1,0,1,7,0,3,2,1,0,11,0,5,False,Bournemouth_IpswichTown_20250402
Jaden Philogene Bidace,29.0,eng ENG,RW,23-053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Bournemouth_IpswichTown_20250402
Nathan Broadhead,33.0,wls WAL,AM,26-362,71,24,22,2,0,1,0,0,0,0,0,0,0,17,0,1,False,Bournemouth_IpswichTown_20250402
Jack Taylor,14.0,ie IRL,AM,26-283,19,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1,False,Bournemouth_IpswichTown_20250402
Jens Cajuste,12.0,se SWE,DM,25-235,90,32,30,2,1,0,0,0,1,0,0,0,0,27,0,0,False,Bournemouth_IpswichTown_20250402
Sam Morsy,5.0,eg EGY,DM,33-204,81,29,29,0,0,0,0,1,0,0,0,0,0,23,0,2,False,Bournemouth_IpswichTown_20250402
Kalvin Phillips,8.0,eng ENG,DM,29-121,9,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,False,Bournemouth_IpswichTown_20250402
Conor Townsend,22.0,eng ENG,LB,32-029,90,31,25,6,2,0,0,3,4,0,0,0,0,17,0,3,False,Bournemouth_IpswichTown_20250402
Cameron Burgess,15.0,au AUS,CB,29-163,90,24,20,4,3,0,0,0,0,0,0,0,0,18,0,0,False,Bournemouth_IpswichTown_20250402
Dara O'Shea,26.0,ie IRL,CB,26-029,90,28,27,1,1,0,0,0,0,0,0,0,0,17,0,1,False,Bournemouth_IpswichTown_20250402
Axel Tuanzebe,40.0,cd COD,RB,27-139,90,38,22,16,0,0,0,0,16,0,0,0,0,29,0,1,False,Bournemouth_IpswichTown_20250402
Alex Palmer,31.0,eng ENG,GK,28-235,90,37,22,15,6,0,0,0,0,0,0,0,0,24,0,0,False,Bournemouth_IpswichTown_20250402
João Pedro,9.0,br BRA,FW,23-188,71,17,17,0,0,0,0,1,0,0,0,0,0,12,0,1,True,Brighton_AstonVilla_20250402
Danny Welbeck,18.0,eng ENG,FW,34-127,19,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,True,Brighton_AstonVilla_20250402
Kaoru Mitoma,22.0,jp JPN,LW,27-317,90,38,35,3,0,0,0,5,3,0,0,0,0,29,0,3,True,Brighton_AstonVilla_20250402
Simon Adingra,11.0,ci CIV,RW,23-091,90,16,16,0,0,0,0,2,0,0,0,0,0,11,0,0,True,Brighton_AstonVilla_20250402
Brajan Gruda,8.0,de GER,AM,20-306,83,16,15,1,0,0,0,2,0,0,0,0,0,12,0,0,True,Brighton_AstonVilla_20250402
Matt O'Riley,33.0,dk DEN,AM,24-132,7,9,6,3,1,0,0,1,1,0,0,0,0,7,0,0,True,Brighton_AstonVilla_20250402
Yasin Ayari,26.0,se SWE,DM,21-178,90,39,38,1,0,0,0,0,1,0,0,0,0,32,0,2,True,Brighton_AstonVilla_20250402
Diego Gómez,25.0,py PAR,DM,22-006,71,38,34,4,0,0,0,3,0,2,2,0,0,26,0,2,True,Brighton_AstonVilla_20250402
Carlos Baleba,20.0,cm CMR,DM,21-089,19,25,25,0,0,0,0,0,0,0,0,0,0,20,0,0,True,Brighton_AstonVilla_20250402
Pervis Estupiñán,30.0,ec ECU,LB,27-071,90,61,49,12,0,0,0,7,10,2,0,1,1,52,0,1,True,Brighton_AstonVilla_20250402
Lewis Dunk,5.0,eng ENG,CB,33-132,71,75,73,2,2,0,3,0,0,0,0,0,0,65,0,0,True,Brighton_AstonVilla_20250402
Eiran Cashin,16.0,ie IRL,CB,23-144,19,26,26,0,0,0,0,1,0,0,0,0,0,22,0,0,True,Brighton_AstonVilla_20250402
