Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
Chris Richards,26.0,us USA,CB,24-177,90,31,30,1,1,0,0,0,0,0,0,0,0,24,0,0,True,CrystalPalace_ManchesterUtd_20240921
Marc Guéhi,6.0,eng ENG,CB,24-070,90,39,36,2,2,0,0,0,0,0,0,0,0,30,1,1,True,CrystalPalace_ManchesterUtd_20240921
Maxence Lacroix,5.0,fr FRA,CB,24-168,90,29,28,1,1,0,0,1,0,0,0,0,0,22,0,0,True,CrystalPalace_ManchesterUtd_20240921
Dean Henderson,1.0,eng ENG,GK,27-193,90,42,29,13,2,0,0,0,0,0,0,0,0,23,0,0,True,CrystalPalace_ManchesterUtd_20240921
Joshua Zirkzee,11.0,nl NED,FW,23-122,60,17,17,0,0,1,0,1,0,0,0,0,0,15,0,1,False,CrystalPalace_ManchesterUtd_20240921
Marcus Rashford,10.0,eng ENG,"LW,FW",26-326,30,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0,False,CrystalPalace_ManchesterUtd_20240921
Alejandro Garnacho,17.0,ar ARG,"LW,RW",20-082,90,23,22,1,0,0,0,2,1,0,0,0,0,20,0,0,False,CrystalPalace_ManchesterUtd_20240921
Amad Diallo,16.0,ci CIV,RW,22-072,75,37,33,4,0,0,0,2,2,2,1,0,0,30,0,2,False,CrystalPalace_ManchesterUtd_20240921
Rasmus Højlund,9.0,dk DEN,FW,21-230,15,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,False,CrystalPalace_ManchesterUtd_20240921
Bruno Fernandes,8.0,pt POR,AM,30-013,90,91,87,4,1,2,0,7,2,0,0,0,0,62,0,4,False,CrystalPalace_ManchesterUtd_20240921
Christian Eriksen,14.0,dk DEN,DM,32-220,75,69,57,12,2,1,2,9,1,9,3,1,2,55,0,0,False,CrystalPalace_ManchesterUtd_20240921
Manuel Ugarte,25.0,uy URU,DM,23-163,15,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0,False,CrystalPalace_ManchesterUtd_20240921
Kobbie Mainoo,37.0,eng ENG,DM,19-155,90,46,42,4,0,0,0,0,4,0,0,0,0,42,0,0,False,CrystalPalace_ManchesterUtd_20240921
Diogo Dalot,20.0,pt POR,LB,25-187,90,67,58,9,0,1,0,0,9,0,0,0,0,62,0,1,False,CrystalPalace_ManchesterUtd_20240921
Lisandro Martínez,6.0,ar ARG,CB,26-247,90,113,112,1,0,0,0,1,1,0,0,0,0,97,0,0,False,CrystalPalace_ManchesterUtd_20240921
Matthijs de Ligt,4.0,nl NED,CB,25-040,90,83,82,1,1,0,0,0,0,0,0,0,0,78,0,0,False,CrystalPalace_ManchesterUtd_20240921
Noussair Mazraoui,3.0,ma MAR,RB,26-312,90,78,66,12,1,0,0,0,11,0,0,0,0,65,0,3,False,CrystalPalace_ManchesterUtd_20240921
André Onana,24.0,cm CMR,GK,28-172,90,46,39,7,3,0,0,0,0,0,0,0,0,39,0,0,False,CrystalPalace_ManchesterUtd_20240921
Danny Welbeck,18.0,eng ENG,FW,33-301,90,25,25,0,0,0,0,0,0,0,0,0,0,23,0,1,True,Brighton_Nott'hamForest_20240922
Kaoru Mitoma,22.0,jp JPN,"LW,LM",27-125,90,48,47,1,0,1,0,8,1,0,0,0,0,33,0,3,True,Brighton_Nott'hamForest_20240922
Simon Adingra,11.0,ci CIV,RW,22-265,61,24,24,0,0,0,0,5,0,0,0,0,0,15,0,2,True,Brighton_Nott'hamForest_20240922
Yankuba Minteh,17.0,gm GAM,"RW,RM",20-062,29,18,15,3,0,0,0,9,0,3,0,3,0,9,0,0,True,Brighton_Nott'hamForest_20240922
Georginio Rutter,14.0,fr FRA,AM,22-155,70,27,25,2,0,0,0,1,0,0,0,0,0,22,0,0,True,Brighton_Nott'hamForest_20240922
João Pedro,9.0,br BRA,"RW,AM",22-362,20,13,10,3,0,0,0,0,2,0,0,0,0,10,0,0,True,Brighton_Nott'hamForest_20240922
Carlos Baleba,20.0,cm CMR,DM,20-263,61,24,24,0,0,0,1,0,0,0,0,0,0,20,0,0,True,Brighton_Nott'hamForest_20240922
Mats Wieffer,27.0,nl NED,"DM,CM",24-311,29,28,28,0,0,0,0,0,0,0,0,0,0,25,0,0,True,Brighton_Nott'hamForest_20240922
Jack Hinshelwood,41.0,eng ENG,"DM,CM",19-164,90,49,48,1,1,0,2,1,0,0,0,0,0,44,0,0,True,Brighton_Nott'hamForest_20240922
Pervis Estupiñán,30.0,ec ECU,LB,26-245,81,64,50,14,1,0,0,14,7,6,4,2,0,49,0,0,True,Brighton_Nott'hamForest_20240922
Evan Ferguson,28.0,ie IRL,LW,19-339,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Brighton_Nott'hamForest_20240922
Lewis Dunk,5.0,eng ENG,CB,32-306,90,108,102,6,3,0,0,2,3,0,0,0,0,99,0,0,True,Brighton_Nott'hamForest_20240922
Jan Paul van Hecke,29.0,nl NED,CB,24-106,90,99,92,7,7,0,1,1,0,0,0,0,0,88,0,0,True,Brighton_Nott'hamForest_20240922
Joël Veltman,34.0,nl NED,"RB,CB",32-251,90,56,43,13,1,0,0,2,12,0,0,0,0,39,0,2,True,Brighton_Nott'hamForest_20240922
Bart Verbruggen,1.0,nl NED,GK,22-035,90,36,34,2,1,0,0,0,0,0,0,0,0,34,0,0,True,Brighton_Nott'hamForest_20240922
Chris Wood,11.0,nz NZL,FW,32-290,71,11,11,0,0,0,1,0,0,0,0,0,0,6,0,1,False,Brighton_Nott'hamForest_20240922
Morato,4.0,br BRA,"CB,FW",23-084,19,4,3,0,0,0,0,0,0,0,0,0,0,2,1,0,False,Brighton_Nott'hamForest_20240922
Anthony Elanga,21.0,se SWE,LW,22-148,45,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,False,Brighton_Nott'hamForest_20240922
Jota Silva,20.0,pt POR,"RW,FW,AM,CM",25-052,45,7,6,0,0,0,0,1,0,0,0,0,0,4,1,0,False,Brighton_Nott'hamForest_20240922
Callum Hudson-Odoi,14.0,eng ENG,"RW,LW,LM",23-320,90,21,19,1,1,0,0,0,0,0,0,0,0,14,1,2,False,Brighton_Nott'hamForest_20240922
Morgan Gibbs-White,10.0,eng ENG,"AM,DM,CM",24-239,82,23,22,1,1,0,1,0,0,0,0,0,0,14,0,1,False,Brighton_Nott'hamForest_20240922
Elliot Anderson,8.0,eng ENG,DM,21-321,58,14,11,2,0,0,0,0,0,0,0,0,0,9,1,2,False,Brighton_Nott'hamForest_20240922
Ramón Sosa,24.0,py PAR,"RM,RW,DM",25-022,32,5,4,1,0,0,0,1,0,1,1,0,0,3,0,0,False,Brighton_Nott'hamForest_20240922
James Ward-Prowse,18.0,eng ENG,DM,29-326,45,17,15,2,1,0,0,0,0,0,0,0,0,13,0,1,False,Brighton_Nott'hamForest_20240922
Ryan Yates,22.0,eng ENG,"DM,CM",26-306,45,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,False,Brighton_Nott'hamForest_20240922
Álex Moreno,19.0,es ESP,LB,31-106,45,20,12,8,0,0,0,0,8,0,0,0,0,15,0,1,False,Brighton_Nott'hamForest_20240922
Neco Williams,7.0,wls WAL,RB,23-162,45,12,9,3,1,0,0,1,2,0,0,0,0,6,0,1,False,Brighton_Nott'hamForest_20240922
Murillo,5.0,br BRA,CB,22-080,90,36,30,6,4,1,1,0,0,0,0,0,0,26,0,2,False,Brighton_Nott'hamForest_20240922
Nikola Milenković,31.0,rs SRB,CB,26-346,90,23,22,1,1,0,0,0,0,0,0,0,0,23,0,0,False,Brighton_Nott'hamForest_20240922
Ola Aina,34.0,ng NGA,"LB,RB",27-350,90,28,22,6,0,0,0,1,6,0,0,0,0,18,0,1,False,Brighton_Nott'hamForest_20240922
Matz Sels,26.0,be BEL,GK,32-209,90,27,15,12,2,0,0,0,0,0,0,0,0,9,0,0,False,Brighton_Nott'hamForest_20240922
Erling Haaland,9.0,no NOR,FW,24-063,90,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,True,ManchesterCity_Arsenal_20240922
Jeremy Doku,11.0,be BEL,LW,22-118,69,30,29,1,0,0,0,3,0,1,0,0,0,26,0,2,True,ManchesterCity_Arsenal_20240922
Phil Foden,47.0,eng ENG,"CM,LM",24-117,21,24,24,0,0,0,0,0,0,0,0,0,0,21,0,1,True,ManchesterCity_Arsenal_20240922
Sávio,26.0,br BRA,"RW,LW",20-165,77,46,43,3,1,1,1,5,0,2,2,0,0,39,0,1,True,ManchesterCity_Arsenal_20240922
Jack Grealish,10.0,eng ENG,LW,29-012,13,14,11,3,0,0,0,0,2,1,0,0,0,13,0,0,True,ManchesterCity_Arsenal_20240922
İlkay Gündoğan,19.0,de GER,"LM,CM,RM",33-334,90,54,52,2,0,0,0,3,0,2,0,0,0,50,0,1,True,ManchesterCity_Arsenal_20240922
Rodri,16.0,es ESP,CM,28-092,20,13,12,1,1,0,0,0,0,0,0,0,0,12,0,0,True,ManchesterCity_Arsenal_20240922
Mateo Kovačić,8.0,hr CRO,"CM,DM",30-139,70,86,86,0,0,0,0,0,0,0,0,0,0,82,0,1,True,ManchesterCity_Arsenal_20240922
Bernardo Silva,20.0,pt POR,"RM,RW",30-043,90,56,48,8,1,0,0,6,2,2,1,0,0,45,0,4,True,ManchesterCity_Arsenal_20240922
Joško Gvardiol,24.0,hr CRO,LB,22-243,90,41,34,7,1,0,0,0,6,0,0,0,0,40,0,0,True,ManchesterCity_Arsenal_20240922
Manuel Akanji,25.0,ch SUI,"CB,RB",29-065,90,107,106,1,0,1,1,3,0,0,0,0,0,96,0,0,True,ManchesterCity_Arsenal_20240922
Rúben Dias,3.0,pt POR,CB,27-131,90,126,121,5,3,0,0,1,1,0,0,0,0,110,0,2,True,ManchesterCity_Arsenal_20240922
Kyle Walker,2.0,eng ENG,RB,34-117,77,117,105,12,3,1,0,3,9,0,0,0,0,107,0,0,True,ManchesterCity_Arsenal_20240922
John Stones,5.0,eng ENG,DM,30-117,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,ManchesterCity_Arsenal_20240922
Ederson,31.0,br BRA,GK,31-036,90,27,26,1,0,0,0,0,0,0,0,0,0,23,0,0,True,ManchesterCity_Arsenal_20240922
Leandro Trossard,19.0,be BEL,FW,29-293,44,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0,False,ManchesterCity_Arsenal_20240922
Kai Havertz,29.0,de GER,"RM,FW",25-103,90,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,False,ManchesterCity_Arsenal_20240922
Gabriel Martinelli,11.0,br BRA,LM,23-096,86,17,17,0,0,0,0,2,0,0,0,0,0,13,0,0,False,ManchesterCity_Arsenal_20240922
Gabriel Jesus,9.0,br BRA,LM,27-172,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,False,ManchesterCity_Arsenal_20240922
Declan Rice,41.0,eng ENG,CM,25-252,90,25,19,6,3,0,1,1,0,0,0,0,0,17,0,1,False,ManchesterCity_Arsenal_20240922
Thomas Partey,5.0,gh GHA,CM,31-101,90,31,28,3,3,0,0,0,0,0,0,0,0,25,0,0,False,ManchesterCity_Arsenal_20240922
Bukayo Saka,7.0,eng ENG,RM,23-017,45,13,11,2,0,0,0,3,0,2,2,0,0,11,0,0,False,ManchesterCity_Arsenal_20240922
Ben White,4.0,eng ENG,CB,26-350,45,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,False,ManchesterCity_Arsenal_20240922
Riccardo Calafiori,33.0,it ITA,LB,22-126,73,18,17,1,0,0,0,0,1,0,0,0,0,17,0,0,False,ManchesterCity_Arsenal_20240922
Jakub Kiwior,15.0,pl POL,"LB,RB",24-220,17,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,False,ManchesterCity_Arsenal_20240922
Gabriel Magalhães,6.0,br BRA,CB,26-278,90,21,21,0,0,0,0,0,0,0,0,0,0,17,0,1,False,ManchesterCity_Arsenal_20240922
William Saliba,2.0,fr FRA,CB,23-182,90,25,24,0,0,0,1,0,0,0,0,0,0,22,1,0,False,ManchesterCity_Arsenal_20240922
Jurriën Timber,12.0,nl NED,RB,23-097,89,10,7,3,0,0,0,0,3,0,0,0,0,2,0,0,False,ManchesterCity_Arsenal_20240922
Myles Lewis-Skelly,49.0,eng ENG,LB,17-362,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,ManchesterCity_Arsenal_20240922
David Raya,22.0,es ESP,GK,29-007,90,40,27,13,1,0,0,0,0,0,0,0,0,18,0,0,False,ManchesterCity_Arsenal_20240922
Anthony Gordon,10.0,eng ENG,FW,23-217,90,21,19,2,0,0,0,4,0,0,0,0,0,17,0,0,True,NewcastleUtd_ManchesterCity_20240928
Harvey Barnes,11.0,eng ENG,LW,26-294,75,16,16,0,0,1,0,0,0,0,0,0,0,13,0,0,True,NewcastleUtd_ManchesterCity_20240928
Joe Willock,28.0,eng ENG,LW,25-039,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,NewcastleUtd_ManchesterCity_20240928
Jacob Murphy,23.0,eng ENG,RW,29-217,90,27,27,0,0,0,1,1,0,0,0,0,0,21,0,0,True,NewcastleUtd_ManchesterCity_20240928
Joelinton,7.0,br BRA,LM,28-045,90,31,30,1,0,0,0,0,1,0,0,0,0,27,0,0,True,NewcastleUtd_ManchesterCity_20240928
Bruno Guimarães,39.0,br BRA,CM,26-317,90,45,44,1,0,2,0,1,1,0,0,0,0,37,0,3,True,NewcastleUtd_ManchesterCity_20240928
Sandro Tonali,8.0,it ITA,RM,24-143,76,19,18,1,0,0,0,3,0,1,1,0,0,13,0,0,True,NewcastleUtd_ManchesterCity_20240928
Sean Longstaff,36.0,eng ENG,RM,26-334,14,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,True,NewcastleUtd_ManchesterCity_20240928
Lewis Hall,20.0,eng ENG,LB,20-020,90,47,40,7,2,0,0,4,3,2,2,0,0,31,0,1,True,NewcastleUtd_ManchesterCity_20240928
Dan Burn,33.0,eng ENG,CB,32-142,90,22,22,0,0,0,0,0,0,0,0,0,0,19,0,0,True,NewcastleUtd_ManchesterCity_20240928
Fabian Schär,5.0,ch SUI,CB,32-283,90,51,49,1,1,0,1,0,0,0,0,0,0,35,1,0,True,NewcastleUtd_ManchesterCity_20240928
Kieran Trippier,2.0,eng ENG,RB,34-009,77,54,39,15,4,0,0,3,9,2,2,0,0,46,0,1,True,NewcastleUtd_ManchesterCity_20240928
Valentino Livramento,21.0,eng ENG,RB,21-321,13,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,True,NewcastleUtd_ManchesterCity_20240928
Nick Pope,22.0,eng ENG,GK,32-162,90,26,16,10,2,0,0,0,0,0,0,0,0,18,0,0,True,NewcastleUtd_ManchesterCity_20240928
Erling Haaland,9.0,no NOR,FW,24-069,90,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1,False,NewcastleUtd_ManchesterCity_20240928
Jack Grealish,10.0,eng ENG,LW,29-018,80,35,35,0,0,0,0,1,0,0,0,0,0,32,0,0,False,NewcastleUtd_ManchesterCity_20240928
Jeremy Doku,11.0,be BEL,LW,22-124,10,8,8,0,0,0,0,2,0,0,0,0,0,6,0,0,False,NewcastleUtd_ManchesterCity_20240928
Bernardo Silva,20.0,pt POR,"RW,DM",30-049,90,44,41,3,2,0,0,3,1,0,0,0,0,38,0,1,False,NewcastleUtd_ManchesterCity_20240928
İlkay Gündoğan,19.0,de GER,AM,33-340,65,29,22,7,1,2,0,6,0,4,1,2,0,21,0,0,False,NewcastleUtd_ManchesterCity_20240928
Phil Foden,47.0,eng ENG,AM,24-123,25,22,20,2,1,0,0,2,0,1,0,1,0,17,0,1,False,NewcastleUtd_ManchesterCity_20240928
Mateo Kovačić,8.0,hr CRO,DM,30-145,90,82,80,2,2,1,1,0,0,0,0,0,0,76,0,1,False,NewcastleUtd_ManchesterCity_20240928
Rico Lewis,82.0,eng ENG,DM,19-312,80,23,23,0,0,0,0,0,0,0,0,0,0,21,0,1,False,NewcastleUtd_ManchesterCity_20240928
Sávio,26.0,br BRA,RW,20-171,10,10,9,1,0,0,0,3,0,1,1,0,0,7,0,1,False,NewcastleUtd_ManchesterCity_20240928
Joško Gvardiol,24.0,hr CRO,LB,22-249,90,57,51,6,3,1,0,0,3,0,0,0,0,49,0,1,False,NewcastleUtd_ManchesterCity_20240928
Manuel Akanji,25.0,ch SUI,CB,29-071,90,71,70,1,1,1,0,1,0,0,0,0,0,63,0,0,False,NewcastleUtd_ManchesterCity_20240928
Rúben Dias,3.0,pt POR,CB,27-137,90,86,82,4,1,0,0,0,0,0,0,0,0,77,0,1,False,NewcastleUtd_ManchesterCity_20240928
Kyle Walker,2.0,eng ENG,RB,34-123,90,67,56,11,1,0,2,1,10,0,0,0,0,56,0,0,False,NewcastleUtd_ManchesterCity_20240928
Ederson,31.0,br BRA,GK,31-042,90,49,44,5,3,0,0,0,0,0,0,0,0,38,0,0,False,NewcastleUtd_ManchesterCity_20240928
Bryan Mbeumo,19.0,cm CMR,FW,25-052,90,47,41,6,3,0,0,7,0,3,1,1,0,31,0,3,True,Brentford_WestHam_20240928
Fabio Carvalho,14.0,pt POR,FW,22-029,84,32,23,8,2,0,0,5,0,4,2,0,0,22,1,0,True,Brentford_WestHam_20240928
Yunus Emre Konak,26.0,tr TUR,FW,18-262,6,5,4,1,0,0,0,0,1,0,0,0,0,3,0,1,True,Brentford_WestHam_20240928
Keane Lewis-Potter,23.0,eng ENG,LM,23-219,90,33,29,4,1,0,0,3,3,0,0,0,0,25,0,2,True,Brentford_WestHam_20240928
Vitaly Janelt,27.0,de GER,CM,26-141,90,39,39,0,0,0,0,0,0,0,0,0,0,35,0,0,True,Brentford_WestHam_20240928
Mikkel Damsgaard,24.0,dk DEN,"CM,RM",24-087,90,59,57,2,0,0,1,4,2,0,0,0,0,42,0,2,True,Brentford_WestHam_20240928
Kevin Schade,7.0,de GER,RM,22-306,59,17,17,0,0,0,0,5,0,0,0,0,0,6,0,1,True,Brentford_WestHam_20240928
Yehor Yarmoliuk,18.0,ua UKR,CM,20-211,31,30,30,0,0,0,0,3,0,0,0,0,0,27,0,1,True,Brentford_WestHam_20240928
Kristoffer Ajer,20.0,no NOR,LB,26-164,90,53,47,6,1,0,0,1,5,0,0,0,0,38,0,0,True,Brentford_WestHam_20240928
Ethan Pinnock,5.0,jm JAM,CB,31-122,90,79,68,11,0,0,0,0,2,0,0,0,0,70,0,0,True,Brentford_WestHam_20240928
Nathan Collins,22.0,ie IRL,CB,23-151,90,76,73,3,3,0,0,0,0,0,0,0,0,67,0,1,True,Brentford_WestHam_20240928
Sepp van den Berg,4.0,nl NED,RB,22-283,90,57,52,5,0,0,0,0,5,0,0,0,0,44,0,0,True,Brentford_WestHam_20240928
Mark Flekken,1.0,nl NED,GK,31-107,90,51,45,6,2,0,1,0,0,0,0,0,0,38,0,0,True,Brentford_WestHam_20240928
Michail Antonio,9.0,jm JAM,FW,34-184,74,20,20,0,0,1,1,2,0,0,0,0,0,15,0,0,False,Brentford_WestHam_20240928
Danny Ings,18.0,eng ENG,FW,32-067,16,7,7,0,0,0,0,1,0,0,0,0,0,2,0,1,False,Brentford_WestHam_20240928
Mohammed Kudus,14.0,gh GHA,LM,24-057,45,19,19,0,0,0,0,0,0,0,0,0,0,15,0,1,False,Brentford_WestHam_20240928
Carlos Soler,4.0,es ESP,"LM,CM",27-270,45,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0,False,Brentford_WestHam_20240928
Lucas Paquetá,10.0,br BRA,CM,27-032,75,44,42,2,0,1,1,3,0,0,0,0,0,34,0,0,False,Brentford_WestHam_20240928
Crysencio Summerville,7.0,nl NED,LM,22-334,15,6,6,0,0,1,0,0,0,0,0,0,0,2,0,0,False,Brentford_WestHam_20240928
Tomáš Souček,28.0,cz CZE,CM,29-214,90,30,30,0,0,0,0,1,0,0,0,0,0,22,0,0,False,Brentford_WestHam_20240928
Jarrod Bowen,20.0,eng ENG,RM,27-283,89,30,25,5,0,0,0,5,0,5,1,4,0,18,0,2,False,Brentford_WestHam_20240928
Andy Irving,39.0,sct SCO,RM,24-138,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,Brentford_WestHam_20240928
Guido Rodríguez,24.0,ar ARG,DM,30-169,90,43,42,1,1,0,0,0,0,0,0,0,0,38,0,0,False,Brentford_WestHam_20240928
Emerson Palmieri,33.0,it ITA,LB,30-056,45,31,23,7,0,0,0,1,6,1,0,0,0,25,1,0,False,Brentford_WestHam_20240928
Konstantinos Mavropanos,15.0,gr GRE,RB,26-292,45,26,18,8,0,0,2,1,8,0,0,0,0,15,0,1,False,Brentford_WestHam_20240928
Max Kilman,26.0,eng ENG,CB,27-128,90,39,38,1,1,0,0,0,0,0,0,0,0,34,0,0,False,Brentford_WestHam_20240928
Jean-Clair Todibo,25.0,fr FRA,CB,24-273,90,49,49,0,0,0,0,1,0,0,0,0,0,41,0,0,False,Brentford_WestHam_20240928
Aaron Wan-Bissaka,29.0,cd COD,"LB,RB",26-307,90,42,37,5,1,0,0,1,4,0,0,0,0,36,0,1,False,Brentford_WestHam_20240928
Alphonse Areola,23.0,fr FRA,GK,31-214,90,37,30,6,0,0,0,0,0,0,0,0,0,26,1,1,False,Brentford_WestHam_20240928
Dominic Calvert-Lewin,9.0,eng ENG,FW,27-196,90,14,14,0,0,0,0,0,0,0,0,0,0,5,0,2,True,Everton_CrystalPalace_20240928
Iliman Ndiaye,10.0,sn SEN,LW,24-206,90,35,34,1,0,0,0,2,0,1,1,0,0,31,0,1,True,Everton_CrystalPalace_20240928
Jesper Lindstrøm,29.0,dk DEN,RW,24-212,45,15,10,5,1,0,0,5,1,3,3,0,0,9,0,0,True,Everton_CrystalPalace_20240928
Jack Harrison,11.0,eng ENG,RW,27-313,45,12,11,0,0,0,0,2,0,0,0,0,0,7,1,1,True,Everton_CrystalPalace_20240928
Dwight McNeil,7.0,eng ENG,AM,24-311,82,32,25,7,4,1,0,6,0,1,1,0,0,22,0,1,True,Everton_CrystalPalace_20240928
Idrissa Gana Gueye,27.0,sn SEN,"DM,AM",35-002,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,Everton_CrystalPalace_20240928
Orel Mangala,8.0,be BEL,DM,26-194,82,34,34,0,0,0,0,1,0,0,0,0,0,29,0,1,True,Everton_CrystalPalace_20240928
James Garner,37.0,eng ENG,AM,23-199,8,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,True,Everton_CrystalPalace_20240928
Abdoulaye Doucouré,16.0,ml MLI,DM,31-271,90,38,37,0,0,0,0,1,0,0,0,0,0,28,1,1,True,Everton_CrystalPalace_20240928
Vitaliy Mykolenko,19.0,ua UKR,LB,25-122,90,34,30,4,0,0,0,3,4,0,0,0,0,25,0,0,True,Everton_CrystalPalace_20240928
Jarrad Branthwaite,32.0,eng ENG,CB,22-093,90,32,32,0,0,0,0,0,0,0,0,0,0,27,0,1,True,Everton_CrystalPalace_20240928
James Tarkowski,6.0,eng ENG,CB,31-314,90,36,36,0,0,0,0,0,0,0,0,0,0,28,0,0,True,Everton_CrystalPalace_20240928
Ashley Young,18.0,eng ENG,RB,39-081,90,69,52,17,0,0,0,1,17,0,0,0,0,44,0,0,True,Everton_CrystalPalace_20240928
Jordan Pickford,1.0,eng ENG,GK,30-205,90,43,30,13,5,0,0,0,0,0,0,0,0,29,0,0,True,Everton_CrystalPalace_20240928
Jean-Philippe Mateta,14.0,fr FRA,FW,27-092,90,18,18,0,0,0,0,1,0,0,0,0,0,9,0,0,False,Everton_CrystalPalace_20240928
Eberechi Eze,10.0,eng ENG,LW,26-091,90,40,33,7,4,0,1,2,0,0,0,0,0,31,0,0,False,Everton_CrystalPalace_20240928
Eddie Nketiah,9.0,eng ENG,"RW,AM",25-121,72,22,21,1,0,0,0,1,1,0,0,0,0,15,0,2,False,Everton_CrystalPalace_20240928
Jeffrey Schlupp,15.0,gh GHA,AM,31-280,18,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0,False,Everton_CrystalPalace_20240928
Tyrick Mitchell,3.0,eng ENG,"LM,LB",25-027,90,53,43,10,0,0,0,3,10,0,0,0,0,35,0,3,False,Everton_CrystalPalace_20240928
Daichi Kamada,18.0,jp JPN,CM,28-054,61,41,39,2,1,0,0,0,0,1,0,0,0,36,0,0,False,Everton_CrystalPalace_20240928
Ismaila Sarr,7.0,sn SEN,RW,26-216,29,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,False,Everton_CrystalPalace_20240928
Adam Wharton,20.0,eng ENG,"CM,DM",20-235,88,74,68,6,1,0,0,5,0,5,4,0,0,63,0,0,False,Everton_CrystalPalace_20240928
Will Hughes,19.0,eng ENG,DM,29-164,2,5,3,2,0,0,0,3,0,2,2,0,0,1,0,0,False,Everton_CrystalPalace_20240928
Daniel Muñoz,12.0,co COL,"RM,RB",28-125,90,61,53,8,1,0,0,1,7,0,0,0,0,49,0,1,False,Everton_CrystalPalace_20240928
Jefferson Lerma,8.0,co COL,"CB,DM",29-339,90,77,74,3,1,0,0,1,2,0,0,0,0,61,0,0,False,Everton_CrystalPalace_20240928
Marc Guéhi,6.0,eng ENG,CB,24-077,90,85,78,7,6,0,1,0,1,0,0,0,0,78,0,0,False,Everton_CrystalPalace_20240928
Maxence Lacroix,5.0,fr FRA,CB,24-175,90,71,71,0,0,0,0,1,0,0,0,0,0,53,0,0,False,Everton_CrystalPalace_20240928
Dean Henderson,1.0,eng ENG,GK,27-200,90,20,16,4,0,0,0,0,0,0,0,0,0,17,0,0,False,Everton_CrystalPalace_20240928
Leandro Trossard,19.0,be BEL,FW,29-299,89,43,43,0,0,0,1,1,0,0,0,0,0,34,0,0,True,Arsenal_LeicesterCity_20240928
Gabriel Jesus,9.0,br BRA,FW,27-178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Arsenal_LeicesterCity_20240928
Kai Havertz,29.0,de GER,FW,25-109,90,40,39,1,0,0,0,0,1,0,0,0,0,33,0,0,True,Arsenal_LeicesterCity_20240928
Gabriel Martinelli,11.0,br BRA,LM,23-102,73,27,27,0,0,0,0,3,0,0,0,0,0,20,0,3,True,Arsenal_LeicesterCity_20240928
Raheem Sterling,30.0,eng ENG,LM,29-295,17,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0,True,Arsenal_LeicesterCity_20240928
Declan Rice,41.0,eng ENG,CM,25-258,90,98,84,14,4,0,2,16,0,9,9,0,0,75,0,2,True,Arsenal_LeicesterCity_20240928
Thomas Partey,5.0,gh GHA,CM,31-107,84,96,94,2,0,0,0,0,0,0,0,0,0,87,0,3,True,Arsenal_LeicesterCity_20240928
Ethan Nwaneri,53.0,eng ENG,CM,17-191,6,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,True,Arsenal_LeicesterCity_20240928
Bukayo Saka,7.0,eng ENG,RM,23-023,90,66,56,10,1,0,0,11,1,8,8,0,0,57,0,2,True,Arsenal_LeicesterCity_20240928
Riccardo Calafiori,33.0,it ITA,LB,22-132,90,80,73,7,0,0,0,1,7,0,0,0,0,69,0,1,True,Arsenal_LeicesterCity_20240928
Gabriel Magalhães,6.0,br BRA,CB,26-284,90,88,86,2,1,0,0,0,1,0,0,0,0,81,0,0,True,Arsenal_LeicesterCity_20240928
William Saliba,2.0,fr FRA,CB,23-188,90,61,61,0,0,0,0,0,0,0,0,0,0,59,0,0,True,Arsenal_LeicesterCity_20240928
Jurriën Timber,12.0,nl NED,RB,23-103,90,82,73,9,0,0,0,5,9,0,0,0,0,71,0,1,True,Arsenal_LeicesterCity_20240928
