player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Justin Kluivert,19.0,nlNED,AM,26-211,69.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Bournemouth_Everton_20251202
Julio Soler,6.0,arARG,"DM,AM",20-289,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bournemouth_Everton_20251202
Alex Scott,8.0,engENG,DM,22-103,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,1.0,1.0,5.0,0.0,True,Bournemouth_Everton_20251202
Enes Ünal,26.0,trTUR,AM,28-206,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bournemouth_Everton_20251202
Tyler Adams,12.0,usUSA,DM,26-291,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1.0,True,Bournemouth_Everton_20251202
Adrien Truffert,3.0,frFRA,LB,24-012,90.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,True,Bournemouth_Everton_20251202
Bafodé Diakité,18.0,frFRA,CB,24-330,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,8.0,0.0,True,Bournemouth_Everton_20251202
Veljko Milosavljević,44.0,rsSRB,CB,18-157,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,True,Bournemouth_Everton_20251202
Álex Jiménez,20.0,esESP,RB,20-208,90.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,0.0,2.0,8.0,0.0,True,Bournemouth_Everton_20251202
Đorđe Petrović,1.0,rsSRB,GK,26-055,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bournemouth_Everton_20251202
Thierno Barry,11.0,frFRA,FW,23-042,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Bournemouth_Everton_20251202
Beto,9.0,gwGNB,FW,27-305,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Bournemouth_Everton_20251202
Jack Grealish,18.0,engENG,LW,30-083,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,False,Bournemouth_Everton_20251202
Iliman Ndiaye,10.0,snSEN,RW,25-271,90.0,4.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,False,Bournemouth_Everton_20251202
Carlos Alcaraz,24.0,arARG,AM,23-002,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Bournemouth_Everton_20251202
Dwight McNeil,7.0,engENG,AM,26-010,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,False,Bournemouth_Everton_20251202
Kiernan Dewsbury-Hall,22.0,engENG,DM,27-087,90.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,False,Bournemouth_Everton_20251202
Tim Iroegbunam,42.0,engENG,DM,22-155,90.0,7.0,5.0,4.0,2.0,1.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,False,Bournemouth_Everton_20251202
Vitaliy Mykolenko,16.0,uaUKR,LB,26-187,90.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,False,Bournemouth_Everton_20251202
Jake O'Brien,15.0,ieIRL,CB,24-201,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,False,Bournemouth_Everton_20251202
James Tarkowski,6.0,engENG,CB,33-013,90.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,7.0,0.0,False,Bournemouth_Everton_20251202
James Garner,37.0,engENG,RB,24-264,90.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,False,Bournemouth_Everton_20251202
Jordan Pickford,1.0,engENG,GK,31-270,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Bournemouth_Everton_20251202
Raúl Jiménez,7.0,mxMEX,FW,34-211,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Jonah Kusi-Asare,18.0,seSWE,FW,18-151,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Alex Iwobi,17.0,ngNGA,"DM,LW",29-213,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Harry Wilson,8.0,wlsWAL,RW,28-255,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,True,Fulham_ManchesterCity_20251202
Kevin,22.0,brBRA,LW,22-332,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Emile Smith Rowe,32.0,engENG,AM,25-127,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Joshua King,24.0,engENG,AM,18-333,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Sander Berge,16.0,noNOR,DM,27-291,90.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,True,Fulham_ManchesterCity_20251202
Saša Lukić,20.0,rsSRB,DM,29-111,45.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Samuel Chukwueze,19.0,ngNGA,"LW,RW",26-194,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Ryan Sessegnon,30.0,engENG,LB,25-198,90.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,True,Fulham_ManchesterCity_20251202
Calvin Bassey,3.0,ngNGA,CB,25-336,90.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.0,3.0,8.0,0.0,True,Fulham_ManchesterCity_20251202
Joachim Andersen,5.0,dkDEN,CB,29-185,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,1.0,True,Fulham_ManchesterCity_20251202
Kenny Tete,2.0,nlNED,RB,30-054,45.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Timothy Castagne,21.0,beBEL,RB,29-362,45.0,5.0,3.0,4.0,0.0,1.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Bernd Leno,1.0,deGER,GK,33-273,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_ManchesterCity_20251202
Erling Haaland,9.0,noNOR,FW,25-134,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Fulham_ManchesterCity_20251202
Jeremy Doku,11.0,beBEL,LW,23-189,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,False,Fulham_ManchesterCity_20251202
Sávio,26.0,brBRA,LW,21-236,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Fulham_ManchesterCity_20251202
Phil Foden,47.0,engENG,"RW,LM",25-188,89.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,False,Fulham_ManchesterCity_20251202
Nathan Aké,6.0,nlNED,LM,30-287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_ManchesterCity_20251202
Tijjani Reijnders,4.0,nlNED,LM,27-126,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_ManchesterCity_20251202
Rayan Cherki,10.0,frFRA,RW,22-107,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,Fulham_ManchesterCity_20251202
Nicolás González,14.0,esESP,CM,23-333,63.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,False,Fulham_ManchesterCity_20251202
John Stones,5.0,engENG,"CM,CB",31-188,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,False,Fulham_ManchesterCity_20251202
Bernardo Silva,20.0,ptPOR,RM,31-114,90.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,False,Fulham_ManchesterCity_20251202
Nico O’Reilly,33.0,engENG,"LB,CM",20-256,90.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,1.0,5.0,2.0,0.0,False,Fulham_ManchesterCity_20251202
Joško Gvardiol,24.0,hrCRO,"CB,LB",23-313,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,False,Fulham_ManchesterCity_20251202
Rúben Dias,3.0,ptPOR,CB,28-202,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,False,Fulham_ManchesterCity_20251202
Matheus Nunes,27.0,ptPOR,RB,27-097,90.0,5.0,3.0,5.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,2.0,7.0,5.0,0.0,False,Fulham_ManchesterCity_20251202
Gianluigi Donnarumma,25.0,itITA,GK,26-280,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_ManchesterCity_20251202
Nick Woltemade,27.0,deGER,FW,23-291,90.0,4.0,3.0,0.0,3.0,1.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,True,NewcastleUtd_Tottenham_20251202
Harvey Barnes,11.0,engENG,LW,27-358,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Anthony Gordon,10.0,engENG,LW,24-281,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Jacob Murphy,23.0,engENG,RW,30-281,65.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Anthony Elanga,20.0,seSWE,RW,23-219,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Joelinton,7.0,brBRA,"LM,CM",29-110,90.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,True,NewcastleUtd_Tottenham_20251202
Sandro Tonali,8.0,itITA,CM,25-208,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Bruno Guimarães,39.0,brBRA,CM,28-016,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Lewis Miley,67.0,engENG,RM,19-215,89.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,True,NewcastleUtd_Tottenham_20251202
Fabian Schär,5.0,chSUI,CB,33-347,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,NewcastleUtd_Tottenham_20251202
Lewis Hall,3.0,engENG,"LB,LM",21-085,90.0,4.0,4.0,0.0,3.0,1.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,3.0,7.0,4.0,0.0,True,NewcastleUtd_Tottenham_20251202
Dan Burn,33.0,engENG,CB,33-207,90.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,4.0,9.0,0.0,True,NewcastleUtd_Tottenham_20251202
Malick Thiaw,12.0,deGER,CB,24-116,90.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,True,NewcastleUtd_Tottenham_20251202
Valentino Livramento,21.0,engENG,"RB,RM",23-020,90.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,0.0,2.0,7.0,0.0,True,NewcastleUtd_Tottenham_20251202
Aaron Ramsdale,32.0,engENG,GK,27-202,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Tottenham_20251202
Randal Kolo Muani,39.0,frFRA,FW,26-362,76.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False,NewcastleUtd_Tottenham_20251202
Richarlison,9.0,brBRA,FW,28-206,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,NewcastleUtd_Tottenham_20251202
Brennan Johnson,22.0,wlsWAL,LW,24-193,76.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,False,NewcastleUtd_Tottenham_20251202
Mathys Tel,11.0,frFRA,LW,20-219,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Tottenham_20251202
Mohammed Kudus,20.0,ghGHA,RW,25-122,86.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,False,NewcastleUtd_Tottenham_20251202
Wilson Odobert,28.0,frFRA,RW,21-004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Tottenham_20251202
Lucas Bergvall,15.0,seSWE,AM,19-303,76.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,NewcastleUtd_Tottenham_20251202
Xavi Simons,7.0,nlNED,AM,22-225,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Tottenham_20251202
Pape Matar Sarr,29.0,snSEN,DM,23-079,86.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,False,NewcastleUtd_Tottenham_20251202
Archie Gray,14.0,engENG,DM,19-265,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Tottenham_20251202
Rodrigo Bentancur,30.0,uyURU,DM,28-160,90.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,3.0,6.0,3.0,0.0,False,NewcastleUtd_Tottenham_20251202
Destiny Udogie,13.0,itITA,LB,23-004,90.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,False,NewcastleUtd_Tottenham_20251202
Kevin Danso,4.0,atAUT,CB,27-074,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,2.0,1.0,1.0,2.0,11.0,0.0,False,NewcastleUtd_Tottenham_20251202
Cristian Romero,17.0,arARG,CB,27-219,90.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,50.0,1.0,3.0,2.0,1.0,2.0,5.0,6.0,0.0,False,NewcastleUtd_Tottenham_20251202
Pedro Porro,23.0,esESP,RB,26-080,90.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,1.0,False,NewcastleUtd_Tottenham_20251202
Guglielmo Vicario,1.0,itITA,GK,29-056,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,NewcastleUtd_Tottenham_20251202
Lyle Foster,9.0,zaRSA,FW,25-091,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Zian Flemming,19.0,nlNED,FW,27-124,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Burnley_CrystalPalace_20251203
Hannibal Mejbri,28.0,tnTUN,"AM,DM",22-316,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Jaidon Anthony,11.0,engENG,LM,26-002,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,True,Burnley_CrystalPalace_20251203
Marcus Edwards,10.0,engENG,RW,27-000,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Florentino Luís,16.0,ptPOR,"CM,DM",26-106,70.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,True,Burnley_CrystalPalace_20251203
Lesley Ugochukwu,8.0,frFRA,DM,21-252,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Josh Cullen,24.0,ieIRL,"CM,DM",29-240,80.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,True,Burnley_CrystalPalace_20251203
Armando Broja,27.0,alALB,AM,24-084,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Loum Tchaouna,17.0,frFRA,RM,22-086,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Jacob Bruun Larsen,7.0,dkDEN,"LW,RM",27-075,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Burnley_CrystalPalace_20251203
Quilindschy Hartman,3.0,nlNED,LB,24-019,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,True,Burnley_CrystalPalace_20251203
Maxime Estève,5.0,frFRA,CB,23-191,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,5.0,14.0,0.0,True,Burnley_CrystalPalace_20251203
Hjalmar Ekdal,18.0,seSWE,CB,27-043,90.0,4.0,3.0,2.0,2.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0,True,Burnley_CrystalPalace_20251203
Kyle Walker,2.0,engENG,RB,35-189,90.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,4.0,5.0,2.0,0.0,True,Burnley_CrystalPalace_20251203
Martin Dúbravka,1.0,skSVK,GK,36-322,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Burnley_CrystalPalace_20251203
Jean-Philippe Mateta,14.0,frFRA,FW,28-158,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Burnley_CrystalPalace_20251203
Eddie Nketiah,9.0,engENG,FW,26-187,27.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,False,Burnley_CrystalPalace_20251203
Yeremi Pino,10.0,esESP,AM,23-044,63.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,Burnley_CrystalPalace_20251203
Justin Devenny,55.0,nirNIR,"AM,LM",22-053,27.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Burnley_CrystalPalace_20251203
Daichi Kamada,18.0,jpJPN,AM,29-120,87.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,False,Burnley_CrystalPalace_20251203
Jaydee Canvot,23.0,frFRA,RB,19-127,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Burnley_CrystalPalace_20251203
Jefferson Lerma,8.0,coCOL,CM,31-039,90.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,False,Burnley_CrystalPalace_20251203
Adam Wharton,20.0,engENG,CM,21-300,75.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,False,Burnley_CrystalPalace_20251203
Will Hughes,19.0,engENG,CM,30-230,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,False,Burnley_CrystalPalace_20251203
Tyrick Mitchell,3.0,engENG,"WB,LB",26-093,90.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,,0.0,5.0,1.0,4.0,0.0,3.0,3.0,0.0,False,Burnley_CrystalPalace_20251203
Daniel Muñoz,2.0,coCOL,"WB,RM",29-191,90.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,0.0,1.0,6.0,0.0,False,Burnley_CrystalPalace_20251203
Marc Guéhi,6.0,engENG,CB,25-143,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,10.0,0.0,False,Burnley_CrystalPalace_20251203
Maxence Lacroix,5.0,frFRA,CB,25-241,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,2.0,10.0,0.0,False,Burnley_CrystalPalace_20251203
Chris Richards,26.0,usUSA,CB,25-250,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,3.0,3.0,7.0,0.0,False,Burnley_CrystalPalace_20251203
Dean Henderson,1.0,engENG,GK,28-266,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,False,Burnley_CrystalPalace_20251203
Mikel Merino,23.0,esESP,"FW,LM",29-164,90.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,True,Arsenal_Brentford_20251203
Gabriel Martinelli,11.0,brBRA,LW,24-168,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True,Arsenal_Brentford_20251203
Eberechi Eze,10.0,engENG,LW,27-157,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Arsenal_Brentford_20251203
Noni Madueke,20.0,engENG,RW,23-268,60.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,True,Arsenal_Brentford_20251203
Bukayo Saka,7.0,engENG,RW,24-089,30.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Arsenal_Brentford_20251203
Declan Rice,41.0,engENG,LM,26-323,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Arsenal_Brentford_20251203
Viktor Gyökeres,14.0,seSWE,FW,27-182,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Arsenal_Brentford_20251203
Martín Zubimendi,36.0,esESP,CM,26-304,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,True,Arsenal_Brentford_20251203
Martin Ødegaard,8.0,noNOR,RM,26-351,90.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,True,Arsenal_Brentford_20251203
