player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Gianluigi Donnarumma,25.0,itITA,GK,26-222,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Brentford_ManchesterCity_20251005
Taiwo Awoniyi,9.0,ngNGA,FW,28-067,45.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Igor Jesus,19.0,brBRA,"FW,AM,RW",24-235,45.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Morgan Gibbs-White,10.0,engENG,"FW,RW,AM",25-264,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,True,Nott'hamForest_Chelsea_20251018
Elliot Anderson,8.0,engENG,"CM,DM",22-346,90.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,True,Nott'hamForest_Chelsea_20251018
Ibrahim Sangaré,6.0,ciCIV,"CM,DM",27-320,90.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,True,Nott'hamForest_Chelsea_20251018
Douglas Luiz,12.0,brBRA,CM,27-162,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Callum Hudson-Odoi,7.0,engENG,"LW,CM",24-345,38.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Oleksandr Zinchenko,35.0,uaUKR,LB,28-307,73.0,4.0,3.0,0.0,2.0,2.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,True,Nott'hamForest_Chelsea_20251018
Chris Wood,11.0,nzNZL,FW,33-315,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Murillo,5.0,brBRA,CB,23-106,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,True,Nott'hamForest_Chelsea_20251018
Nicolò Savona,37.0,itITA,RB,22-213,17.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Nott'hamForest_Chelsea_20251018
Morato,4.0,brBRA,CB,24-110,90.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,True,Nott'hamForest_Chelsea_20251018
Nikola Milenković,31.0,rsSRB,CB,28-006,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,True,Nott'hamForest_Chelsea_20251018
Neco Williams,3.0,wlsWAL,"RB,LB",24-188,90.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,True,Nott'hamForest_Chelsea_20251018
Matz Sels,26.0,beBEL,GK,33-234,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,Nott'hamForest_Chelsea_20251018
João Pedro,20.0,brBRA,"FW,AM,DM",24-022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Alejandro Garnacho,49.0,arARG,LW,21-109,45.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Jamie Gittens,11.0,engENG,LW,21-071,45.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,False,Nott'hamForest_Chelsea_20251018
Pedro Neto,7.0,ptPOR,RW,25-223,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Estêvão Willian,41.0,brBRA,RW,18-177,13.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,Nott'hamForest_Chelsea_20251018
Andrey Santos,17.0,brBRA,AM,21-168,45.0,4.0,1.0,0.0,3.0,1.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Marc Guiu,38.0,esESP,FW,19-287,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Nott'hamForest_Chelsea_20251018
Roméo Lavia,45.0,beBEL,DM,21-285,45.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,False,Nott'hamForest_Chelsea_20251018
Moisés Caicedo,25.0,ecECU,DM,23-350,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,False,Nott'hamForest_Chelsea_20251018
Malo Gusto,27.0,frFRA,DM,22-152,86.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,False,Nott'hamForest_Chelsea_20251018
Marc Cucurella,3.0,esESP,LB,27-088,90.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,100.0,0.0,1.0,1.0,0.0,2.0,6.0,6.0,0.0,False,Nott'hamForest_Chelsea_20251018
Trevoh Chalobah,23.0,engENG,CB,26-105,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,False,Nott'hamForest_Chelsea_20251018
Joshua Acheampong,34.0,engENG,CB,19-166,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,4.0,4.0,3.0,1.0,False,Nott'hamForest_Chelsea_20251018
Tosin Adarabioyo,4.0,engENG,CB,28-024,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Reece James,24.0,engENG,RB,25-314,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,False,Nott'hamForest_Chelsea_20251018
Robert Sánchez,1.0,esESP,GK,27-334,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Nott'hamForest_Chelsea_20251018
Wilson Isidor,18.0,frFRA,FW,25-052,75.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Sunderland_Wolves_20251018
Eliezer Mayenda,12.0,esESP,FW,20-163,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Sunderland_Wolves_20251018
Enzo Le Fée,28.0,frFRA,"LW,RM,AM",25-257,90.0,4.0,2.0,1.0,3.0,0.0,3.0,5.0,60.0,2.0,3.0,2.0,1.0,2.0,6.0,2.0,0.0,True,Sunderland_Wolves_20251018
Bertrand Traoré,25.0,bfBFA,RW,30-042,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Sunderland_Wolves_20251018
Chemsdine Talbi,7.0,maMAR,"LM,LW",20-162,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Sunderland_Wolves_20251018
Chris Rigg,11.0,engENG,"AM,RW",18-122,75.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,True,Sunderland_Wolves_20251018
Lutsharel Geertruida,6.0,nlNED,RB,25-092,15.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Sunderland_Wolves_20251018
Noah Sadiki,27.0,cdCOD,"DM,CM",20-305,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,True,Sunderland_Wolves_20251018
Dan Neil,4.0,engENG,CM,23-309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Sunderland_Wolves_20251018
Granit Xhaka,34.0,chSUI,"DM,CM",33-021,90.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,True,Sunderland_Wolves_20251018
Trai Hume,32.0,nirNIR,LB,23-214,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,True,Sunderland_Wolves_20251018
Omar Alderete,15.0,pyPAR,CB,28-296,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,True,Sunderland_Wolves_20251018
Daniel Ballard,5.0,nirNIR,CB,26-026,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,1.0,2.0,6.0,0.0,True,Sunderland_Wolves_20251018
Nordi Mukiele,20.0,frFRA,"RB,CB",27-351,90.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1.0,4.0,9.0,0.0,True,Sunderland_Wolves_20251018
Robin Roefs,22.0,nlNED,GK,22-274,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Sunderland_Wolves_20251018
Jørgen Strand Larsen,9.0,noNOR,FW,25-254,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Sunderland_Wolves_20251018
Rodrigo Gomes,21.0,ptPOR,LW,22-103,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,False,Sunderland_Wolves_20251018
Tolu Arokodare,14.0,ngNGA,FW,24-329,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Sunderland_Wolves_20251018
Jhon Arias,10.0,coCOL,RW,28-027,76.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,3.0,0.0,3.0,1.0,3.0,1.0,0.0,False,Sunderland_Wolves_20251018
Jackson Tchatchoua,38.0,cmCMR,RM,24-034,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Sunderland_Wolves_20251018
João Gomes,8.0,brBRA,LM,24-248,75.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,False,Sunderland_Wolves_20251018
Fer López,28.0,esESP,CM,21-147,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Sunderland_Wolves_20251018
André,7.0,brBRA,CM,24-094,90.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,20.0,4.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,False,Sunderland_Wolves_20251018
Marshall Munetsi,5.0,zwZIM,"RM,LM",29-118,90.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,0.0,False,Sunderland_Wolves_20251018
Hugo Bueno,3.0,esESP,LB,23-030,90.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,False,Sunderland_Wolves_20251018
Ladislav Krejčí,37.0,czCZE,CB,26-181,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,False,Sunderland_Wolves_20251018
Santiago Bueno,4.0,uyURU,CB,26-343,90.0,4.0,2.0,0.0,2.0,2.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,False,Sunderland_Wolves_20251018
Matt Doherty,2.0,ieIRL,RB,33-275,66.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,False,Sunderland_Wolves_20251018
Ki-Jana Hoever,26.0,nlNED,RB,23-273,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,False,Sunderland_Wolves_20251018
Sam Johnstone,31.0,engENG,GK,32-207,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Sunderland_Wolves_20251018
Zian Flemming,19.0,nlNED,FW,27-078,76.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,True,Burnley_LeedsUnited_20251018
Josh Laurent,29.0,engENG,CB,30-165,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Burnley_LeedsUnited_20251018
Jaidon Anthony,11.0,engENG,"LW,RW,FW",25-321,82.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,True,Burnley_LeedsUnited_20251018
Ashley Barnes,35.0,engENG,FW,35-353,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Burnley_LeedsUnited_20251018
Jacob Bruun Larsen,7.0,dkDEN,RW,27-029,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,True,Burnley_LeedsUnited_20251018
Loum Tchaouna,17.0,frFRA,"LW,LM,RM",22-040,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,True,Burnley_LeedsUnited_20251018
Lesley Ugochukwu,8.0,frFRA,"AM,CM",21-206,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,True,Burnley_LeedsUnited_20251018
Hannibal Mejbri,28.0,tnTUN,"RM,CM",22-270,8.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,Burnley_LeedsUnited_20251018
Florentino Luís,16.0,ptPOR,"DM,CM",26-060,90.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,0.0,True,Burnley_LeedsUnited_20251018
Josh Cullen,24.0,ieIRL,"DM,CM,LM",29-194,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,True,Burnley_LeedsUnited_20251018
Quilindschy Hartman,3.0,nlNED,LB,23-338,90.0,4.0,2.0,3.0,1.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,True,Burnley_LeedsUnited_20251018
Maxime Estève,5.0,frFRA,CB,23-145,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,2.0,4.0,9.0,0.0,True,Burnley_LeedsUnited_20251018
Axel Tuanzebe,6.0,cdCOD,CB,27-338,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,True,Burnley_LeedsUnited_20251018
Kyle Walker,2.0,engENG,RB,35-143,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,True,Burnley_LeedsUnited_20251018
Martin Dúbravka,1.0,skSVK,GK,36-276,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Burnley_LeedsUnited_20251018
Dominic Calvert-Lewin,9.0,engENG,FW,28-216,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Jack Harrison,20.0,engENG,LW,28-332,65.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Lukas Nmecha,14.0,deGER,LW,26-308,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Brenden Aaronson,11.0,usUSA,RW,24-361,65.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Daniel James,7.0,wlsWAL,RW,27-342,25.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Anton Stach,18.0,deGER,LM,26-337,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Joël Piroe,10.0,nlNED,AM,26-077,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Ethan Ampadu,4.0,wlsWAL,"CM,DM",25-034,80.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Ao Tanaka,22.0,jpJPN,DM,27-038,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Sean Longstaff,8.0,engENG,"RM,DM",27-353,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Gabriel Gudmundsson,3.0,seSWE,LB,26-172,90.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Pascal Struijk,5.0,nlNED,CB,26-068,90.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,False,Burnley_LeedsUnited_20251018
Joe Rodon,6.0,wlsWAL,CB,27-361,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,False,Burnley_LeedsUnited_20251018
Jayden Bogle,2.0,engENG,RB,25-083,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,False,Burnley_LeedsUnited_20251018
Karl Darlow,26.0,wlsWAL,GK,35-010,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Burnley_LeedsUnited_20251018
Danny Welbeck,18.0,engENG,FW,34-326,89.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,True,Brighton_NewcastleUtd_20251018
Charalampos Kostoulas,19.0,grGRE,FW,18-141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Brighton_NewcastleUtd_20251018
Diego Gómez,25.0,pyPAR,LW,22-205,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Brighton_NewcastleUtd_20251018
Maxim De Cuyper,29.0,beBEL,LB,24-300,55.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Yankuba Minteh,11.0,gmGAM,RW,21-088,89.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,100.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Diego Coppola,42.0,itITA,CB,21-294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Georginio Rutter,10.0,frFRA,AM,23-181,70.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Stefanos Tzimas,9.0,grGRE,"AM,FW",19-285,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Yasin Ayari,26.0,seSWE,"DM,CM",22-012,90.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,20.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,True,Brighton_NewcastleUtd_20251018
Carlos Baleba,17.0,cmCMR,DM,21-288,70.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
James Milner,20.0,engENG,"DM,CM",39-287,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Brighton_NewcastleUtd_20251018
Ferdi Kadioglu,24.0,trTUR,"LW,LB,CM",26-011,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Brighton_NewcastleUtd_20251018
Lewis Dunk,5.0,engENG,CB,33-331,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,True,Brighton_NewcastleUtd_20251018
Jan Paul van Hecke,6.0,nlNED,CB,25-132,90.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,100.0,0.0,3.0,3.0,0.0,1.0,4.0,9.0,0.0,True,Brighton_NewcastleUtd_20251018
Mats Wieffer,27.0,nlNED,RB,25-336,90.0,3.0,1.0,2.0,1.0,0.0,3.0,5.0,60.0,2.0,3.0,1.0,2.0,0.0,3.0,5.0,0.0,True,Brighton_NewcastleUtd_20251018
Bart Verbruggen,1.0,nlNED,GK,23-061,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Brighton_NewcastleUtd_20251018
Nick Woltemade,27.0,deGER,FW,23-246,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,False,Brighton_NewcastleUtd_20251018
Anthony Gordon,10.0,engENG,LW,24-236,69.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Harvey Barnes,11.0,engENG,LW,27-313,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Anthony Elanga,20.0,seSWE,RW,23-174,45.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Jacob Murphy,23.0,engENG,RW,30-236,45.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Joelinton,7.0,brBRA,LM,29-065,45.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2.0,5.0,3.0,1.0,False,Brighton_NewcastleUtd_20251018
Lewis Miley,67.0,engENG,"CM,LM",19-170,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Sandro Tonali,8.0,itITA,CM,25-163,69.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Jacob Ramsey,41.0,engENG,LM,24-143,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Brighton_NewcastleUtd_20251018
Bruno Guimarães,39.0,brBRA,RM,27-336,85.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,False,Brighton_NewcastleUtd_20251018
William Osula,18.0,dkDEN,RM,22-075,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Brighton_NewcastleUtd_20251018
Dan Burn,33.0,engENG,LB,33-162,90.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,2.0,0.0,3.0,6.0,3.0,0.0,False,Brighton_NewcastleUtd_20251018
Sven Botman,4.0,nlNED,CB,25-279,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,False,Brighton_NewcastleUtd_20251018
Malick Thiaw,12.0,deGER,CB,24-071,90.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,False,Brighton_NewcastleUtd_20251018
Kieran Trippier,2.0,engENG,RB,35-029,90.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,False,Brighton_NewcastleUtd_20251018
