player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,home,game_id
Sven Botman,4,nlNED,CB,25-279,90,62,70,88.6,1165,374,28,29,96.6,25,28,89.3,9,11,81.8,0,0.0,0.0,0,3,0,0,4,False,Brighton_NewcastleUtd_20251018
Malick Thiaw,12,deGER,CB,24-071,90,52,60,86.7,928,333,22,24,91.7,27,32,84.4,3,4,75.0,0,0.0,0.0,0,2,0,0,5,False,Brighton_NewcastleUtd_20251018
Kieran Trippier,2,engENG,RB,35-029,90,56,66,84.8,1085,443,19,20,95.0,30,34,88.2,7,11,63.6,0,0.1,0.1,1,5,1,0,7,False,Brighton_NewcastleUtd_20251018
Nick Pope,1,engENG,GK,33-182,90,24,32,75.0,633,370,2,2,100.0,15,15,100.0,7,15,46.7,0,0.0,0.0,0,0,0,0,0,False,Brighton_NewcastleUtd_20251018
Jean-Philippe Mateta,14,frFRA,FW,28-112,90,14,23,60.9,269,60,3,7,42.9,7,9,77.8,2,3,66.7,0,0.0,0.0,0,1,1,0,2,True,CrystalPalace_Bournemouth_20251018
Yeremi Pino,10,esESP,AM,22-363,63,13,25,52.0,268,86,4,7,57.1,4,8,50.0,4,5,80.0,0,0.2,0.2,1,1,2,1,2,True,CrystalPalace_Bournemouth_20251018
Eddie Nketiah,9,engENG,AM,26-141,27,2,3,66.7,30,19,1,1,100.0,1,1,100.0,0,0,,0,0.6,0.4,1,1,0,0,1,True,CrystalPalace_Bournemouth_20251018
Ismaila Sarr,7,snSEN,AM,27-235,90,13,19,68.4,154,58,7,8,87.5,4,5,80.0,0,0,,0,0.0,0.0,1,1,0,0,2,True,CrystalPalace_Bournemouth_20251018
Adam Wharton,20,engENG,CM,21-254,90,28,39,71.8,543,187,6,6,100.0,19,22,86.4,3,11,27.3,0,0.3,0.3,2,2,0,0,4,True,CrystalPalace_Bournemouth_20251018
Daichi Kamada,18,jpJPN,CM,29-074,90,36,45,80.0,752,217,13,15,86.7,13,15,86.7,10,14,71.4,0,0.0,0.3,1,7,1,0,7,True,CrystalPalace_Bournemouth_20251018
Tyrick Mitchell,3,engENG,WB,26-047,90,32,41,78.0,573,234,18,22,81.8,9,12,75.0,4,6,66.7,0,0.0,0.0,0,1,1,0,1,True,CrystalPalace_Bournemouth_20251018
Daniel Muñoz,2,coCOL,WB,29-145,90,23,39,59.0,335,101,15,20,75.0,7,9,77.8,1,5,20.0,1,0.8,0.6,2,1,3,0,3,True,CrystalPalace_Bournemouth_20251018
Marc Guéhi,6,engENG,CB,25-097,90,42,48,87.5,752,387,16,17,94.1,24,26,92.3,2,4,50.0,0,0.6,0.4,3,4,1,0,7,True,CrystalPalace_Bournemouth_20251018
Maxence Lacroix,5,frFRA,CB,25-195,90,55,67,82.1,1179,429,13,19,68.4,30,31,96.8,11,15,73.3,0,0.0,0.0,0,4,0,0,5,True,CrystalPalace_Bournemouth_20251018
Chris Richards,26,usUSA,CB,25-204,90,44,58,75.9,791,337,18,20,90.0,19,22,86.4,5,12,41.7,0,0.0,0.2,1,1,2,1,1,True,CrystalPalace_Bournemouth_20251018
Dean Henderson,1,engENG,GK,28-220,90,25,37,67.6,700,567,10,10,100.0,6,6,100.0,8,20,40.0,0,0.0,0.0,0,4,1,0,0,True,CrystalPalace_Bournemouth_20251018
Eli Junior Kroupi,22,frFRA,FW,19-117,74,12,20,60.0,197,22,5,7,71.4,7,10,70.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Amine Adli,21,maMAR,WB,25-161,16,1,5,20.0,23,0,0,3,0.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Antoine Semenyo,24,ghGHA,"LW,FW",25-284,90,18,27,66.7,320,113,8,10,80.0,7,10,70.0,2,3,66.7,0,0.0,0.0,0,1,1,0,5,False,CrystalPalace_Bournemouth_20251018
Marcus Tavernier,16,engENG,"RW,AM",26-210,89,21,27,77.8,334,87,12,13,92.3,7,8,87.5,2,6,33.3,1,0.7,0.6,2,1,1,0,2,False,CrystalPalace_Bournemouth_20251018
Lewis Cook,4,engENG,CM,28-257,1,2,2,100.0,27,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Justin Kluivert,19,nlNED,AM,26-166,75,16,25,64.0,194,60,9,11,81.8,3,7,42.9,1,4,25.0,0,0.1,0.2,1,0,1,0,1,False,CrystalPalace_Bournemouth_20251018
Ben Gannon-Doak,11,sctSCO,FW,19-341,15,1,1,100.0,16,14,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,False,CrystalPalace_Bournemouth_20251018
Tyler Adams,12,usUSA,"DM,CM",26-246,90,37,43,86.0,586,120,15,16,93.8,21,24,87.5,0,2,0.0,0,0.0,0.0,0,4,0,0,2,False,CrystalPalace_Bournemouth_20251018
Alex Scott,8,engENG,DM,22-058,66,18,21,85.7,300,101,12,12,100.0,5,6,83.3,1,2,50.0,0,0.1,0.0,1,2,0,0,2,False,CrystalPalace_Bournemouth_20251018
Ryan Christie,10,sctSCO,"CM,DM",30-238,24,3,6,50.0,54,3,1,2,50.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Adrien Truffert,3,frFRA,"LB,WB",23-332,90,38,52,73.1,546,233,25,28,89.3,9,14,64.3,3,5,60.0,0,0.0,0.0,0,1,0,0,6,False,CrystalPalace_Bournemouth_20251018
Marcos Senesi,5,arARG,CB,28-161,90,34,47,72.3,818,453,5,5,100.0,23,25,92.0,6,12,50.0,0,0.0,0.0,0,5,1,0,2,False,CrystalPalace_Bournemouth_20251018
Bafodé Diakité,18,frFRA,CB,24-285,90,40,47,85.1,783,305,10,11,90.9,27,30,90.0,3,6,50.0,0,0.0,0.0,1,4,0,0,2,False,CrystalPalace_Bournemouth_20251018
Álex Jiménez,20,esESP,RB,20-163,74,22,27,81.5,367,149,12,15,80.0,8,9,88.9,2,2,100.0,0,0.0,0.0,0,2,2,1,3,False,CrystalPalace_Bournemouth_20251018
James Hill,23,engENG,CB,23-281,16,2,7,28.6,49,11,1,1,100.0,0,3,0.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Đorđe Petrović,1,rsSRB,GK,26-010,90,35,46,76.1,801,372,7,7,100.0,23,23,100.0,5,16,31.3,0,0.0,0.0,0,0,0,0,0,False,CrystalPalace_Bournemouth_20251018
Erling Haaland,9,noNOR,FW,25-089,90,7,12,58.3,74,18,5,8,62.5,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Everton_20251018
Jeremy Doku,11,beBEL,LM,23-144,58,27,35,77.1,412,91,15,20,75.0,12,13,92.3,0,1,0.0,0,0.3,0.2,3,2,0,0,4,True,ManchesterCity_Everton_20251018
Oscar Bobb,52,noNOR,RM,22-098,32,18,19,94.7,205,27,14,14,100.0,4,5,80.0,0,0,,0,0.0,0.1,0,0,1,0,1,True,ManchesterCity_Everton_20251018
Phil Foden,47,engENG,CM,25-143,90,62,73,84.9,1008,261,34,35,97.1,21,21,100.0,7,16,43.8,0,0.4,0.6,3,5,4,0,7,True,ManchesterCity_Everton_20251018
Tijjani Reijnders,4,nlNED,CM,27-081,58,31,33,93.9,445,95,22,23,95.7,8,9,88.9,1,1,100.0,0,0.4,0.1,2,1,1,0,2,True,ManchesterCity_Everton_20251018
Bernardo Silva,20,ptPOR,CM,31-069,32,38,42,90.5,625,111,23,25,92.0,11,12,91.7,3,4,75.0,0,0.0,0.0,1,7,0,0,2,True,ManchesterCity_Everton_20251018
Sávio,26,brBRA,"RM,LM",21-191,84,30,37,81.1,435,62,19,24,79.2,10,11,90.9,1,2,50.0,1,0.3,0.3,2,0,1,0,2,True,ManchesterCity_Everton_20251018
Rayan Cherki,10,frFRA,LM,22-062,6,12,13,92.3,168,62,7,8,87.5,3,3,100.0,1,1,100.0,0,0.4,0.0,1,0,0,0,0,True,ManchesterCity_Everton_20251018
Nicolás González,14,esESP,DM,23-288,85,74,82,90.2,1171,204,35,38,92.1,33,36,91.7,4,4,100.0,0,0.0,0.0,2,5,0,0,5,True,ManchesterCity_Everton_20251018
Mateo Kovačić,8,hrCRO,DM,31-165,5,22,22,100.0,291,59,14,14,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,True,ManchesterCity_Everton_20251018
Nico O’Reilly,33,engENG,LB,20-211,84,44,54,81.5,505,61,33,37,89.2,10,14,71.4,0,1,0.0,1,0.2,0.2,1,1,0,0,1,True,ManchesterCity_Everton_20251018
Rico Lewis,82,engENG,LB,20-331,6,10,10,100.0,143,28,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.2,0,0,1,0,1,True,ManchesterCity_Everton_20251018
Nathan Aké,6,nlNED,CB,30-242,90,103,110,93.6,1824,670,38,38,100.0,61,64,95.3,3,7,42.9,0,0.0,0.0,0,16,0,0,14,True,ManchesterCity_Everton_20251018
Rúben Dias,3,ptPOR,CB,28-157,90,103,107,96.3,1667,547,52,53,98.1,49,51,96.1,2,3,66.7,0,0.0,0.0,0,4,0,0,8,True,ManchesterCity_Everton_20251018
Matheus Nunes,27,ptPOR,RB,27-052,90,104,110,94.5,1576,332,51,52,98.1,48,49,98.0,2,5,40.0,0,0.2,0.2,2,9,2,0,5,True,ManchesterCity_Everton_20251018
Gianluigi Donnarumma,25,itITA,GK,26-235,90,30,35,85.7,614,356,8,8,100.0,18,18,100.0,4,9,44.4,0,0.0,0.0,0,0,0,0,0,True,ManchesterCity_Everton_20251018
Beto,9,gwGNB,FW,27-260,74,10,16,62.5,110,6,8,11,72.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Everton_20251018
Thierno Barry,11,frFRA,FW,22-362,16,2,3,66.7,20,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Everton_20251018
Carlos Alcaraz,24,arARG,LW,22-322,69,17,19,89.5,284,46,8,8,100.0,7,7,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,False,ManchesterCity_Everton_20251018
Merlin Röhl,34,deGER,"RW,LW",23-105,21,5,9,55.6,103,22,1,3,33.3,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,False,ManchesterCity_Everton_20251018
Iliman Ndiaye,10,snSEN,"RW,LW",25-226,85,22,29,75.9,375,146,8,9,88.9,12,15,80.0,1,1,100.0,0,0.9,0.6,2,1,2,1,2,False,ManchesterCity_Everton_20251018
Tyler Dibling,20,engENG,RW,19-220,5,2,3,66.7,35,0,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Everton_20251018
Kiernan Dewsbury-Hall,22,engENG,AM,27-042,85,13,17,76.5,182,24,9,9,100.0,3,3,100.0,1,5,20.0,0,0.0,0.0,0,0,2,0,2,False,ManchesterCity_Everton_20251018
Dwight McNeil,7,engENG,AM,25-330,5,2,2,100.0,45,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,False,ManchesterCity_Everton_20251018
Idrissa Gana Gueye,27,snSEN,DM,36-022,69,24,28,85.7,353,40,16,18,88.9,8,9,88.9,0,1,0.0,0,0.0,0.0,0,2,0,0,0,False,ManchesterCity_Everton_20251018
Tim Iroegbunam,42,engENG,DM,22-110,21,4,5,80.0,95,18,1,1,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,1,0,1,False,ManchesterCity_Everton_20251018
James Garner,37,engENG,DM,24-219,90,25,31,80.6,464,66,5,6,83.3,18,20,90.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,False,ManchesterCity_Everton_20251018
Vitaliy Mykolenko,16,uaUKR,LB,26-142,90,25,32,78.1,527,300,10,11,90.9,10,13,76.9,5,6,83.3,0,0.0,0.1,0,4,2,0,5,False,ManchesterCity_Everton_20251018
Michael Keane,5,engENG,CB,32-280,90,26,28,92.9,553,306,8,8,100.0,14,15,93.3,4,5,80.0,0,0.0,0.0,0,3,1,0,2,False,ManchesterCity_Everton_20251018
James Tarkowski,6,engENG,CB,32-333,90,24,33,72.7,386,116,12,13,92.3,9,10,90.0,2,7,28.6,0,0.0,0.0,0,0,0,0,2,False,ManchesterCity_Everton_20251018
Jake O'Brien,15,ieIRL,RB,24-156,90,27,36,75.0,521,192,13,13,100.0,10,13,76.9,4,9,44.4,0,0.0,0.0,1,3,0,0,1,False,ManchesterCity_Everton_20251018
Jordan Pickford,1,engENG,GK,31-225,90,19,35,54.3,624,542,4,4,100.0,6,7,85.7,9,24,37.5,0,0.0,0.0,0,3,1,0,0,False,ManchesterCity_Everton_20251018
Raúl Jiménez,7,mxMEX,FW,34-166,90,9,19,47.4,184,37,3,6,50.0,5,7,71.4,1,5,20.0,0,0.0,0.0,0,2,0,0,2,True,Fulham_Arsenal_20251018
Alex Iwobi,17,ngNGA,"LW,CM",29-168,90,34,41,82.9,746,173,7,7,100.0,21,24,87.5,5,8,62.5,0,0.2,0.1,4,8,0,0,7,True,Fulham_Arsenal_20251018
Harry Wilson,8,wlsWAL,"RW,RM",28-210,81,9,19,47.4,182,67,4,6,66.7,4,9,44.4,1,4,25.0,0,0.1,0.0,2,1,1,0,2,True,Fulham_Arsenal_20251018
Adama Traoré,11,esESP,RM,29-266,9,3,6,50.0,61,4,0,1,0.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,1,0,1,True,Fulham_Arsenal_20251018
Joshua King,24,engENG,AM,18-288,63,8,11,72.7,117,59,5,5,100.0,3,5,60.0,0,1,0.0,0,0.0,0.0,0,0,1,0,4,True,Fulham_Arsenal_20251018
Kevin,22,brBRA,LM,22-287,27,5,9,55.6,130,42,1,2,50.0,2,3,66.7,2,3,66.7,0,0.0,0.0,1,1,1,0,1,True,Fulham_Arsenal_20251018
Tom Cairney,10,sctSCO,DM,34-271,63,18,20,90.0,295,71,9,9,100.0,8,10,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,Fulham_Arsenal_20251018
Emile Smith Rowe,32,engENG,CM,25-082,27,15,16,93.8,234,31,9,9,100.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,1,True,Fulham_Arsenal_20251018
Sander Berge,16,noNOR,DM,27-246,90,32,34,94.1,552,194,13,13,100.0,18,19,94.7,1,1,100.0,0,0.0,0.0,1,3,1,0,3,True,Fulham_Arsenal_20251018
Ryan Sessegnon,30,engENG,LB,25-153,90,15,32,46.9,206,36,9,12,75.0,4,10,40.0,1,9,11.1,0,0.0,0.0,0,0,0,0,1,True,Fulham_Arsenal_20251018
Jorge Cuenca,15,esESP,CB,25-335,81,23,27,85.2,395,160,7,7,100.0,13,14,92.9,2,4,50.0,0,0.0,0.0,0,0,0,0,0,True,Fulham_Arsenal_20251018
Calvin Bassey,3,ngNGA,CB,25-291,9,10,15,66.7,160,43,4,4,100.0,5,5,100.0,1,6,16.7,0,0.0,0.0,0,1,0,0,0,True,Fulham_Arsenal_20251018
Joachim Andersen,5,dkDEN,CB,29-140,41,16,20,80.0,316,117,6,6,100.0,8,9,88.9,2,5,40.0,0,0.0,0.0,0,1,0,0,0,True,Fulham_Arsenal_20251018
Issa Diop,31,frFRA,CB,28-282,49,13,14,92.9,224,78,6,6,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,True,Fulham_Arsenal_20251018
Timothy Castagne,21,beBEL,RB,29-317,90,26,29,89.7,444,154,9,9,100.0,16,19,84.2,0,0,,0,0.0,0.0,0,0,0,0,1,True,Fulham_Arsenal_20251018
Bernd Leno,1,deGER,GK,33-228,90,30,42,71.4,876,686,6,6,100.0,14,14,100.0,10,22,45.5,0,0.0,0.0,0,0,0,0,0,True,Fulham_Arsenal_20251018
Viktor Gyökeres,14,seSWE,FW,27-136,89,5,9,55.6,65,24,4,6,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,Fulham_Arsenal_20251018
Christian Nørgaard,16,dkDEN,"CM,FW",31-222,1,2,2,100.0,17,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Fulham_Arsenal_20251018
Leandro Trossard,19,beBEL,LW,30-318,80,28,43,65.1,464,79,10,13,76.9,17,24,70.8,1,4,25.0,0,0.0,0.1,1,1,2,0,5,False,Fulham_Arsenal_20251018
Gabriel Martinelli,11,brBRA,LW,24-122,10,4,5,80.0,70,6,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,Fulham_Arsenal_20251018
Bukayo Saka,7,engENG,RW,24-043,90,34,58,58.6,585,243,19,26,73.1,10,13,76.9,5,13,38.5,0,0.6,0.5,6,2,6,2,5,False,Fulham_Arsenal_20251018
Declan Rice,41,engENG,LM,26-277,90,73,78,93.6,1518,336,20,21,95.2,42,42,100.0,10,13,76.9,0,0.0,0.1,1,12,2,0,18,False,Fulham_Arsenal_20251018
Martín Zubimendi,36,esESP,"CM,RM",26-258,90,69,73,94.5,1262,311,20,21,95.2,43,43,100.0,5,7,71.4,0,0.0,0.1,1,9,2,0,12,False,Fulham_Arsenal_20251018
Eberechi Eze,10,engENG,RM,27-111,61,26,30,86.7,487,65,8,9,88.9,15,16,93.8,3,4,75.0,0,0.1,0.0,1,3,1,1,4,False,Fulham_Arsenal_20251018
Mikel Merino,23,esESP,"RM,FW",29-118,29,9,9,100.0,111,17,8,8,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,False,Fulham_Arsenal_20251018
Riccardo Calafiori,33,itITA,LB,23-152,90,31,39,79.5,566,72,16,17,94.1,13,16,81.3,2,5,40.0,0,0.0,0.0,0,2,1,1,1,False,Fulham_Arsenal_20251018
Gabriel Magalhães,6,brBRA,CB,27-303,90,62,69,89.9,1191,371,17,18,94.4,42,44,95.5,3,5,60.0,1,0.3,0.0,1,3,0,0,3,False,Fulham_Arsenal_20251018
William Saliba,2,frFRA,CB,24-208,90,86,91,94.5,1561,422,33,34,97.1,49,51,96.1,4,6,66.7,0,0.0,0.0,0,7,0,0,7,False,Fulham_Arsenal_20251018
Jurriën Timber,12,nlNED,RB,24-123,90,50,59,84.7,852,387,16,18,88.9,31,33,93.9,2,5,40.0,0,0.1,0.1,2,10,2,0,10,False,Fulham_Arsenal_20251018
David Raya,1,esESP,GK,30-033,90,17,27,63.0,474,406,2,2,100.0,10,10,100.0,5,15,33.3,0,0.0,0.0,0,2,0,0,0,False,Fulham_Arsenal_20251018
Mathys Tel,11,frFRA,FW,20-175,59,5,8,62.5,68,5,3,3,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,True,Tottenham_AstonVilla_20251019
Richarlison,9,brBRA,FW,28-162,31,3,6,50.0,23,9,2,3,66.7,0,1,0.0,0,0,,0,0.1,0.1,1,0,0,0,0,True,Tottenham_AstonVilla_20251019
Wilson Odobert,28,frFRA,LW,20-325,78,15,19,78.9,222,65,8,8,100.0,6,8,75.0,1,1,100.0,0,0.1,0.2,1,2,1,1,3,True,Tottenham_AstonVilla_20251019
Randal Kolo Muani,39,frFRA,"FW,LW",26-318,12,1,1,100.0,29,22,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_AstonVilla_20251019
Mohammed Kudus,20,ghGHA,"RW,WB",25-078,90,22,30,73.3,448,114,9,10,90.0,7,8,87.5,5,9,55.6,0,0.1,0.1,1,0,2,2,0,True,Tottenham_AstonVilla_20251019
Xavi Simons,7,nlNED,AM,22-181,78,20,24,83.3,308,55,11,12,91.7,7,9,77.8,1,1,100.0,0,0.0,0.0,1,1,0,0,5,True,Tottenham_AstonVilla_20251019
Lucas Bergvall,15,seSWE,AM,19-259,12,6,6,100.0,93,14,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,Tottenham_AstonVilla_20251019
Rodrigo Bentancur,30,uyURU,DM,28-116,85,38,45,84.4,708,107,11,13,84.6,25,28,89.3,2,4,50.0,0,0.0,0.0,1,1,0,0,2,True,Tottenham_AstonVilla_20251019
Pape Matar Sarr,29,snSEN,CM,23-035,5,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Tottenham_AstonVilla_20251019
João Palhinha,6,ptPOR,"DM,CM",30-102,90,28,35,80.0,524,93,12,15,80.0,10,12,83.3,5,5,100.0,1,0.1,0.2,1,3,0,0,2,True,Tottenham_AstonVilla_20251019
Djed Spence,24,engENG,LB,25-071,85,31,35,88.6,535,122,14,14,100.0,15,16,93.8,2,3,66.7,0,0.0,0.0,0,5,1,0,5,True,Tottenham_AstonVilla_20251019
Brennan Johnson,22,wlsWAL,WB,24-149,5,1,3,33.3,16,0,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Tottenham_AstonVilla_20251019
Micky van de Ven,37,nlNED,CB,24-183,90,53,56,94.6,1130,335,20,20,100.0,23,23,100.0,10,11,90.9,0,0.0,0.0,0,5,0,0,3,True,Tottenham_AstonVilla_20251019
Kevin Danso,4,atAUT,CB,27-030,90,60,70,85.7,1151,351,18,18,100.0,37,37,100.0,4,11,36.4,0,0.0,0.0,0,1,1,0,4,True,Tottenham_AstonVilla_20251019
Pedro Porro,23,esESP,"RB,CB",26-036,90,51,69,73.9,878,405,30,32,93.8,13,17,76.5,6,15,40.0,0,0.1,0.0,2,10,1,0,7,True,Tottenham_AstonVilla_20251019
Guglielmo Vicario,1,itITA,GK,29-012,90,26,30,86.7,674,384,5,5,100.0,12,12,100.0,9,12,75.0,0,0.0,0.0,0,1,0,0,0,True,Tottenham_AstonVilla_20251019
Donyell Malen,17,nlNED,FW,26-283,60,3,4,75.0,28,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Tottenham_AstonVilla_20251019
Ollie Watkins,11,engENG,FW,29-293,30,10,13,76.9,88,21,8,10,80.0,1,2,50.0,0,0,,0,0.0,0.0,0,2,0,0,1,False,Tottenham_AstonVilla_20251019
John McGinn,7,sctSCO,"LW,RW",31-001,90,16,22,72.7,272,75,5,6,83.3,9,9,100.0,1,5,20.0,0,0.1,0.0,1,2,1,0,7,False,Tottenham_AstonVilla_20251019
Evann Guessand,29,ciCIV,RW,24-110,60,8,8,100.0,98,26,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,False,Tottenham_AstonVilla_20251019
Emi Buendía,10,arARG,LW,28-298,30,10,10,100.0,188,126,5,5,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,2,2,0,3,False,Tottenham_AstonVilla_20251019
Morgan Rogers,27,engENG,AM,23-085,90,15,24,62.5,173,24,12,14,85.7,2,4,50.0,1,4,25.0,0,0.0,0.0,0,1,0,0,1,False,Tottenham_AstonVilla_20251019
Amadou Onana,24,beBEL,DM,24-064,81,28,33,84.8,464,84,13,14,92.9,14,15,93.3,1,2,50.0,0,0.0,0.0,0,0,0,0,1,False,Tottenham_AstonVilla_20251019
Ross Barkley,6,engENG,DM,31-318,9,5,6,83.3,98,25,2,2,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,False,Tottenham_AstonVilla_20251019
Boubacar Kamara,44,frFRA,DM,25-330,90,41,46,89.1,660,144,21,24,87.5,17,17,100.0,3,4,75.0,0,0.0,0.0,0,5,1,0,6,False,Tottenham_AstonVilla_20251019
Lucas Digne,12,frFRA,LB,32-091,81,24,37,64.9,364,167,11,12,91.7,12,20,60.0,0,2,0.0,1,0.0,0.0,1,1,0,0,1,False,Tottenham_AstonVilla_20251019
Ian Maatsen,22,nlNED,LB,23-223,9,6,6,100.0,126,45,1,1,100.0,4,4,100.0,1,1,100.0,0,0.1,0.0,1,1,0,0,1,False,Tottenham_AstonVilla_20251019
Pau Torres,14,esESP,CB,28-276,90,42,48,87.5,743,341,17,18,94.4,21,22,95.5,3,7,42.9,0,0.0,0.0,0,1,0,0,2,False,Tottenham_AstonVilla_20251019
Ezri Konsa,4,engENG,CB,27-361,90,47,52,90.4,730,281,28,28,100.0,17,18,94.4,2,5,40.0,0,0.0,0.0,0,1,0,0,3,False,Tottenham_AstonVilla_20251019
Matty Cash,2,plPOL,RB,28-073,90,33,45,73.3,596,172,14,15,93.3,13,16,81.3,5,11,45.5,0,0.0,0.0,1,3,0,0,4,False,Tottenham_AstonVilla_20251019
Emiliano Martínez,23,arARG,GK,33-047,90,24,36,66.7,499,260,8,8,100.0,13,13,100.0,3,15,20.0,0,0.0,0.0,0,0,0,0,0,False,Tottenham_AstonVilla_20251019
Alexander Isak,9,seSWE,FW,26-028,71,7,11,63.6,129,26,4,5,80.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,True,Liverpool_ManchesterUtd_20251019
Federico Chiesa,14,itITA,FW,27-359,19,9,15,60.0,122,46,6,7,85.7,3,5,60.0,0,1,0.0,1,0.9,0.0,1,0,1,0,2,True,Liverpool_ManchesterUtd_20251019
Cody Gakpo,18,nlNED,"LW,LM",26-165,90,19,33,57.6,290,67,12,15,80.0,4,9,44.4,2,6,33.3,0,0.2,0.1,3,0,1,1,1,True,Liverpool_ManchesterUtd_20251019
Mohamed Salah,11,egEGY,"RW,RM",33-126,84,17,24,70.8,319,146,8,11,72.7,6,8,75.0,3,5,60.0,0,0.5,0.1,4,4,2,1,4,True,Liverpool_ManchesterUtd_20251019
Jeremie Frimpong,30,nlNED,RM,24-313,6,4,6,66.7,72,20,1,2,50.0,3,3,100.0,0,1,0.0,0,0.3,0.3,1,0,0,0,0,True,Liverpool_ManchesterUtd_20251019
Dominik Szoboszlai,8,huHUN,"AM,RB",24-359,90,65,80,81.3,1237,355,25,30,83.3,24,26,92.3,13,20,65.0,0,0.1,0.1,3,6,1,0,11,True,Liverpool_ManchesterUtd_20251019
Alexis Mac Allister,10,arARG,DM,26-299,61,13,17,76.5,165,54,10,11,90.9,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,3,True,Liverpool_ManchesterUtd_20251019
Hugo Ekitike,22,frFRA,"FW,DM",23-121,29,7,8,87.5,77,8,5,5,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,True,Liverpool_ManchesterUtd_20251019
Ryan Gravenberch,38,nlNED,DM,23-156,61,39,47,83.0,682,93,19,21,90.5,17,19,89.5,3,6,50.0,0,0.0,0.0,0,4,0,0,2,True,Liverpool_ManchesterUtd_20251019
Curtis Jones,17,engENG,"CM,DM",24-262,29,20,25,80.0,337,138,11,11,100.0,8,10,80.0,1,4,25.0,0,0.0,0.5,0,2,2,0,8,True,Liverpool_ManchesterUtd_20251019
Milos Kerkez,6,huHUN,LB,21-346,90,39,52,75.0,630,118,20,23,87.0,14,20,70.0,3,6,50.0,0,0.2,0.0,1,3,1,1,7,True,Liverpool_ManchesterUtd_20251019
Virgil van Dijk,4,nlNED,CB,34-103,90,63,70,90.0,1328,626,17,18,94.4,39,40,97.5,6,9,66.7,0,0.0,0.0,0,12,0,0,12,True,Liverpool_ManchesterUtd_20251019
Ibrahima Konaté,5,frFRA,CB,26-147,90,57,69,82.6,1044,433,24,30,80.0,27,32,84.4,6,7,85.7,0,0.2,0.2,1,5,1,0,5,True,Liverpool_ManchesterUtd_20251019
