player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,home,game_id
Kristoffer Ajer,20,noNOR,CB,27-171,89,20,26,76.9,300,102,11,12,91.7,9,12,75.0,0,1,0.0,0,0.0,0.0,0,2,0,0,0,True,Brentford_ManchesterCity_20251005
Fabio Carvalho,14,ptPOR,CB,23-036,1,0,2,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brentford_ManchesterCity_20251005
Michael Kayode,33,itITA,RB,21-087,90,22,33,66.7,432,96,9,11,81.8,10,10,100.0,3,12,25.0,0,0.0,0.0,0,0,0,0,3,True,Brentford_ManchesterCity_20251005
Caoimhín Kelleher,1,ieIRL,GK,26-316,90,31,38,81.6,752,355,6,6,100.0,19,19,100.0,6,13,46.2,0,0.0,0.0,0,0,0,0,0,True,Brentford_ManchesterCity_20251005
Erling Haaland,9,noNOR,FW,25-076,90,10,16,62.5,93,13,8,12,66.7,1,3,33.3,0,0,,0,0.0,0.0,0,1,0,0,1,False,Brentford_ManchesterCity_20251005
Sávio,26,brBRA,"LM,RM",21-178,90,47,53,88.7,669,133,27,28,96.4,18,19,94.7,1,2,50.0,0,0.0,0.0,0,2,1,0,3,False,Brentford_ManchesterCity_20251005
Phil Foden,47,engENG,CM,25-130,90,65,71,91.5,831,137,46,48,95.8,15,16,93.8,1,3,33.3,0,0.1,0.2,2,2,2,0,5,False,Brentford_ManchesterCity_20251005
Tijjani Reijnders,4,nlNED,CM,27-068,75,64,70,91.4,918,198,36,37,97.3,20,23,87.0,4,5,80.0,0,0.0,0.1,1,5,0,0,4,False,Brentford_ManchesterCity_20251005
Bernardo Silva,20,ptPOR,CM,31-056,15,16,18,88.9,245,38,9,9,100.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,2,0,0,1,False,Brentford_ManchesterCity_20251005
Oscar Bobb,52,noNOR,RM,22-085,75,40,45,88.9,529,105,25,26,96.2,15,16,93.8,0,0,,0,0.2,0.2,3,1,4,0,5,False,Brentford_ManchesterCity_20251005
Jeremy Doku,11,beBEL,LM,23-131,15,2,3,66.7,29,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,Brentford_ManchesterCity_20251005
Rodri,16,esESP,DM,29-105,21,23,25,92.0,312,79,14,15,93.3,4,4,100.0,3,4,75.0,0,0.0,0.0,1,2,0,0,0,False,Brentford_ManchesterCity_20251005
Nicolás González,14,esESP,DM,23-275,69,51,60,85.0,699,101,32,38,84.2,16,18,88.9,1,2,50.0,0,0.0,0.0,0,3,0,0,1,False,Brentford_ManchesterCity_20251005
Nico O’Reilly,33,engENG,LB,20-198,90,89,97,91.8,983,261,70,73,95.9,15,15,100.0,1,4,25.0,0,0.2,0.1,2,4,1,1,0,False,Brentford_ManchesterCity_20251005
Joško Gvardiol,24,hrCRO,CB,23-255,90,96,101,95.0,1524,618,57,59,96.6,30,31,96.8,9,11,81.8,1,0.2,0.0,1,6,1,0,4,False,Brentford_ManchesterCity_20251005
Rúben Dias,3,ptPOR,CB,28-144,90,92,95,96.8,1505,480,39,39,100.0,47,49,95.9,2,3,66.7,0,0.0,0.0,0,10,0,0,4,False,Brentford_ManchesterCity_20251005
Matheus Nunes,27,ptPOR,RB,27-039,90,96,111,86.5,1485,261,55,60,91.7,35,41,85.4,5,8,62.5,0,0.0,0.0,0,7,0,0,5,False,Brentford_ManchesterCity_20251005
Gianluigi Donnarumma,25,itITA,GK,26-222,90,27,31,87.1,657,442,5,5,100.0,15,15,100.0,7,10,70.0,0,0.0,0.0,0,0,0,0,0,False,Brentford_ManchesterCity_20251005
Taiwo Awoniyi,9,ngNGA,FW,28-067,45,6,7,85.7,84,12,3,3,100.0,3,3,100.0,0,0,,0,0.1,0.0,1,0,0,0,0,True,Nott'hamForest_Chelsea_20251018
Igor Jesus,19,brBRA,"FW,AM,RW",24-235,45,10,13,76.9,169,25,4,4,100.0,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,Nott'hamForest_Chelsea_20251018
Morgan Gibbs-White,10,engENG,"FW,RW,AM",25-264,90,32,41,78.0,567,139,14,16,87.5,14,18,77.8,4,5,80.0,0,0.2,0.2,1,3,1,0,8,True,Nott'hamForest_Chelsea_20251018
Elliot Anderson,8,engENG,"CM,DM",22-346,90,56,67,83.6,1001,372,24,28,85.7,27,29,93.1,5,10,50.0,0,0.1,0.2,2,4,1,0,8,True,Nott'hamForest_Chelsea_20251018
Ibrahim Sangaré,6,ciCIV,"CM,DM",27-320,90,43,48,89.6,707,279,23,23,100.0,17,19,89.5,3,5,60.0,0,0.0,0.0,1,7,1,0,10,True,Nott'hamForest_Chelsea_20251018
Douglas Luiz,12,brBRA,CM,27-162,52,19,23,82.6,261,25,12,13,92.3,7,9,77.8,0,1,0.0,0,0.4,0.2,1,0,0,0,0,True,Nott'hamForest_Chelsea_20251018
Callum Hudson-Odoi,7,engENG,"LW,CM",24-345,38,15,20,75.0,274,65,7,7,100.0,6,9,66.7,2,4,50.0,0,0.6,0.5,2,0,4,1,4,True,Nott'hamForest_Chelsea_20251018
Oleksandr Zinchenko,35,uaUKR,LB,28-307,73,29,38,76.3,542,250,13,16,81.3,13,13,100.0,3,7,42.9,0,0.4,0.1,1,3,1,1,4,True,Nott'hamForest_Chelsea_20251018
Chris Wood,11,nzNZL,FW,33-315,17,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Nott'hamForest_Chelsea_20251018
Murillo,5,brBRA,CB,23-106,73,36,46,78.3,646,381,21,23,91.3,11,13,84.6,4,9,44.4,0,0.0,0.0,0,2,0,0,2,True,Nott'hamForest_Chelsea_20251018
Nicolò Savona,37,itITA,RB,22-213,17,14,17,82.4,192,60,8,8,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0,0,1,True,Nott'hamForest_Chelsea_20251018
Morato,4,brBRA,CB,24-110,90,42,45,93.3,697,293,18,19,94.7,21,21,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,1,True,Nott'hamForest_Chelsea_20251018
Nikola Milenković,31,rsSRB,CB,28-006,90,52,58,89.7,930,387,20,22,90.9,26,27,96.3,5,7,71.4,0,0.0,0.0,0,5,1,0,4,True,Nott'hamForest_Chelsea_20251018
Neco Williams,3,wlsWAL,"RB,LB",24-188,90,30,44,68.2,512,86,14,16,87.5,14,21,66.7,2,5,40.0,0,0.0,0.0,0,0,0,0,3,True,Nott'hamForest_Chelsea_20251018
Matz Sels,26,beBEL,GK,33-234,90,13,28,46.4,264,154,3,3,100.0,9,10,90.0,1,15,6.7,0,0.0,0.0,0,0,0,0,0,True,Nott'hamForest_Chelsea_20251018
João Pedro,20,brBRA,"FW,AM,DM",24-022,90,26,34,76.5,317,84,17,19,89.5,4,7,57.1,2,4,50.0,0,0.3,0.2,2,4,1,0,3,False,Nott'hamForest_Chelsea_20251018
Alejandro Garnacho,49,arARG,LW,21-109,45,7,9,77.8,110,13,4,5,80.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,1,0,0,1,False,Nott'hamForest_Chelsea_20251018
Jamie Gittens,11,engENG,LW,21-071,45,8,9,88.9,135,53,3,4,75.0,5,5,100.0,0,0,,0,0.0,0.0,0,0,1,0,2,False,Nott'hamForest_Chelsea_20251018
Pedro Neto,7,ptPOR,RW,25-223,77,27,34,79.4,481,184,10,15,66.7,14,15,93.3,2,3,66.7,1,0.6,0.7,4,1,6,3,5,False,Nott'hamForest_Chelsea_20251018
Estêvão Willian,41,brBRA,RW,18-177,13,1,2,50.0,11,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20251018
Andrey Santos,17,brBRA,AM,21-168,45,6,12,50.0,75,26,5,8,62.5,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,False,Nott'hamForest_Chelsea_20251018
Marc Guiu,38,esESP,FW,19-287,45,3,3,100.0,39,17,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,Nott'hamForest_Chelsea_20251018
Roméo Lavia,45,beBEL,DM,21-285,45,30,30,100.0,512,112,14,14,100.0,11,11,100.0,4,4,100.0,0,0.0,0.0,0,2,0,0,3,False,Nott'hamForest_Chelsea_20251018
Moisés Caicedo,25,ecECU,DM,23-350,45,21,22,95.5,314,86,15,15,100.0,6,6,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,False,Nott'hamForest_Chelsea_20251018
Malo Gusto,27,frFRA,DM,22-152,86,38,46,82.6,683,150,17,19,89.5,13,17,76.5,6,6,100.0,0,0.2,0.1,2,6,1,0,5,False,Nott'hamForest_Chelsea_20251018
Marc Cucurella,3,esESP,LB,27-088,90,49,53,92.5,715,138,27,28,96.4,17,19,89.5,3,3,100.0,0,0.1,0.0,1,4,0,0,0,False,Nott'hamForest_Chelsea_20251018
Trevoh Chalobah,23,engENG,CB,26-105,90,61,67,91.0,997,283,25,26,96.2,29,32,90.6,3,5,60.0,0,0.1,0.0,1,2,0,0,2,False,Nott'hamForest_Chelsea_20251018
Joshua Acheampong,34,engENG,CB,19-166,80,49,53,92.5,829,248,22,24,91.7,25,25,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0,False,Nott'hamForest_Chelsea_20251018
Tosin Adarabioyo,4,engENG,CB,28-024,10,1,2,50.0,7,7,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,Nott'hamForest_Chelsea_20251018
Reece James,24,engENG,RB,25-314,90,50,57,87.7,885,337,26,27,96.3,18,21,85.7,4,7,57.1,1,0.1,0.0,2,6,1,0,11,False,Nott'hamForest_Chelsea_20251018
Robert Sánchez,1,esESP,GK,27-334,90,40,59,67.8,1150,906,6,6,100.0,24,24,100.0,10,28,35.7,0,0.0,0.0,0,1,0,0,0,False,Nott'hamForest_Chelsea_20251018
Wilson Isidor,18,frFRA,FW,25-052,75,5,9,55.6,37,18,3,5,60.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,Sunderland_Wolves_20251018
Eliezer Mayenda,12,esESP,FW,20-163,15,1,1,100.0,13,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Sunderland_Wolves_20251018
Enzo Le Fée,28,frFRA,"LW,RM,AM",25-257,90,22,31,71.0,279,39,14,14,100.0,5,9,55.6,1,4,25.0,0,0.0,0.0,1,1,0,0,0,True,Sunderland_Wolves_20251018
Bertrand Traoré,25,bfBFA,RW,30-042,62,11,16,68.8,165,41,7,8,87.5,3,5,60.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0,True,Sunderland_Wolves_20251018
Chemsdine Talbi,7,maMAR,"LM,LW",20-162,28,1,8,12.5,10,9,1,3,33.3,0,2,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Sunderland_Wolves_20251018
Chris Rigg,11,engENG,"AM,RW",18-122,75,9,14,64.3,86,26,4,6,66.7,2,4,50.0,0,0,,0,0.0,0.0,1,1,0,0,1,True,Sunderland_Wolves_20251018
Lutsharel Geertruida,6,nlNED,RB,25-092,15,2,2,100.0,31,23,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Sunderland_Wolves_20251018
Noah Sadiki,27,cdCOD,"DM,CM",20-305,89,28,32,87.5,414,108,15,17,88.2,10,10,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,2,True,Sunderland_Wolves_20251018
Dan Neil,4,engENG,CM,23-309,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Sunderland_Wolves_20251018
Granit Xhaka,34,chSUI,"DM,CM",33-021,90,45,59,76.3,822,243,22,28,78.6,16,18,88.9,6,11,54.5,0,0.1,0.1,1,7,0,0,6,True,Sunderland_Wolves_20251018
Trai Hume,32,nirNIR,LB,23-214,90,26,36,72.2,375,125,17,18,94.4,6,12,50.0,1,2,50.0,1,0.2,0.1,1,1,3,1,3,True,Sunderland_Wolves_20251018
Omar Alderete,15,pyPAR,CB,28-296,90,23,29,79.3,387,195,9,9,100.0,13,15,86.7,1,3,33.3,0,0.0,0.0,1,2,1,0,2,True,Sunderland_Wolves_20251018
Daniel Ballard,5,nirNIR,CB,26-026,90,32,44,72.7,481,162,11,16,68.8,16,18,88.9,1,6,16.7,0,0.3,0.1,2,2,0,0,1,True,Sunderland_Wolves_20251018
Nordi Mukiele,20,frFRA,"RB,CB",27-351,90,35,54,64.8,610,285,14,16,87.5,18,25,72.0,2,9,22.2,0,0.0,0.1,0,1,0,0,1,True,Sunderland_Wolves_20251018
Robin Roefs,22,nlNED,GK,22-274,90,18,37,48.6,552,464,4,4,100.0,7,7,100.0,7,26,26.9,0,0.0,0.0,0,0,0,0,0,True,Sunderland_Wolves_20251018
Jørgen Strand Larsen,9,noNOR,FW,25-254,90,11,17,64.7,144,35,5,7,71.4,4,7,57.1,0,0,,0,0.3,0.1,2,1,0,0,1,False,Sunderland_Wolves_20251018
Rodrigo Gomes,21,ptPOR,LW,22-103,75,21,26,80.8,270,86,15,16,93.8,6,9,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,2,False,Sunderland_Wolves_20251018
Tolu Arokodare,14,ngNGA,FW,24-329,15,2,3,66.7,9,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Sunderland_Wolves_20251018
Jhon Arias,10,coCOL,RW,28-027,76,33,37,89.2,456,110,21,22,95.5,12,14,85.7,0,0,,0,0.1,0.0,1,4,0,0,5,False,Sunderland_Wolves_20251018
Jackson Tchatchoua,38,cmCMR,RM,24-034,14,5,9,55.6,59,6,5,5,100.0,0,1,0.0,0,3,0.0,0,0.0,0.0,1,0,0,0,0,False,Sunderland_Wolves_20251018
João Gomes,8,brBRA,LM,24-248,75,31,42,73.8,494,125,18,19,94.7,10,14,71.4,2,4,50.0,0,0.0,0.1,1,5,4,2,8,False,Sunderland_Wolves_20251018
Fer López,28,esESP,CM,21-147,15,7,11,63.6,125,10,2,4,50.0,5,6,83.3,0,0,,0,0.0,0.0,0,0,0,0,1,False,Sunderland_Wolves_20251018
André,7,brBRA,CM,24-094,90,48,51,94.1,886,235,19,20,95.0,25,26,96.2,3,4,75.0,0,0.0,0.0,0,2,1,0,6,False,Sunderland_Wolves_20251018
Marshall Munetsi,5,zwZIM,"RM,LM",29-118,90,7,16,43.8,89,19,5,8,62.5,2,3,66.7,0,2,0.0,0,0.1,0.2,1,0,0,0,1,False,Sunderland_Wolves_20251018
Hugo Bueno,3,esESP,LB,23-030,90,44,58,75.9,764,134,22,28,78.6,18,23,78.3,3,5,60.0,0,0.0,0.3,1,1,4,4,1,False,Sunderland_Wolves_20251018
Ladislav Krejčí,37,czCZE,CB,26-181,90,83,92,90.2,1659,497,25,26,96.2,44,45,97.8,14,21,66.7,0,0.0,0.1,1,10,2,1,8,False,Sunderland_Wolves_20251018
Santiago Bueno,4,uyURU,CB,26-343,90,60,68,88.2,1163,319,20,22,90.9,36,38,94.7,4,7,57.1,0,0.0,0.4,1,5,0,0,5,False,Sunderland_Wolves_20251018
Matt Doherty,2,ieIRL,RB,33-275,66,33,44,75.0,589,121,15,18,83.3,15,16,93.8,3,8,37.5,0,0.1,0.0,1,3,0,0,4,False,Sunderland_Wolves_20251018
Ki-Jana Hoever,26,nlNED,RB,23-273,24,13,15,86.7,273,70,4,4,100.0,4,6,66.7,4,4,100.0,0,0.0,0.0,0,4,1,1,0,False,Sunderland_Wolves_20251018
Sam Johnstone,31,engENG,GK,32-207,90,31,42,73.8,996,697,1,1,100.0,15,15,100.0,15,26,57.7,0,0.0,0.0,0,3,0,0,0,False,Sunderland_Wolves_20251018
Zian Flemming,19,nlNED,FW,27-078,76,7,15,46.7,82,16,5,6,83.3,2,5,40.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Josh Laurent,29,engENG,CB,30-165,14,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Jaidon Anthony,11,engENG,"LW,RW,FW",25-321,82,13,22,59.1,221,52,6,10,60.0,4,6,66.7,2,4,50.0,0,0.0,0.0,0,1,0,0,0,True,Burnley_LeedsUnited_20251018
Ashley Barnes,35,engENG,FW,35-353,8,1,5,20.0,15,12,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Jacob Bruun Larsen,7,dkDEN,RW,27-029,57,9,14,64.3,110,27,7,8,87.5,1,3,33.3,1,1,100.0,0,0.0,0.0,0,1,0,0,0,True,Burnley_LeedsUnited_20251018
Loum Tchaouna,17,frFRA,"LW,LM,RM",22-040,33,2,4,50.0,26,15,2,3,66.7,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Lesley Ugochukwu,8,frFRA,"AM,CM",21-206,82,13,19,68.4,205,95,7,10,70.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0,1,1,0,3,True,Burnley_LeedsUnited_20251018
Hannibal Mejbri,28,tnTUN,"RM,CM",22-270,8,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Florentino Luís,16,ptPOR,"DM,CM",26-060,90,25,28,89.3,297,83,17,17,100.0,7,7,100.0,0,0,,1,0.0,0.0,1,0,0,0,1,True,Burnley_LeedsUnited_20251018
Josh Cullen,24,ieIRL,"DM,CM,LM",29-194,90,39,44,88.6,596,151,20,22,90.9,17,19,89.5,1,2,50.0,0,0.0,0.0,1,2,0,0,5,True,Burnley_LeedsUnited_20251018
Quilindschy Hartman,3,nlNED,LB,23-338,90,34,46,73.9,501,249,17,19,89.5,16,19,84.2,0,1,0.0,0,0.0,0.0,0,1,1,0,2,True,Burnley_LeedsUnited_20251018
Maxime Estève,5,frFRA,CB,23-145,90,20,26,76.9,353,111,6,6,100.0,13,15,86.7,1,5,20.0,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Axel Tuanzebe,6,cdCOD,CB,27-338,90,21,26,80.8,497,137,7,9,77.8,9,9,100.0,5,8,62.5,0,0.0,0.0,0,0,0,0,0,True,Burnley_LeedsUnited_20251018
Kyle Walker,2,engENG,RB,35-143,90,33,43,76.7,647,291,12,13,92.3,14,17,82.4,5,11,45.5,1,0.4,0.2,1,2,1,1,3,True,Burnley_LeedsUnited_20251018
Martin Dúbravka,1,skSVK,GK,36-276,90,18,28,64.3,728,610,2,2,100.0,7,7,100.0,9,19,47.4,0,0.0,0.0,0,1,0,0,0,True,Burnley_LeedsUnited_20251018
Dominic Calvert-Lewin,9,engENG,FW,28-216,90,11,14,78.6,151,21,6,8,75.0,2,2,100.0,1,1,100.0,0,0.4,0.0,1,2,0,0,1,False,Burnley_LeedsUnited_20251018
Jack Harrison,20,engENG,LW,28-332,65,30,41,73.2,431,127,15,18,83.3,12,14,85.7,1,3,33.3,0,0.3,0.1,1,0,2,0,4,False,Burnley_LeedsUnited_20251018
Lukas Nmecha,14,deGER,LW,26-308,25,2,4,50.0,28,16,1,2,50.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,False,Burnley_LeedsUnited_20251018
Brenden Aaronson,11,usUSA,RW,24-361,65,20,24,83.3,259,65,13,14,92.9,6,9,66.7,0,0,,0,0.2,0.2,2,0,3,2,2,False,Burnley_LeedsUnited_20251018
Daniel James,7,wlsWAL,RW,27-342,25,8,16,50.0,151,45,2,4,50.0,5,9,55.6,1,1,100.0,0,0.2,0.2,2,1,1,1,1,False,Burnley_LeedsUnited_20251018
Anton Stach,18,deGER,LM,26-337,72,42,49,85.7,633,140,23,27,85.2,13,14,92.9,3,3,100.0,0,0.0,0.0,0,2,1,0,6,False,Burnley_LeedsUnited_20251018
Joël Piroe,10,nlNED,AM,26-077,18,8,11,72.7,92,4,7,8,87.5,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,Burnley_LeedsUnited_20251018
Ethan Ampadu,4,wlsWAL,"CM,DM",25-034,80,65,75,86.7,1063,309,36,38,94.7,26,28,92.9,3,7,42.9,0,0.0,0.0,0,8,1,0,8,False,Burnley_LeedsUnited_20251018
Ao Tanaka,22,jpJPN,DM,27-038,10,15,19,78.9,284,115,6,6,100.0,5,8,62.5,2,3,66.7,0,0.0,0.0,1,3,1,1,2,False,Burnley_LeedsUnited_20251018
Sean Longstaff,8,engENG,"RM,DM",27-353,90,57,68,83.8,1044,297,27,30,90.0,23,27,85.2,7,10,70.0,0,0.2,0.1,4,2,2,2,4,False,Burnley_LeedsUnited_20251018
Gabriel Gudmundsson,3,seSWE,LB,26-172,90,62,79,78.5,980,229,37,40,92.5,16,22,72.7,6,10,60.0,0,0.9,0.6,4,1,5,5,1,False,Burnley_LeedsUnited_20251018
Pascal Struijk,5,nlNED,CB,26-068,90,92,101,91.1,1531,417,37,41,90.2,52,54,96.3,2,4,50.0,0,0.0,0.0,0,12,0,0,5,False,Burnley_LeedsUnited_20251018
Joe Rodon,6,wlsWAL,CB,27-361,90,94,104,90.4,1827,540,25,26,96.2,64,70,91.4,4,5,80.0,0,0.0,0.0,1,10,0,0,12,False,Burnley_LeedsUnited_20251018
Jayden Bogle,2,engENG,RB,25-083,90,44,57,77.2,730,149,25,26,96.2,15,20,75.0,4,5,80.0,0,0.0,0.1,0,4,2,1,4,False,Burnley_LeedsUnited_20251018
Karl Darlow,26,wlsWAL,GK,35-010,90,19,29,65.5,424,295,5,5,100.0,10,11,90.9,4,13,30.8,0,0.0,0.0,0,0,0,0,0,False,Burnley_LeedsUnited_20251018
Danny Welbeck,18,engENG,FW,34-326,89,16,21,76.2,189,29,13,14,92.9,3,5,60.0,0,0,,0,0.1,0.1,3,3,0,0,2,True,Brighton_NewcastleUtd_20251018
Charalampos Kostoulas,19,grGRE,FW,18-141,1,1,2,50.0,15,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_NewcastleUtd_20251018
Diego Gómez,25,pyPAR,LW,22-205,35,12,15,80.0,151,36,9,10,90.0,3,4,75.0,0,0,,0,0.1,0.0,1,1,0,0,1,True,Brighton_NewcastleUtd_20251018
Maxim De Cuyper,29,beBEL,LB,24-300,55,17,23,73.9,269,79,12,12,100.0,4,6,66.7,1,4,25.0,0,0.0,0.0,0,0,1,0,4,True,Brighton_NewcastleUtd_20251018
Yankuba Minteh,11,gmGAM,RW,21-088,89,14,34,41.2,274,93,5,10,50.0,7,14,50.0,2,5,40.0,0,0.0,0.3,1,0,1,0,3,True,Brighton_NewcastleUtd_20251018
Diego Coppola,42,itITA,CB,21-294,1,2,2,100.0,34,33,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,Brighton_NewcastleUtd_20251018
Georginio Rutter,10,frFRA,AM,23-181,70,13,21,61.9,229,106,5,7,71.4,6,9,66.7,2,4,50.0,1,0.5,0.3,2,3,2,0,6,True,Brighton_NewcastleUtd_20251018
Stefanos Tzimas,9,grGRE,"AM,FW",19-285,20,3,5,60.0,39,0,1,1,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_NewcastleUtd_20251018
Yasin Ayari,26,seSWE,"DM,CM",22-012,90,50,56,89.3,817,136,23,23,100.0,25,27,92.6,2,5,40.0,0,0.1,0.0,3,4,0,0,4,True,Brighton_NewcastleUtd_20251018
Carlos Baleba,17,cmCMR,DM,21-288,70,32,32,100.0,437,128,19,19,100.0,9,9,100.0,1,1,100.0,0,0.0,0.1,0,2,0,0,2,True,Brighton_NewcastleUtd_20251018
James Milner,20,engENG,"DM,CM",39-287,20,3,4,75.0,36,3,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,Brighton_NewcastleUtd_20251018
Ferdi Kadioglu,24,trTUR,"LW,LB,CM",26-011,90,21,29,72.4,334,122,12,14,85.7,4,8,50.0,3,3,100.0,0,0.0,0.3,0,2,1,0,2,True,Brighton_NewcastleUtd_20251018
Lewis Dunk,5,engENG,CB,33-331,90,63,67,94.0,1036,321,30,31,96.8,27,29,93.1,4,4,100.0,0,0.0,0.0,0,5,0,0,2,True,Brighton_NewcastleUtd_20251018
Jan Paul van Hecke,6,nlNED,CB,25-132,90,60,71,84.5,1097,408,23,24,95.8,30,32,93.8,7,12,58.3,0,0.0,0.0,0,2,1,1,8,True,Brighton_NewcastleUtd_20251018
Mats Wieffer,27,nlNED,RB,25-336,90,35,45,77.8,577,182,19,21,90.5,14,18,77.8,2,5,40.0,0,0.0,0.0,0,3,0,0,4,True,Brighton_NewcastleUtd_20251018
Bart Verbruggen,1,nlNED,GK,23-061,90,17,33,51.5,417,392,7,7,100.0,4,4,100.0,5,21,23.8,0,0.0,0.0,0,0,0,0,0,True,Brighton_NewcastleUtd_20251018
Nick Woltemade,27,deGER,FW,23-246,90,13,17,76.5,202,46,7,9,77.8,5,5,100.0,1,1,100.0,0,0.0,0.1,0,1,2,0,3,False,Brighton_NewcastleUtd_20251018
Anthony Gordon,10,engENG,LW,24-236,69,23,25,92.0,322,54,15,15,100.0,7,9,77.8,1,1,100.0,0,0.1,0.2,2,2,1,1,1,False,Brighton_NewcastleUtd_20251018
Harvey Barnes,11,engENG,LW,27-313,21,4,8,50.0,67,21,3,4,75.0,0,2,0.0,1,1,100.0,0,0.0,0.1,0,0,1,1,0,False,Brighton_NewcastleUtd_20251018
Anthony Elanga,20,seSWE,RW,23-174,45,14,16,87.5,163,42,12,13,92.3,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,False,Brighton_NewcastleUtd_20251018
Jacob Murphy,23,engENG,RW,30-236,45,16,26,61.5,298,61,6,9,66.7,7,9,77.8,2,5,40.0,0,0.2,0.1,1,2,1,1,1,False,Brighton_NewcastleUtd_20251018
Joelinton,7,brBRA,LM,29-065,45,21,26,80.8,325,82,7,10,70.0,13,14,92.9,0,1,0.0,0,0.0,0.0,0,2,0,0,6,False,Brighton_NewcastleUtd_20251018
Lewis Miley,67,engENG,"CM,LM",19-170,45,34,35,97.1,473,129,20,20,100.0,11,11,100.0,1,1,100.0,1,0.2,0.3,2,1,1,0,3,False,Brighton_NewcastleUtd_20251018
Sandro Tonali,8,itITA,CM,25-163,69,43,51,84.3,753,187,21,22,95.5,18,20,90.0,3,6,50.0,0,0.4,0.3,2,5,1,0,6,False,Brighton_NewcastleUtd_20251018
Jacob Ramsey,41,engENG,LM,24-143,21,15,15,100.0,186,30,10,10,100.0,5,5,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,False,Brighton_NewcastleUtd_20251018
Bruno Guimarães,39,brBRA,RM,27-336,85,33,41,80.5,511,188,19,19,100.0,10,13,76.9,3,6,50.0,0,0.1,0.2,1,6,2,0,9,False,Brighton_NewcastleUtd_20251018
William Osula,18,dkDEN,RM,22-075,5,1,1,100.0,11,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,Brighton_NewcastleUtd_20251018
Dan Burn,33,engENG,LB,33-162,90,47,63,74.6,724,225,23,27,85.2,22,26,84.6,1,6,16.7,0,0.0,0.1,1,3,2,0,4,False,Brighton_NewcastleUtd_20251018
