Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,home,game_id
Jaidon Anthony,11.0,eng ENG,"LW,LM",25-272,90,1,0,0,0,1,1,1,0,30,0,1,3,0.4,0.4,0.0,0,0,9,15,60.0,2,13,1,1,False,ManchesterUtd_Burnley_20250830
Jacob Bruun Larsen,7.0,dk DEN,RW,26-345,81,0,1,0,0,1,0,0,0,39,1,2,0,0.0,0.0,0.6,2,1,21,22,95.5,1,20,1,0,False,ManchesterUtd_Burnley_20250830
Oliver Sonne,22.0,pe PER,RB,24-293,9,0,0,0,0,0,0,0,0,5,1,1,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,False,ManchesterUtd_Burnley_20250830
Hannibal Mejbri,28.0,tn TUN,AM,22-221,64,0,0,0,0,1,0,0,0,26,2,0,2,0.1,0.1,0.0,0,0,13,18,72.2,2,13,0,0,False,ManchesterUtd_Burnley_20250830
Loum Tchaouna,17.0,fr FRA,"RM,AM",21-356,26,0,0,0,0,1,1,1,0,12,1,0,1,0.1,0.1,0.0,1,1,5,6,83.3,0,2,0,0,False,ManchesterUtd_Burnley_20250830
Lesley Ugochukwu,8.0,fr FRA,DM,21-157,75,0,0,0,0,0,0,0,0,39,4,0,0,0.0,0.0,0.0,0,0,22,28,78.6,3,19,0,2,False,ManchesterUtd_Burnley_20250830
Josh Laurent,29.0,eng ENG,"CM,DM",30-116,15,0,0,0,0,0,0,1,0,9,0,1,1,0.0,0.0,0.0,0,0,2,7,28.6,1,4,1,0,False,ManchesterUtd_Burnley_20250830
Josh Cullen,24.0,ie IRL,"DM,CM",29-145,90,0,0,0,0,0,0,0,0,63,2,0,1,0.0,0.0,0.0,1,0,35,52,67.3,6,19,0,0,False,ManchesterUtd_Burnley_20250830
Quilindschy Hartman,3.0,nl NED,LB,23-289,90,0,0,0,0,1,0,0,0,33,2,1,2,0.1,0.1,0.0,1,0,12,19,63.2,0,6,1,0,False,ManchesterUtd_Burnley_20250830
Maxime Estève,5.0,fr FRA,CB,23-096,90,0,0,0,0,0,0,0,0,28,1,1,2,0.0,0.0,0.0,1,0,16,20,80.0,3,10,0,0,False,ManchesterUtd_Burnley_20250830
Hjalmar Ekdal,18.0,se SWE,CB,26-313,82,0,0,0,0,0,0,0,0,54,2,1,0,0.0,0.0,0.0,0,0,35,41,85.4,2,23,0,0,False,ManchesterUtd_Burnley_20250830
Joe Worrall,4.0,eng ENG,CB,28-232,8,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,False,ManchesterUtd_Burnley_20250830
Kyle Walker,2.0,eng ENG,"RB,CB",35-094,90,0,0,0,0,0,0,1,0,64,3,0,2,0.0,0.0,0.0,2,1,36,54,66.7,2,26,0,0,False,ManchesterUtd_Burnley_20250830
Martin Dúbravka,1.0,sk SVK,GK,36-227,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,19,39,48.7,0,17,0,0,False,ManchesterUtd_Burnley_20250830
Lukas Nmecha,14.0,de GER,FW,26-259,69,0,0,0,0,1,0,0,0,29,0,1,1,0.1,0.1,0.0,2,0,13,18,72.2,1,20,1,0,True,LeedsUnited_NewcastleUtd_20250830
Dominic Calvert-Lewin,9.0,eng ENG,FW,28-167,21,0,0,0,0,2,1,0,0,11,0,0,0,0.1,0.1,0.0,0,0,5,6,83.3,0,9,1,0,True,LeedsUnited_NewcastleUtd_20250830
Wilfried Gnonto,29.0,it ITA,LW,21-298,59,0,0,0,0,2,0,1,0,32,0,0,0,0.0,0.0,0.1,3,0,20,26,76.9,2,22,2,1,True,LeedsUnited_NewcastleUtd_20250830
Jack Harrison,20.0,eng ENG,LW,28-283,31,0,0,0,0,0,0,0,0,22,1,3,1,0.0,0.0,0.0,0,0,6,13,46.2,1,14,2,2,True,LeedsUnited_NewcastleUtd_20250830
Daniel James,7.0,wls WAL,RW,27-293,59,0,0,0,0,1,0,0,0,17,1,0,1,0.2,0.2,0.1,2,0,7,14,50.0,1,12,3,0,True,LeedsUnited_NewcastleUtd_20250830
Brenden Aaronson,11.0,us USA,RW,24-312,31,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,1,4,0,2,True,LeedsUnited_NewcastleUtd_20250830
Anton Stach,18.0,de GER,LM,26-288,90,0,0,0,0,3,0,0,0,42,2,1,1,0.2,0.2,0.1,4,0,21,31,67.7,5,13,1,0,True,LeedsUnited_NewcastleUtd_20250830
Ilia Gruev,44.0,bg BUL,CM,25-116,90,0,0,0,0,0,0,0,0,66,3,2,1,0.0,0.0,0.0,0,0,52,55,94.5,4,35,0,0,True,LeedsUnited_NewcastleUtd_20250830
Sean Longstaff,8.0,eng ENG,RM,27-304,90,0,0,0,0,0,0,0,0,48,5,2,2,0.0,0.0,0.0,4,0,30,36,83.3,2,20,0,0,True,LeedsUnited_NewcastleUtd_20250830
Gabriel Gudmundsson,3.0,se SWE,LB,26-123,79,0,0,0,0,0,0,0,0,49,2,0,1,0.0,0.0,0.2,3,0,33,41,80.5,3,21,1,0,True,LeedsUnited_NewcastleUtd_20250830
James Justin,24.0,eng ENG,LB,27-188,11,0,0,0,0,0,0,0,0,4,0,0,2,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,True,LeedsUnited_NewcastleUtd_20250830
Pascal Struijk,5.0,nl NED,CB,26-019,90,0,0,0,0,0,0,0,0,67,0,0,0,0.0,0.0,0.0,0,0,59,63,93.7,4,31,0,0,True,LeedsUnited_NewcastleUtd_20250830
Joe Rodon,6.0,wls WAL,CB,27-312,90,0,0,0,0,0,0,0,0,59,1,2,1,0.0,0.0,0.0,0,0,46,51,90.2,2,27,1,0,True,LeedsUnited_NewcastleUtd_20250830
Jayden Bogle,2.0,eng ENG,RB,25-034,90,0,0,0,0,1,0,0,0,56,2,2,0,0.1,0.1,0.1,1,0,34,45,75.6,4,32,5,2,True,LeedsUnited_NewcastleUtd_20250830
Lucas Perri,1.0,br BRA,GK,27-263,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,15,44,34.1,0,25,0,0,True,LeedsUnited_NewcastleUtd_20250830
William Osula,18.0,dk DEN,FW,22-026,90,0,0,0,0,1,0,0,0,24,1,0,0,0.2,0.2,0.0,0,0,12,12,100.0,1,17,0,1,False,LeedsUnited_NewcastleUtd_20250830
Jacob Murphy,23.0,eng ENG,FW,30-187,61,0,0,0,0,3,2,0,0,27,0,0,2,0.1,0.1,0.0,2,0,11,17,64.7,2,20,2,2,False,LeedsUnited_NewcastleUtd_20250830
Anthony Elanga,20.0,se SWE,"RW,FW",23-125,29,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,6,13,46.2,1,9,0,0,False,LeedsUnited_NewcastleUtd_20250830
Jacob Ramsey,41.0,eng ENG,CM,24-094,45,0,0,0,0,1,0,0,0,26,0,0,0,0.0,0.0,0.3,2,0,16,19,84.2,4,17,2,1,False,LeedsUnited_NewcastleUtd_20250830
Lewis Miley,67.0,eng ENG,"RM,CM",19-121,45,0,0,0,0,0,0,0,0,35,0,2,2,0.0,0.0,0.0,0,0,25,31,80.6,2,25,1,0,False,LeedsUnited_NewcastleUtd_20250830
Sandro Tonali,8.0,it ITA,CM,25-114,90,0,0,0,0,0,0,0,0,91,0,0,3,0.0,0.0,0.1,4,0,73,84,86.9,10,51,1,0,False,LeedsUnited_NewcastleUtd_20250830
Bruno Guimarães,39.0,br BRA,"CM,LM",27-287,90,0,0,0,0,0,0,0,0,65,3,0,0,0.0,0.0,0.0,2,0,50,55,90.9,11,52,0,0,False,LeedsUnited_NewcastleUtd_20250830
Valentino Livramento,21.0,eng ENG,"LB,RB",22-291,90,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,2,0,48,56,85.7,4,39,3,1,False,LeedsUnited_NewcastleUtd_20250830
Dan Burn,33.0,eng ENG,CB,33-113,90,0,0,0,0,0,0,0,0,60,0,1,1,0.0,0.0,0.0,0,0,47,58,81.0,2,36,0,0,False,LeedsUnited_NewcastleUtd_20250830
Sven Botman,4.0,nl NED,CB,25-230,67,0,0,0,0,0,0,0,0,55,2,4,1,0.0,0.0,0.0,0,0,41,44,93.2,2,30,0,0,False,LeedsUnited_NewcastleUtd_20250830
Harvey Barnes,11.0,eng ENG,LW,27-264,23,0,0,0,0,1,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,9,10,90.0,1,13,2,0,False,LeedsUnited_NewcastleUtd_20250830
Fabian Schär,5.0,ch SUI,CB,33-253,90,0,0,0,0,1,0,0,0,95,0,1,2,0.0,0.0,0.0,1,0,71,87,81.6,4,67,2,0,False,LeedsUnited_NewcastleUtd_20250830
Kieran Trippier,2.0,eng ENG,RB,34-345,60,0,0,0,0,0,0,0,0,68,1,0,1,0.0,0.0,0.0,2,0,47,65,72.3,5,29,1,0,False,LeedsUnited_NewcastleUtd_20250830
Lewis Hall,3.0,eng ENG,LB,20-356,30,0,0,0,0,1,0,0,0,27,1,0,1,0.0,0.0,0.0,0,0,18,22,81.8,3,16,0,0,False,LeedsUnited_NewcastleUtd_20250830
Nick Pope,1.0,eng ENG,GK,33-133,90,0,0,0,0,0,0,1,0,32,0,0,0,0.0,0.0,0.0,0,0,24,30,80.0,0,18,0,0,False,LeedsUnited_NewcastleUtd_20250830
Chris Wood,11.0,nz NZL,FW,33-267,72,0,0,0,0,3,1,0,0,14,0,0,0,0.4,0.4,0.0,0,0,7,9,77.8,3,6,0,0,True,Nott'hamForest_WestHam_20250831
Igor Jesus,19.0,br BRA,FW,24-187,18,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,0,True,Nott'hamForest_WestHam_20250831
Callum Hudson-Odoi,7.0,eng ENG,LW,24-297,88,0,0,0,0,1,1,0,0,47,0,0,0,0.0,0.0,0.2,4,0,29,40,72.5,2,31,5,0,True,Nott'hamForest_WestHam_20250831
Omari Hutchinson,21.0,eng ENG,LM,21-305,2,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,True,Nott'hamForest_WestHam_20250831
Dan Ndoye,14.0,ch SUI,RW,24-310,57,0,0,0,0,0,0,0,0,26,2,0,3,0.0,0.0,0.0,0,0,11,17,64.7,1,11,3,1,True,Nott'hamForest_WestHam_20250831
James Mcatee,24.0,eng ENG,"RW,RM",22-317,33,0,0,0,0,0,0,0,0,18,1,0,3,0.0,0.0,0.2,2,0,12,13,92.3,2,9,1,1,True,Nott'hamForest_WestHam_20250831
Morgan Gibbs-White,10.0,eng ENG,"AM,CM",25-216,90,0,0,0,0,2,1,0,0,74,1,0,0,0.1,0.1,0.0,5,0,48,61,78.7,9,37,4,0,True,Nott'hamForest_WestHam_20250831
Elliot Anderson,8.0,eng ENG,"DM,CM",22-298,90,0,0,0,0,1,0,0,0,112,7,0,1,0.0,0.0,0.2,7,0,84,99,84.8,10,63,1,1,True,Nott'hamForest_WestHam_20250831
Ibrahim Sangaré,6.0,ci CIV,DM,27-272,88,0,0,0,0,0,0,0,0,79,2,2,1,0.0,0.0,0.0,0,0,58,68,85.3,7,39,2,0,True,Nott'hamForest_WestHam_20250831
Arnaud Kalimuendo,15.0,fr FRA,FW,23-223,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,3,1,0,True,Nott'hamForest_WestHam_20250831
Neco Williams,3.0,wls WAL,LB,24-140,90,0,0,0,0,1,0,0,0,89,3,2,1,0.0,0.0,0.0,1,0,59,76,77.6,4,46,2,1,True,Nott'hamForest_WestHam_20250831
Murillo,5.0,br BRA,CB,23-058,90,0,0,0,0,0,0,0,0,83,0,1,1,0.0,0.0,0.0,1,0,64,76,84.2,13,51,1,1,True,Nott'hamForest_WestHam_20250831
Nikola Milenković,31.0,rs SRB,CB,27-323,90,0,0,0,0,1,0,0,0,63,0,0,0,0.1,0.1,0.0,0,0,50,56,89.3,2,30,0,0,True,Nott'hamForest_WestHam_20250831
Ola Aina,34.0,ng NGA,RB,28-327,90,0,0,0,0,2,0,0,0,69,2,1,0,0.0,0.0,0.1,1,0,49,57,86.0,6,32,2,1,True,Nott'hamForest_WestHam_20250831
Matz Sels,26.0,be BEL,GK,33-186,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,11,14,78.6,0,4,0,0,True,Nott'hamForest_WestHam_20250831
Niclas Füllkrug,11.0,de GER,FW,32-203,63,0,0,0,0,3,1,0,0,23,1,0,1,0.1,0.1,0.0,0,0,7,13,53.8,0,12,0,0,False,Nott'hamForest_WestHam_20250831
Callum Wilson,9.0,eng ENG,FW,33-185,27,1,0,0,0,4,4,0,0,9,0,0,0,1.0,1.0,0.0,3,0,2,4,50.0,0,6,1,2,False,Nott'hamForest_WestHam_20250831
Mateus Fernandes,18.0,pt POR,LW,21-052,81,0,0,0,0,0,0,0,0,32,3,1,1,0.0,0.0,0.2,2,0,21,25,84.0,3,20,1,0,False,Nott'hamForest_WestHam_20250831
Crysencio Summerville,7.0,nl NED,LW,23-305,9,0,1,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.1,4,3,5,5,100.0,1,4,2,0,False,Nott'hamForest_WestHam_20250831
Jarrod Bowen,20.0,eng ENG,RW,28-254,90,1,0,0,0,1,1,0,0,40,2,1,1,0.1,0.1,0.8,3,0,17,22,77.3,1,25,5,2,False,Nott'hamForest_WestHam_20250831
Lucas Paquetá,10.0,br BRA,AM,28-004,90,1,0,1,1,2,1,0,0,74,2,0,4,1.1,0.3,0.1,3,0,35,47,74.5,4,36,1,3,False,Nott'hamForest_WestHam_20250831
James Ward-Prowse,8.0,eng ENG,DM,30-303,74,0,0,0,0,0,0,0,0,32,0,1,0,0.0,0.0,0.2,3,0,24,29,82.8,1,13,1,0,False,Nott'hamForest_WestHam_20250831
Andy Irving,39.0,sct SCO,DM,25-110,16,0,0,0,0,0,0,0,0,14,2,0,0,0.0,0.0,0.0,0,0,10,10,100.0,2,6,0,0,False,Nott'hamForest_WestHam_20250831
Tomáš Souček,28.0,cz CZE,DM,30-185,90,0,0,0,0,0,0,0,0,40,2,1,0,0.0,0.0,0.0,1,1,24,31,77.4,1,18,0,0,False,Nott'hamForest_WestHam_20250831
El Hadji Malick Diouf,12.0,sn SEN,LB,20-246,90,0,1,0,0,0,0,0,0,47,0,0,1,0.0,0.0,0.4,2,1,23,34,67.6,3,23,4,0,False,Nott'hamForest_WestHam_20250831
Max Kilman,3.0,eng ENG,CB,28-100,90,0,0,0,0,0,0,0,0,61,1,2,0,0.0,0.0,0.0,0,0,48,54,88.9,2,39,0,1,False,Nott'hamForest_WestHam_20250831
Konstantinos Mavropanos,15.0,gr GRE,CB,27-263,90,0,0,0,0,1,0,0,0,68,0,0,0,0.1,0.1,0.0,0,0,55,60,91.7,3,49,0,0,False,Nott'hamForest_WestHam_20250831
Kyle Walker-Peters,2.0,eng ENG,RB,28-140,90,0,0,0,0,0,0,0,0,53,3,0,1,0.0,0.0,0.0,0,0,36,42,85.7,2,30,0,0,False,Nott'hamForest_WestHam_20250831
Mads Hermansen,1.0,dk DEN,GK,25-051,90,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,37,49,75.5,0,39,0,0,False,Nott'hamForest_WestHam_20250831
Danny Welbeck,18.0,eng ENG,FW,34-278,60,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.1,1,0,6,10,60.0,0,7,0,0,True,Brighton_ManchesterCity_20250831
Georginio Rutter,10.0,fr FRA,FW,23-133,30,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,1,0,5,5,100.0,1,6,2,0,True,Brighton_ManchesterCity_20250831
Kaoru Mitoma,22.0,jp JPN,"LW,LM",28-103,90,0,1,0,0,2,1,0,0,40,2,2,2,0.1,0.1,0.8,3,1,18,25,72.0,2,19,4,1,True,Brighton_ManchesterCity_20250831
Yankuba Minteh,11.0,gm GAM,RW,21-040,89,0,0,0,0,2,1,0,0,30,3,1,0,0.2,0.2,0.1,5,0,9,20,45.0,2,20,4,4,True,Brighton_ManchesterCity_20250831
Diego Coppola,42.0,it ITA,CB,21-246,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,True,Brighton_ManchesterCity_20250831
Diego Gómez,25.0,py PAR,AM,22-157,60,0,0,0,0,0,0,0,0,17,3,0,3,0.0,0.0,0.0,0,0,7,12,58.3,1,4,0,0,True,Brighton_ManchesterCity_20250831
Brajan Gruda,8.0,de GER,"AM,RM",21-092,30,1,0,0,0,3,2,0,0,14,0,0,1,0.8,0.8,0.1,1,1,5,5,100.0,0,8,1,2,True,Brighton_ManchesterCity_20250831
Jack Hinshelwood,13.0,eng ENG,DM,20-142,60,0,0,0,0,0,0,0,0,25,2,0,0,0.0,0.0,0.0,0,0,17,20,85.0,0,16,0,0,True,Brighton_ManchesterCity_20250831
Yasin Ayari,26.0,se SWE,"DM,CM",21-329,30,0,0,0,0,0,0,0,0,15,1,1,0,0.0,0.0,0.1,3,0,8,10,80.0,2,8,0,0,True,Brighton_ManchesterCity_20250831
Carlos Baleba,17.0,cm CMR,DM,21-240,60,0,0,0,0,0,0,0,0,24,0,0,2,0.0,0.0,0.0,0,0,14,18,77.8,2,11,1,0,True,Brighton_ManchesterCity_20250831
James Milner,20.0,eng ENG,"DM,CM",39-239,30,1,0,1,1,0,0,0,0,10,1,0,0,0.8,0.0,0.0,1,0,6,7,85.7,1,3,1,0,True,Brighton_ManchesterCity_20250831
Maxim De Cuyper,29.0,be BEL,LB,24-252,90,0,0,0,0,0,0,0,0,65,1,1,3,0.0,0.0,0.0,2,0,40,56,71.4,2,35,0,1,True,Brighton_ManchesterCity_20250831
Lewis Dunk,5.0,eng ENG,CB,33-283,90,0,0,0,0,2,0,0,0,50,0,1,1,0.1,0.1,0.0,1,1,37,42,88.1,1,31,0,0,True,Brighton_ManchesterCity_20250831
Jan Paul van Hecke,6.0,nl NED,CB,25-084,90,0,0,0,0,1,1,1,0,48,1,0,2,0.3,0.3,0.0,1,0,34,40,85.0,0,28,1,0,True,Brighton_ManchesterCity_20250831
Joël Veltman,34.0,nl NED,RB,33-228,90,0,0,0,0,0,0,1,0,35,3,2,1,0.0,0.0,0.0,0,0,18,26,69.2,3,15,3,0,True,Brighton_ManchesterCity_20250831
Bart Verbruggen,1.0,nl NED,GK,23-013,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,27,44,61.4,0,33,0,0,True,Brighton_ManchesterCity_20250831
Erling Haaland,9.0,no NOR,FW,25-041,90,1,0,0,0,7,3,0,0,20,0,0,0,1.4,1.4,0.0,1,0,6,9,66.7,1,9,1,0,False,Brighton_ManchesterCity_20250831
Omar Marmoush,7.0,eg EGY,LW,26-205,71,0,1,0,0,1,0,0,0,38,2,1,1,0.1,0.1,1.0,5,2,23,27,85.2,5,20,3,4,False,Brighton_ManchesterCity_20250831
Jeremy Doku,11.0,be BEL,LW,23-096,19,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,3,0,7,7,100.0,0,8,4,1,False,Brighton_ManchesterCity_20250831
Oscar Bobb,52.0,no NOR,RW,22-050,90,0,0,0,0,1,0,0,0,49,1,1,4,0.3,0.3,0.0,1,0,26,31,83.9,2,27,4,3,False,Brighton_ManchesterCity_20250831
Tijjani Reijnders,4.0,nl NED,"LM,RM",27-033,90,0,0,0,0,1,0,0,0,69,1,0,0,0.0,0.0,0.2,2,0,55,63,87.3,4,52,1,2,False,Brighton_ManchesterCity_20250831
Rodri,16.0,es ESP,CM,29-070,90,0,0,0,0,1,0,0,0,106,1,1,0,0.0,0.0,0.1,3,0,87,100,87.0,11,63,2,1,False,Brighton_ManchesterCity_20250831
Bernardo Silva,20.0,pt POR,RM,31-021,71,0,0,0,0,0,0,0,0,57,1,1,0,0.0,0.0,0.0,2,0,44,52,84.6,3,39,2,0,False,Brighton_ManchesterCity_20250831
Nico O’Reilly,33.0,eng ENG,LM,20-163,19,0,0,0,0,1,0,0,0,14,2,0,0,0.0,0.0,0.0,2,0,8,9,88.9,2,6,1,1,False,Brighton_ManchesterCity_20250831
Rayan Aït-Nouri,21.0,dz ALG,LB,24-086,90,0,0,0,0,0,0,1,0,60,3,2,1,0.0,0.0,0.2,2,0,36,44,81.8,1,25,2,0,False,Brighton_ManchesterCity_20250831
Abdukodir Khusanov,45.0,uz UZB,CB,21-183,84,0,0,0,0,0,0,1,0,74,4,1,2,0.0,0.0,0.0,0,0,59,67,88.1,4,47,2,0,False,Brighton_ManchesterCity_20250831
Rúben Dias,3.0,pt POR,CB,28-109,6,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,4,100.0,0,2,0,0,False,Brighton_ManchesterCity_20250831
John Stones,5.0,eng ENG,CB,31-095,90,0,0,0,0,0,0,0,0,78,0,1,1,0.0,0.0,0.0,0,0,70,72,97.2,2,51,0,0,False,Brighton_ManchesterCity_20250831
Matheus Nunes,27.0,pt POR,RB,27-004,84,0,0,0,0,0,0,0,0,59,0,1,1,0.0,0.0,0.0,0,0,47,53,88.7,6,38,3,1,False,Brighton_ManchesterCity_20250831
Rico Lewis,82.0,eng ENG,RB,20-283,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,6,6,100.0,1,4,0,0,False,Brighton_ManchesterCity_20250831
James Trafford,1.0,eng ENG,GK,22-325,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0,35,45,77.8,0,35,0,1,False,Brighton_ManchesterCity_20250831
Hugo Ekitike,22.0,fr FRA,FW,23-072,78,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,2,5,40.0,1,10,0,0,True,Liverpool_Arsenal_20250831
Federico Chiesa,14.0,it ITA,FW,27-310,12,0,0,0,0,1,0,0,0,3,0,0,0,0.1,0.1,0.0,0,0,1,1,100.0,1,3,2,0,True,Liverpool_Arsenal_20250831
Cody Gakpo,18.0,nl NED,LW,26-116,90,0,0,0,0,2,1,0,0,28,1,1,2,0.1,0.1,0.1,3,0,14,18,77.8,0,15,4,1,True,Liverpool_Arsenal_20250831
Mohamed Salah,11.0,eg EGY,RW,33-077,90,0,0,0,0,1,0,0,0,30,0,0,1,0.1,0.1,0.0,1,0,12,22,54.5,1,23,1,0,True,Liverpool_Arsenal_20250831
Florian Wirtz,7.0,de GER,AM,22-120,88,0,0,0,0,2,1,0,0,41,2,1,1,0.2,0.2,0.1,2,0,20,30,66.7,5,20,2,3,True,Liverpool_Arsenal_20250831
Wataru Endo,3.0,jp JPN,CM,32-203,2,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,True,Liverpool_Arsenal_20250831
Alexis Mac Allister,10.0,ar ARG,DM,26-250,60,0,0,0,0,1,0,0,0,36,0,2,3,0.1,0.1,0.2,2,0,21,25,84.0,3,22,1,0,True,Liverpool_Arsenal_20250831
Curtis Jones,17.0,eng ENG,"DM,CM",24-213,30,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,2,1,21,22,95.5,4,16,1,0,True,Liverpool_Arsenal_20250831
Ryan Gravenberch,38.0,nl NED,"DM,CM",23-107,90,0,0,0,0,1,0,1,0,64,1,1,0,0.0,0.0,0.0,1,0,47,57,82.5,3,50,1,2,True,Liverpool_Arsenal_20250831
Milos Kerkez,6.0,hu HUN,LB,21-297,90,0,0,0,0,0,0,0,0,52,3,0,2,0.0,0.0,0.0,0,0,30,38,78.9,2,22,1,0,True,Liverpool_Arsenal_20250831
Virgil van Dijk,4.0,nl NED,CB,34-054,90,0,0,0,0,0,0,0,0,89,0,1,3,0.0,0.0,0.0,2,1,73,81,90.1,2,63,1,1,True,Liverpool_Arsenal_20250831
Ibrahima Konaté,5.0,fr FRA,CB,26-098,78,0,0,0,0,0,0,0,0,54,1,0,2,0.0,0.0,0.0,0,0,44,44,100.0,0,37,1,0,True,Liverpool_Arsenal_20250831
Joe Gomez,2.0,eng ENG,CB,28-100,12,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,3,0,0,True,Liverpool_Arsenal_20250831
Dominik Szoboszlai,8.0,hu HUN,RB,24-310,90,1,0,0,0,1,1,0,0,77,2,1,2,0.0,0.0,0.0,3,0,56,66,84.8,6,43,0,0,True,Liverpool_Arsenal_20250831
Alisson,1.0,br BRA,GK,32-333,90,0,0,0,0,0,0,0,0,53,0,0,0,0.0,0.0,0.0,0,0,41,50,82.0,0,43,0,0,True,Liverpool_Arsenal_20250831
Viktor Gyökeres,14.0,se SWE,FW,27-088,90,0,0,0,0,0,0,1,0,15,0,0,0,0.0,0.0,0.1,3,0,6,8,75.0,0,11,0,0,False,Liverpool_Arsenal_20250831
Gabriel Martinelli,11.0,br BRA,LW,24-074,69,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,2,7,2,0,False,Liverpool_Arsenal_20250831
Eberechi Eze,10.0,eng ENG,LW,27-063,21,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,9,9,100.0,0,9,1,1,False,Liverpool_Arsenal_20250831
Noni Madueke,20.0,eng ENG,RW,23-174,88,0,0,0,0,3,1,0,0,27,0,0,1,0.1,0.1,0.0,1,0,9,18,50.0,1,15,3,1,False,Liverpool_Arsenal_20250831
Max Dowman,56.0,eng ENG,RW,15-243,2,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,0,0,2,2,100.0,0,5,1,0,False,Liverpool_Arsenal_20250831
Declan Rice,41.0,eng ENG,LM,26-229,90,0,0,0,0,1,0,0,0,70,0,3,2,0.0,0.0,0.1,1,0,48,60,80.0,5,42,1,1,False,Liverpool_Arsenal_20250831
Martín Zubimendi,36.0,es ESP,CM,26-210,90,0,0,0,0,1,0,1,0,49,1,1,2,0.0,0.0,0.0,1,0,34,41,82.9,1,31,0,0,False,Liverpool_Arsenal_20250831
Mikel Merino,23.0,es ESP,RM,29-070,69,0,0,0,0,0,0,0,0,27,3,0,0,0.0,0.0,0.0,1,0,17,23,73.9,3,19,1,0,False,Liverpool_Arsenal_20250831
Martin Ødegaard,8.0,no NOR,RM,26-257,21,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,16,20,80.0,2,15,2,0,False,Liverpool_Arsenal_20250831
Riccardo Calafiori,33.0,it ITA,LB,23-104,90,0,0,0,0,3,0,0,0,62,2,3,1,0.1,0.1,0.0,4,0,36,47,76.6,4,34,4,0,False,Liverpool_Arsenal_20250831
Gabriel Magalhães,6.0,br BRA,CB,27-255,90,0,0,0,0,1,0,0,0,50,1,1,1,0.0,0.0,0.0,1,0,36,41,87.8,1,32,0,0,False,Liverpool_Arsenal_20250831
William Saliba,2.0,fr FRA,CB,24-160,4,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,False,Liverpool_Arsenal_20250831
Cristhian Mosquera,3.0,es ESP,CB,21-065,86,0,0,0,0,0,0,0,0,62,4,0,2,0.0,0.0,0.0,0,0,47,51,92.2,2,45,1,0,False,Liverpool_Arsenal_20250831
Jurriën Timber,12.0,nl NED,RB,24-075,90,0,0,0,0,1,0,0,0,44,2,0,1,0.1,0.1,0.0,2,0,25,32,78.1,6,22,4,0,False,Liverpool_Arsenal_20250831
